Tipo de depósito;Posição no depósito;Produto;Descrição breve do produto;UM básica;Qtd.disponível UMB;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA03;3G-03-03B;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;24;L2;Utilização livre depósito INVT;2.878,54;69.084,96;;;0,00000000000000;
GA03;3G-03-03C;110020;LUMINARIA PERFIL TRAPEZ SOB/BEM 1X20W;UN;40;F3;Utilização livre depósito CUST;3,70;148,00;;;0,00000000000000;
GA03;3G-03-03C;110106;BANDEJAS PARA RACK;UN;68;F3;Utilização livre depósito CUST;43,53;2.960,04;;;0,00000000000000;
GA03;3G-03-03C;110337;LUMINARIA PERFIL TRAPEZ SOB/BEM 40W;UN;5;F3;Utilização livre depósito CUST;6,82;34,10;;;0,00000000000000;
GA03;3G-03-03C;110578;LUMINARIA PERFIL TRAPEZ SOB/BEM 2X20W;UN;15;F3;Utilização livre depósito CUST;4,66;69,90;;;0,00000000000000;
GA03;3G-03-03C;400132;LUMINARIA INDUSTRIAL AC 32W;UN;25;L2;Utilização livre depósito INVT;126,00;3.150,00;;;0,00000000000000;
GA03;3G-03-03C;400147;LUMINARIA PLAFONIER 150W;UN;24;L2;Utilização livre depósito INVT;72,00;1.728,00;;;0,00000000000000;
GA03;3G-03-03C;401999;LUMINARIA ARANDELA 45G ALF 20W;UN;8;L2;Utilização livre depósito INVT;50,00;400,00;;;0,00000000000000;
GA03;3G-03-03D;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;40;L2;Utilização livre depósito INVT;2.878,54;115.141,60;;;0,00000000000000;
GA03;3G-03-04A;110186;CANALETA PLAST CZ 50X50X2000MM;UN;242;F3;Utilização livre depósito CUST;9,87;2.388,54;;;0,00000000000000;
GA03;3G-03-04A;120099;VARA MANOBRA SECC TUB VID 6,45M;UN;14;F3;Utilização livre depósito CUST;630,37;8.825,18;;;0,00000000000000;
GA03;3G-03-04B;120285;FITA ZEBRADA AM/PT 70MMX200M;UN;34;F3;Utilização livre depósito CUST;13,55;460,70;;;0,00000000000000;
GA03;3G-03-04B;407044;ESPIRAL DE 1/2 BRANCO;M;175;L2;Utilização livre depósito INVT;4,90;857,50;;;0,00000000000000;
GA03;3G-03-04B;802839;PREGO CABECA CHATA 2.1/2X10POL;UN;175;F3;Utilização livre depósito CUST;17,77;3.109,75;;;0,00000000000000;
GA03;3G-03-04B;803080;TINTA ESM SINTE AMARELO SEC RAP 3,6L;UN;2;F3;Utilização livre depósito CUST;123,92;247,84;;;0,00000000000000;
GA03;3G-03-04B;803123;LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D;UN;89;F3;Utilização livre depósito CUST;8,86;788,54;;;0,00000000000000;
GA03;3G-03-04B;803965;PISTOLA  CORPO METÁ GRAVIDADE COM CANECA;UN;4;F3;Utilização livre depósito CUST;775,99;3.103,96;;;0,00000000000000;
GA03;3G-03-04C;110276;DOBRADICA DIVISORIA MET FRIS 1701;UN;109;F3;Utilização livre depósito CUST;9,40;1.024,60;;;0,00000000000000;
GA03;3G-03-04C;400330;CHAVE ESTRIA ACV N14 ISOL 1000V NBR9699;UN;24;L2;Utilização livre depósito INVT;75,43;1.810,32;;;0,00000000000000;
GA03;3G-03-04C;400337;CHAVE FENDA CRUZ ACV RED 3/16X6P;UN;21;L2;Utilização livre depósito INVT;8,30;174,30;;;0,00000000000000;
GA03;3G-03-04C;400342;CHAVE ESTRIA ACV N19 ISOL 1000V NBR9699;UN;5;L2;Utilização livre depósito INVT;78,72;393,60;;;0,00000000000000;
GA03;3G-03-04C;400437;CHAVE BOCA ESTR ACV 17MM TOT 175,5MM;UN;10;L2;Utilização livre depósito INVT;25,77;257,70;;;0,00000000000000;
GA03;3G-03-04C;400643;CHAVE ESTRIA ACV N09 ISOL 1000V NBR9699;UN;41;L2;Utilização livre depósito INVT;67,03;2.748,23;;;0,00000000000000;
GA03;3G-03-04C;400659;CHAVE ESTRIA ACV N10 ISOL 1000V NBR9699;UN;45;L2;Utilização livre depósito INVT;68,18;3.068,10;;;0,00000000000000;
GA03;3G-03-04C;400703;ARRUELA AL SILICIO ELET 3P;UN;80;L2;Utilização livre depósito INVT;1,42;113,60;;;0,00000000000000;
GA03;3G-03-04C;400747;CHAVE FIX ACV N11 ISOL 1000V NBR9699;UN;25;L2;Utilização livre depósito INVT;46,98;1.174,50;;;0,00000000000000;
GA03;3G-03-04C;401533;CHAVE BOCA ESTR ACV 14MM TOT 150,5MM;UN;12;L2;Utilização livre depósito INVT;21,22;254,64;;;0,00000000000000;
GA03;3G-03-04C;401550;CHAVE ESTRIA ACV N11 ISOL 1000V NBR9699;UN;24;L2;Utilização livre depósito INVT;68,31;1.639,44;;;0,00000000000000;
GA03;3G-03-04C;401675;LUMINARIA PLAFONIER AC 20W;UN;1;L2;Utilização livre depósito INVT;54,00;54,00;;;0,00000000000000;
GA03;3G-03-04C;401810;CHAVE ESTRIA ACV N17 ISOL 1000V NBR9699;UN;29;L2;Utilização livre depósito INVT;79,92;2.317,68;;;0,00000000000000;
GA03;3G-03-04C;401896;CHAVE FIX ACV N17 ISOL 1000V NBR9699;UN;24;L2;Utilização livre depósito INVT;56,09;1.346,16;;;0,00000000000000;
GA03;3G-03-04C;402110;CHAVE ESTRIA ACV N12 ISOL 1000V NBR9699;UN;48;L2;Utilização livre depósito INVT;70,50;3.384,00;;;0,00000000000000;
GA03;3G-03-04C;403644;CAIXA PASSAG AL FUND 3/4P FORMA LB;UN;25;L2;Utilização livre depósito INVT;5,81;145,25;;;0,00000000000000;
GA03;3G-03-04C;403655;CAIXA PASSAG AL FUND 1P FORMA LR;UN;25;L2;Utilização livre depósito INVT;7,17;179,25;;;0,00000000000000;
GA03;3G-03-04C;403657;BUCHA FERRO 20MM NPT;UN;92;L2;Utilização livre depósito INVT;1,06;97,52;;;0,00000000000000;
GA03;3G-03-04C;403665;CAIXA PASSAG AL FUND 1P FORMA LB;UN;2;L2;Utilização livre depósito INVT;8,87;17,74;;;0,00000000000000;
GA03;3G-03-04C;403695;CAIXA PASSAG AL FUND 1P FORMA C;UN;4;L2;Utilização livre depósito INVT;5,70;22,80;;;0,00000000000000;
GA03;3G-03-04C;403786;CAIXA PASSAG AL FUND 1P FORMA TB;UN;2;L2;Utilização livre depósito INVT;9,97;19,94;;;0,00000000000000;
GA03;3G-03-04C;404505;LIMA CHATA MURCA DE 4P COM CABO;UN;2;L2;Utilização livre depósito INVT;36,99;73,98;;;0,00000000000000;
GA03;3G-03-05A;407356;SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT;UN;200;L2;Utilização livre depósito INVT;191,39;38.278,00;;;0,00000000000000;
GA03;3G-03-05B;110325;LUMINARIA EMERGENCIA 19 LED LANTERNA;UN;5;F3;Utilização livre depósito CUST;33,70;168,50;;;0,00000000000000;
GA03;3G-03-05B;113996;PLACA FOTOLUMINESCENTE SAÍDA EMERGÊNCIA;UN;25;F3;Utilização livre depósito CUST;10,00;250,00;;;0,00000000000000;
GA03;3G-03-05B;113997;PLACA FOTOLUMINE ROTA FUGA SETA DIREITA;UN;1;F3;Utilização livre depósito CUST;10,00;10,00;;;0,00000000000000;
GA03;3G-03-05B;113998;PLACA FOTOLUMINE ROTA FUGA SETA ESQUERDA;UN;11;F3;Utilização livre depósito CUST;10,00;110,00;;;0,00000000000000;
GA03;3G-03-05B;120242;SUPORTE DE PISO TIPO TRIPE PARA EXTINTOR;UN;30;F3;Utilização livre depósito CUST;33,72;1.011,60;;;0,00000000000000;
GA03;3G-03-05B;120440;PLACA EXTINTOR GAS CARBONICO CO2;UN;39;F3;Utilização livre depósito CUST;10,00;390,00;;;0,00000000000000;
GA03;3G-03-05B;120441;PLACA EXTINTOR AGUA H2O;UN;11;F3;Utilização livre depósito CUST;10,00;110,00;;;0,00000000000000;
GA03;3G-03-05B;408896;MED IN 3E 4F 120 240V 200A TB QE GD DR C;UN;24;L2;Utilização livre depósito INVT;1.968,93;47.254,32;;;0,00000000000000;
GA03;3G-03-05B;408951;MOSTRADOR REMOTO RF MED STAR MEASURE;UN;44;L2;Utilização livre depósito INVT;142,67;6.277,48;;;0,00000000000000;
GA03;3G-03-05C;110410;CAIXA TOMADA TPLA SOB 2MOD RJ45 CAT5E FM;UN;135;F3;Utilização livre depósito CUST;2,85;384,75;;;0,00000000000000;
GA03;3G-03-05C;110560;CAIXA ALLBOX COMPLETA CONECTOR RJ 45 FM;UN;55;F3;Utilização livre depósito CUST;11,06;608,30;;;0,00000000000000;
GA03;3G-03-05C;801698;QUADRO DISTRIB SOB 18/24 DISJ;UN;21;F3;Utilização livre depósito CUST;219,51;4.609,71;;;0,00000000000000;
GA03;3G-03-05C;801712;QUADRO DISTRIB SOB 6/8 DISJ;UN;27;F3;Utilização livre depósito CUST;25,82;697,14;;;0,00000000000000;
GA03;3G-03-05C;801718;QUADRO DISTRIB SOB 12/16 DISJ;UN;16;F3;Utilização livre depósito CUST;146,93;2.350,88;;;0,00000000000000;
GA03;3G-03-05D;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;36;L2;Utilização livre depósito INVT;2.878,54;103.627,44;;;0,00000000000000;
GA03;3G-03-06A;407356;SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT;UN;200;L2;Utilização livre depósito INVT;191,39;38.278,00;;;0,00000000000000;
GA03;3G-03-06B;110011;CHAVE FIX UMA BOCA 1000 V ACV NIQ 12 MM;UN;2;F3;Utilização livre depósito CUST;69,38;138,76;;;0,00000000000000;
GA03;3G-03-06B;110052;MACHADINHA P/CORTE MADEIRA;UN;77;F3;Utilização livre depósito CUST;58,00;4.466,00;;;0,00000000000000;
GA03;3G-03-06B;110442;MACHADO P/CORTE 4P;UN;38;F3;Utilização livre depósito CUST;54,00;2.052,00;;;0,00000000000000;
GA03;3G-03-06B;114230;TERCADO COM CABO DE MADEIRA 28 (70CM);UN;3;F3;Utilização livre depósito CUST;67,31;201,93;;;0,00000000000000;
GA03;3G-03-06B;400349;CHAVE FIX UMA BOCA 1000 V ACV NIQ 12 MM;UN;10;L2;Utilização livre depósito INVT;69,38;693,80;;;0,00000000000000;
GA03;3G-03-06B;401727;CHAVE FIX ACV N09 ISOL 1000V NBR9699;UN;50;L2;Utilização livre depósito INVT;41,07;2.053,50;;;0,00000000000000;
GA03;3G-03-06B;402305;CHAVE FIX ACV N10 ISOL 1000V NBR9699;UN;22;L2;Utilização livre depósito INVT;43,06;947,32;;;0,00000000000000;
GA03;3G-03-06B;405153;ARCO SERRA ISOL 1000V;UN;13;L2;Utilização livre depósito INVT;1,00;13,00;;;0,00000000000000;
GA03;3G-03-06B;802248;LUVA EMENDA CABO ALUM 50MM COMP 210 MM;UN;178;F3;Utilização livre depósito CUST;12,79;2.276,62;;;0,00000000000000;
GA03;3G-03-06B;803126;ROLAMENTO ESFERA INT 17X40X12MM;UN;36;F3;Utilização livre depósito CUST;23,83;857,88;;;0,00000000000000;
GA03;3G-03-06B;803127;ROLAMENTO ESFERA INT 20X47X14MM;UN;31;F3;Utilização livre depósito CUST;32,20;998,20;;;0,00000000000000;
GA03;3G-03-06B;803142;TERCADO COM CABO DE MADEIRA 28 (70CM);UN;12;F3;Utilização livre depósito CUST;67,31;807,72;;;0,00000000000000;
GA03;3G-03-06B;804109;SERRA COPO P/ METAL 3/4 (19MM);UN;2;F3;Utilização livre depósito CUST;22,77;45,54;;;0,00000000000000;
GA03;3G-03-06B;804279;CHAVE FIX ACV N13 ISOL 1000V NBR9699;UN;2;F3;Utilização livre depósito CUST;58,45;116,90;;;0,00000000000000;
GA03;3G-03-06B;804319;SUPORTE GUIA SERRACOPO  1.3/8´´ 35MM;UN;1;F3;Utilização livre depósito CUST;128,86;128,86;;;0,00000000000000;
GA03;3G-03-06B;804605;SERRA COPO ACO BIMETAL 1.1/4 A 8.9/32MM;UN;32;F3;Utilização livre depósito CUST;61,47;1.967,04;;;0,00000000000000;
GA03;3G-03-06C;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;24;L2;Utilização livre depósito INVT;2.878,54;69.084,96;;;0,00000000000000;
GA03;3G-03-06D;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;20;L2;Utilização livre depósito INVT;2.878,54;57.570,80;;;0,00000000000000;
GA03;3G-03-07A;407356;SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT;UN;100;L2;Utilização livre depósito INVT;191,39;19.139,00;;;0,00000000000000;
GA03;3G-03-07A;801135;PINO TOPO AC 25MM 389MM 2F 18X32MM;UN;1.440;F3;Utilização livre depósito CUST;11,42;16.444,80;;;0,00000000000000;
GA03;3G-03-07B;110026;INTERRUPTOR 03TECL SIMP 250V 10A;UN;24;F3;Utilização livre depósito CUST;13,62;326,88;;;0,00000000000000;
GA03;3G-03-07B;110036;INTERRUPTOR SOBREPOR 02 TECLAS;UN;2;F3;Utilização livre depósito CUST;3,09;6,18;;;0,00000000000000;
GA03;3G-03-07B;110235;INTERRUPTOR 02TECL 250V 10A;UN;5;F3;Utilização livre depósito CUST;5,29;26,45;;;0,00000000000000;
GA03;3G-03-07B;110244;REBITE REPUXO AL 4,8MM BROCA 4,9MM;UN;30.067;F3;Utilização livre depósito CUST;0,11;3.307,37;;;0,00000000000000;
GA03;3G-03-07B;110352;INTERRUPTOR SOBREPOR 1 TECLA;UN;297;F3;Utilização livre depósito CUST;0,76;225,72;;;0,00000000000000;
GA03;3G-03-07B;404219;PREGO COMUM 2.1/2 X 12BWG;UN;147;L2;Utilização livre depósito INVT;18,90;2.778,30;;;0,00000000000000;
GA03;3G-03-07C;110303;LAMPADA VAP MET 150W 220V OV E27;UN;21;F3;Utilização livre depósito CUST;25,66;538,86;;;0,00000000000000;
GA03;3G-03-07C;110370;TE ESGOTO PVC RIG 100X75MM;UN;3;F3;Utilização livre depósito CUST;5,02;15,06;;;0,00000000000000;
GA03;3G-03-07C;110460;TE ESGOTO PVC RIG 100X50MM;UN;2;F3;Utilização livre depósito CUST;4,78;9,56;;;0,00000000000000;
GA03;3G-03-07C;110466;TE ESGOTO PVC RIG 50X50MM;UN;11;F3;Utilização livre depósito CUST;2,47;27,17;;;0,00000000000000;
GA03;3G-03-07C;110467;TE ESGOTO PVC RIG 100X100MM;UN;4;F3;Utilização livre depósito CUST;4,91;19,64;;;0,00000000000000;
GA03;3G-03-07C;403820;BUCHA ELETRODUTO RIG OIT FOFO 50MM;UN;20;L2;Utilização livre depósito INVT;7,88;157,60;;;0,00000000000000;
GA03;3G-03-07C;801925;LUVA CORRER AGUA FRIA PVC RIG 40MM;UN;6;F3;Utilização livre depósito CUST;13,24;79,44;;;0,00000000000000;
GA03;3G-03-07C;802503;LUVA TUBO COND AGUA FRIA PVC RIG 60MM;UN;10;F3;Utilização livre depósito CUST;10,75;107,50;;;0,00000000000000;
GA03;3G-03-07C;802605;LUVA TUBO COND AGUA FRIA PVC RIG 40MM;UN;12;F3;Utilização livre depósito CUST;2,66;31,92;;;0,00000000000000;
GA03;3G-03-07C;802618;LUVA TUBO COND AGUA FRIA PVC RIG 32MM;UN;8;F3;Utilização livre depósito CUST;1,61;12,88;;;0,00000000000000;
GA03;3G-03-07C;802690;TE TUBO COND AGUA FRIA PVC RIG 3/4P;UN;3;F3;Utilização livre depósito CUST;1,43;4,29;;;0,00000000000000;
GA03;3G-03-07C;802760;TE TUBO COND AGUA FRIA PVC RIG 20MMX1/2P;UN;2;F3;Utilização livre depósito CUST;3,65;7,30;;;0,00000000000000;
GA03;3G-03-07C;802891;LUVA CORRER AGUA FRIA PVC RIG 50MM;UN;8;F3;Utilização livre depósito CUST;16,45;131,60;;;0,00000000000000;
GA03;3G-03-07C;802903;LUVA RED AGUA FRIA PVC RIG 50MMX1.1/2P;UN;5;F3;Utilização livre depósito CUST;2,79;13,95;;;0,00000000000000;
GA03;3G-03-07C;802923;LUVA RED AGUA FRIA PVC RIG 50X25MM;UN;13;F3;Utilização livre depósito CUST;2,21;28,73;;;0,00000000000000;
GA03;3G-03-07C;802942;LUVA RED AGUA FRIA PVC RIG 60X50MM;UN;12;F3;Utilização livre depósito CUST;5,09;61,08;;;0,00000000000000;
GA03;3G-03-07C;802963;LUVA RED AGUA FRIA PVC RIG 1X3/4P;UN;11;F3;Utilização livre depósito CUST;1,52;16,72;;;0,00000000000000;
GA03;3G-03-07C;803019;LUVA CORRER AGUA FRIA PVC RIG 60MM;UN;8;F3;Utilização livre depósito CUST;21,79;174,32;;;0,00000000000000;
GA03;3G-03-07C;803023;LUVA RED AGUA FRIA PVC RIG 40X32MM;UN;9;F3;Utilização livre depósito CUST;2,58;23,22;;;0,00000000000000;
GA03;3G-03-07D;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;40;L2;Utilização livre depósito INVT;2.878,54;115.141,60;;;0,00000000000000;
GA03;3G-03-08A;407356;SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT;UN;100;L2;Utilização livre depósito INVT;191,39;19.139,00;;;0,00000000000000;
GA03;3G-03-08B;110021;TE ESGOTO PVC RIG 75X50MM;UN;2;F3;Utilização livre depósito CUST;4,63;9,26;;;0,00000000000000;
GA03;3G-03-08B;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;12;L2;Utilização livre depósito INVT;2.878,54;34.542,48;;;0,00000000000000;
GA03;3G-03-08B;800873;JOELHO 90G AG FR PVC RIG 60MM;UN;17;F3;Utilização livre depósito CUST;23,40;397,80;;;0,00000000000000;
GA03;3G-03-08B;802347;TE TUBO COND AGUA FRIA PVC RIG 1P;UN;13;F3;Utilização livre depósito CUST;5,05;65,65;;;0,00000000000000;
GA03;3G-03-08B;802354;TE TUBO COND AGUA FRIA PVC RIG 32MM;UN;13;F3;Utilização livre depósito CUST;2,14;27,82;;;0,00000000000000;
GA03;3G-03-08B;802675;TE TUBO COND PVC SOLD TUBO PVC 50MM;UN;10;F3;Utilização livre depósito CUST;5,93;59,30;;;0,00000000000000;
GA03;3G-03-08B;802740;TE TUBO COND AGUA FRIA PVC RIG 32MMX3/4P;UN;6;F3;Utilização livre depósito CUST;8,81;52,86;;;0,00000000000000;
GA03;3G-03-08C;110520;JOELHO 90G ESGOTO PVC RIG 75MM;UN;12;F3;Utilização livre depósito CUST;2,63;31,56;;;0,00000000000000;
GA03;3G-03-08C;110633;JOELHO 90G ESGOTO PVC RIG 150MM;UN;1;F3;Utilização livre depósito CUST;23,75;23,75;;;0,00000000000000;
GA03;3G-03-08C;800620;JOELHO 90G RED AG FR PVC RIG 32MMX3/4P;UN;2;F3;Utilização livre depósito CUST;4,84;9,68;;;0,00000000000000;
GA03;3G-03-08C;800626;JOELHO 90G AG FR PVC RIG 50MM;UN;21;F3;Utilização livre depósito CUST;6,07;127,47;;;0,00000000000000;
GA03;3G-03-08C;800629;JOELHO 90G AG FR PVC RIG 1.1/4P;UN;11;F3;Utilização livre depósito CUST;6,22;68,42;;;0,00000000000000;
GA03;3G-03-08C;800927;JOELHO 90G AG FR PVC RIG 2P;UN;28;F3;Utilização livre depósito CUST;10,27;287,56;;;0,00000000000000;
GA03;3G-03-08C;800936;JOELHO 90G AG FR PVC RIG 1P;UN;12;F3;Utilização livre depósito CUST;2,32;27,84;;;0,00000000000000;
GA03;3G-03-08C;802280;BUCHA RED CT PVC RIG 60X50MM;UN;11;F3;Utilização livre depósito CUST;2,71;29,81;;;0,00000000000000;
GA03;3G-03-08C;802307;BUCHA RED PVC RIG 1.1/2X1.1/4P;UN;8;F3;Utilização livre depósito CUST;2,72;21,76;;;0,00000000000000;
GA03;3G-03-08C;802368;BUCHA RED CT PVC RIG 1.1/4X1P;UN;16;F3;Utilização livre depósito CUST;1,41;22,56;;;0,00000000000000;
GA03;3G-03-08C;802373;BUCHA RED CT PVC RIG 50X40MM;UN;6;F3;Utilização livre depósito CUST;1,80;10,80;;;0,00000000000000;
GA03;3G-03-08C;802382;BUCHA RED CT PVC RIG 1.1/4X3/4P;UN;12;F3;Utilização livre depósito CUST;1,88;22,56;;;0,00000000000000;
GA03;3G-03-08C;802414;BUCHA RED CT PVC RIG 1.1/2X1P;UN;14;F3;Utilização livre depósito CUST;2,15;30,10;;;0,00000000000000;
GA03;3G-03-08C;802436;BUCHA RED CT PVC RIG 2X1P;UN;6;F3;Utilização livre depósito CUST;5,04;30,24;;;0,00000000000000;
GA03;3G-03-08C;802719;BUCHA RED CT PVC RIG 40X32MM;UN;3;F3;Utilização livre depósito CUST;0,87;2,61;;;0,00000000000000;
GA03;3G-03-08C;802739;BUCHA RED CT PVC RIG 1X3/4P;UN;8;F3;Utilização livre depósito CUST;1,26;10,08;;;0,00000000000000;
GA03;3G-03-08C;802768;BUCHA RED CT PVC RIG 1X1/2P;UN;8;F3;Utilização livre depósito CUST;1,33;10,64;;;0,00000000000000;
GA03;3G-03-08C;802779;BUCHA RED CT PVC RIG 1.1/2X3/4P;UN;3;F3;Utilização livre depósito CUST;2,71;8,13;;;0,00000000000000;
GA03;3G-03-08D;805076;CAIXA DE CABO UTP CAT 6;UN;34;F3;Utilização livre depósito CUST;968,00;32.912,00;;;0,00000000000000;
GA03;3G-03-09A;402287;ARMACAO SEC PRESB 1EST 4,2MM ACO;UN;4.160;L2;Utilização livre depósito INVT;10,89;45.302,40;;;0,00000000000000;
GA03;3G-03-09B;110665;UNIAO ELET RIG MC-FM AL 65MM (2.1/2P);UN;3;F3;Utilização livre depósito CUST;18,07;54,21;;;0,00000000000000;
GA03;3G-03-09B;403706;LUVA TUBO COND AGUA FRIA PVC RIG 2P;UN;4;L2;Utilização livre depósito INVT;4,73;18,92;;;0,00000000000000;
GA03;3G-03-09B;403980;LUVA TUBO COND AGUA FRIA PVC RIG 1.1/2P;UN;9;L2;Utilização livre depósito INVT;0,80;7,20;;;0,00000000000000;
GA03;3G-03-09B;404869;TE SOLDAVEL 60MM PVC AGUA FRIA;UN;20;L2;Utilização livre depósito INVT;0,01;0,20;;;0,00000000000000;
GA03;3G-03-09B;802286;ADAPTADOR CAIXA DAGUA PVC 1P;UN;9;F3;Utilização livre depósito CUST;9,50;85,50;;;0,00000000000000;
GA03;3G-03-09B;802355;UNIAO TUBO COND AGUA FRIA PVC RIG 40MM;UN;7;F3;Utilização livre depósito CUST;14,72;103,04;;;0,00000000000000;
GA03;3G-03-09B;802369;ADAPTADOR CAIXA DAGUA PVC 50MM;UN;9;F3;Utilização livre depósito CUST;22,53;202,77;;;0,00000000000000;
GA03;3G-03-09B;802372;ADAPTADOR CAIXA DAGUA PVC 25MM;UN;30;F3;Utilização livre depósito CUST;8,53;255,90;;;0,00000000000000;
GA03;3G-03-09B;802412;ADAPTADOR CAIXA DAGUA PVC 1.1/4P;UN;6;F3;Utilização livre depósito CUST;14,25;85,50;;;0,00000000000000;
GA03;3G-03-09B;802431;ADAPTADOR CAIXA DAGUA PVC 32MM;UN;6;F3;Utilização livre depósito CUST;11,10;66,60;;;0,00000000000000;
GA03;3G-03-09B;802439;ADAPTADOR CAIXA DAGUA PVC 40MM;UN;10;F3;Utilização livre depósito CUST;19,75;197,50;;;0,00000000000000;
GA03;3G-03-09B;802502;LUVA CORRER AGUA FRIA PVC RIG 1/1.4P;UN;6;F3;Utilização livre depósito CUST;8,24;49,44;;;0,00000000000000;
GA03;3G-03-09B;802548;LUVA CORRER AGUA FRIA PVC RIG 75MM;UN;6;F3;Utilização livre depósito CUST;14,18;85,08;;;0,00000000000000;
GA03;3G-03-09B;802567;LUVA TUBO COND AGUA FRIA PVC RIG 2P;UN;4;F3;Utilização livre depósito CUST;4,73;18,92;;;0,00000000000000;
GA03;3G-03-09B;802590;NIPLE TUBO COND AGUA FRIA PVC RIG 1.1/4P;UN;10;F3;Utilização livre depósito CUST;2,80;28,00;;;0,00000000000000;
GA03;3G-03-09B;802710;ADAPTADOR CAIXA DAGUA PVC 60MM;UN;11;F3;Utilização livre depósito CUST;29,37;323,07;;;0,00000000000000;
GA03;3G-03-09B;802738;ADAPTADOR CAIXA DAGUA PVC 20MM;UN;30;F3;Utilização livre depósito CUST;6,19;185,70;;;0,00000000000000;
GA03;3G-03-09B;802782;ADAPTADOR CAIXA DAGUA PVC 1/2P C/ANEL;UN;13;F3;Utilização livre depósito CUST;5,22;67,86;;;0,00000000000000;
GA03;3G-03-09B;802957;LUVA TUBO COND AGUA FRIA PVC RIG 50MM;UN;6;F3;Utilização livre depósito CUST;3,34;20,04;;;0,00000000000000;
GA03;3G-03-09B;802960;LUVA CORRER AGUA FRIA PVC RIG 2P;UN;11;F3;Utilização livre depósito CUST;16,09;176,99;;;0,00000000000000;
GA03;3G-03-09B;802976;NIPLE TUBO COND AGUA FRIA PVC RIG 1P;UN;2;F3;Utilização livre depósito CUST;1,40;2,80;;;0,00000000000000;
GA03;3G-03-09B;803010;ADAPTADOR CAIXA DAGUA PVC 2P;UN;6;F3;Utilização livre depósito CUST;28,50;171,00;;;0,00000000000000;
GA03;3G-03-09C;110336;TE TUBO COND AGUA FRIA PVC RIG 1.1/4P;UN;20;F3;Utilização livre depósito CUST;9,86;197,20;;;0,00000000000000;
GA03;3G-03-09C;110657;TE ESGOTO PVC RIG 40X40MM;UN;14;F3;Utilização livre depósito CUST;0,88;12,32;;;0,00000000000000;
GA03;3G-03-09C;110662;TE ESGOTO PVC RIG 75X75MM;UN;3;F3;Utilização livre depósito CUST;4,98;14,94;;;0,00000000000000;
GA03;3G-03-09C;111225;ENGATE FLEX PLAS 50CMX1/2P;UN;10;F3;Utilização livre depósito CUST;2,84;28,40;;;0,00000000000000;
GA03;3G-03-09C;802262;TE TUBO COND AGUA FRIA PVC RIG 2P;UN;20;F3;Utilização livre depósito CUST;15,78;315,60;;;0,00000000000000;
GA03;3G-03-09C;802294;PLUG AGUA FRIA PVC RIG 2P;UN;26;F3;Utilização livre depósito CUST;4,75;123,50;;;0,00000000000000;
GA03;3G-03-09C;802308;ENGATE FLEXIVEL PVC 1/2P 40CM;UN;9;F3;Utilização livre depósito CUST;2,45;22,05;;;0,00000000000000;
GA03;3G-03-09C;802328;UNIAO TUBO COND AGUA FRIA PVC RIG 60MM;UN;8;F3;Utilização livre depósito CUST;39,91;319,28;;;0,00000000000000;
GA03;3G-03-09C;802331;UNIAO TUBO COND AGUA FRIA PVC RIG 1.1/4P;UN;12;F3;Utilização livre depósito CUST;11,40;136,80;;;0,00000000000000;
GA03;3G-03-09C;802343;UNIAO TUBO COND AGUA FRIA PVC RIG 1.1/2P;UN;13;F3;Utilização livre depósito CUST;11,40;148,20;;;0,00000000000000;
GA03;3G-03-09C;802350;TE TUBO COND AGUA FRIA PVC RIG 25MM;UN;11;F3;Utilização livre depósito CUST;0,69;7,59;;;0,00000000000000;
GA03;3G-03-09C;802376;CAP TUBO COND AGUA FRIA PVC RIG 1.1/4P;UN;30;F3;Utilização livre depósito CUST;5,70;171,00;;;0,00000000000000;
GA03;3G-03-09C;802432;CAP TUBO COND AGUA FRIA PVC RIG 40MM;UN;13;F3;Utilização livre depósito CUST;2,16;28,08;;;0,00000000000000;
GA03;3G-03-09C;802453;CAP TUBO COND AGUA FRIA PVC RIG 50MM;UN;14;F3;Utilização livre depósito CUST;3,38;47,32;;;0,00000000000000;
GA03;3G-03-09C;802613;NIPLE TUBO COND AGUA FRIA PVC RIG 1.1/2P;UN;7;F3;Utilização livre depósito CUST;2,81;19,67;;;0,00000000000000;
GA03;3G-03-09C;802625;PLUG AGUA FRIA PVC RIG 1.1/2P;UN;14;F3;Utilização livre depósito CUST;2,58;36,12;;;0,00000000000000;
