Nome Demanda;PROJETO;DEPÓSITO;DEP.;X;CÓDIGO;Descrição;UNID;MÊS;Qtd;MES;SEMANA;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;402401;CINTA POSTE CIRC ACO 240MM;UN;01/05/2026;290;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;402401;LACO LATERAL DUPLO CA 2AWG;UN;01/01/2026;328;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;402401;LACO LATERAL DUPLO CA 2AWG;UN;01/07/2026;328,5;7;27/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;UN;01/05/2026;384;5;18/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;UN;01/06/2026;384;6;23/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;PARAFUSO OLH AC 5/8P 800MM;UN;01/09/2026;520;9;36/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;PARAFUSO OLHAL AC 5/8P 20P;UN;01/07/2026;552;7;27/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;PARAFUSO OLHAL AC 5/8P 20P;UN;01/08/2026;552;8;31/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402401;PARAFUSO OLHAL AC 5/8P 20P;UN;01/10/2026;552;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;UN;01/01/2026;3;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CONECTOR PARAF FEND DER CU 2,5-70MM²;UN;01/02/2026;3;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CABO DE AÇO REVESTIDOS DE COBRE 35MM²;UN;01/03/2026;3;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CABO DE AÇO REVESTIDOS DE COBRE 35MM²;UN;01/04/2026;3;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP;UN;01/05/2026;3;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;GRAMPO ANCOR CUNHA AL 50MM2 400DAN;UN;01/06/2026;3;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;ALCA PREFORM SERV 16MM2 5,0-5,7MM2;UN;01/07/2026;3;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;CABO ELET 15KV AL PROT XLPE 185MM2 1F MT;UN;01/09/2026;3;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CHAVE SECC 1P 15KV 630A 110KV 25KA;UN;01/07/2026;3,5;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CHAVE SECC 1P 15KV 630A 110KV 25KA;UN;01/08/2026;3,5;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CHAVE SECC 1P 15KV 630A 110KV 25KA;UN;01/09/2026;3,5;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402404;CHAVE SECC 1P 15KV 630A 110KV 25KA;UN;01/10/2026;3,5;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;TERMINAL PRESSAO CU 120MM2 C/SAPATA;UN;01/10/2026;9;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;01/02/2026;12;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;01/02/2026;12;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CONECTOR COMP DER 4/0AWG 3/0-4/0AWG;UN;01/04/2026;12;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;CONECTOR COMP DER 4/0AWG 3/0-4/0AWG;UN;01/04/2026;12;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;01/06/2026;12;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;01/06/2026;12;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CINTA POSTE CIRC ACO 220MM;UN;01/09/2026;12;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CINTA POSTE CIRC ACO 220MM;UN;01/10/2026;12;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;UN;01/08/2026;15;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;UN;01/08/2026;15;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402404;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;01/10/2026;15;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;UN;01/02/2026;17;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CABO AL NU C/ALMA ACO CAA-2AWG SPAROW;UN;01/03/2026;17;3;out/26;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/04/2026;17;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/05/2026;17;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/06/2026;17;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/07/2026;17;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/08/2026;17;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;01/09/2026;17;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;402404;CINTA POSTE CIRC ACO 200MM;UN;01/01/2026;18;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;GANCHO OLHAL AC 17MM 5000KGF;UN;01/03/2026;27;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;CABO ELET QUAD 3X1X50+1X50MM2 0,6/1KV;UN;01/05/2026;31;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;01/01/2026;34;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;402404;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/07/2026;35;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;BANCO DE CAPACITOR 3F 15KV 600KVAR FIXO;UN;01/01/2026;45;1;jan/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;BANCO DE CAPACITOR 3F 15KV 600KVAR FIXO;UN;01/02/2026;45;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ARAME GALV 14AWG;UN;01/03/2026;45;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ARAME GALV 14AWG;UN;01/04/2026;45;4;14/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ARAME GALV 14AWG;UN;01/05/2026;45;5;18/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;CHAVE AFERICAO SOBREPOR 6P CORR/4P TENS;UN;01/06/2026;45;6;23/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ALCA PREFORM CABO CONC 3X70 + 50;UN;01/07/2026;67,5;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ALCA PREFORM CABO CONC 3X70 + 50;UN;01/08/2026;67,5;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ALCA PREFORM CABO CONC 3X70 + 50;UN;01/09/2026;67,5;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;402404;ALCA PREFORM CABO CONC 3X70 + 50;UN;01/10/2026;67,5;10;40/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE TRANSF POSTE DUP T AC 210X115MM;UN;46174;1;6;23/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE TRANSF POSTE DUP T AC 210X115MM;UN;46204;1;7;27/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE HORIZONTAL;UN;46235;1;8;31/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE HORIZONTAL;UN;46266;1;9;36/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE HORIZONTAL;UN;46296;1;10;40/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE HORIZONTAL;UN;46327;1;11;45/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;SUPORTE HORIZONTAL;UN;46357;1;12;49/2026;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;MANILHA SAPATILHA 6800KGF;UN;01/06/2026;1;6;23/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;TRAFO AER 3F 15KV 150KVA 220/127V 7TP;UN;01/07/2026;1,5;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;TERMINAL PRESSAO CU 240MM2 C/SAPATA;UN;01/08/2026;1,5;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;TRAFO AER 3F 15KV 112,5KVA 220/127V 7TP;UN;01/09/2026;1,5;9;36/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;"TRAFO CRTE 0,6KV;300-5A 0,3C12,5 JANELA";UN;01/10/2026;1,5;10;40/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;UN;46023;2;1;jan/26;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;UN;46054;2;2;jun/26;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;UN;46082;2;3;out/26;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;UN;46113;2;4;14/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;UN;46143;2;5;18/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;CINTA POSTE ACO 290MM;UN;01/01/2026;2;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;01/02/2026;2;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2;UN;01/03/2026;2;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;CABO  MULT 2X16+1X16MM² XLPE 0,6/1 KV;UN;01/04/2026;2;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 - 26.09.2025;A40_INSPEÇÃO_UCS;INVESTIMENTO;DRI;;402407;CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV;UN;01/05/2026;2;5;18/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;MED EL 1E 3F 240V 100A TB GD B;UN;01/02/2026;5;2;jun/26;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;PARAFUSO CAB ABA AC 10MM 115MM;UN;01/03/2026;5;3;out/26;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;MED EL 2E 3F 120V 120A GD B;UN;01/04/2026;5;4;14/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;MED EL 2E 3F 120V 120A GD B;UN;01/05/2026;5;5;18/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;01/06/2026;5;6;23/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;POSTE CONCRETO ARM DUPL T 11M 600KGF;UN;01/07/2026;7,5;7;27/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/08/2026;7,5;8;31/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;PARAFUSO CAB QD AC 16MM 500MM;UN;01/09/2026;7,5;9;36/2026;;;
Coleta de demanda de Materiais 2026 DIC rev.04 31 -DEZ-2025;A130_INSPECAO INTERI;INVESTIMENTO;DIC;;402407;TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP;UN;01/10/2026;7,5;10;40/2026;;;
Coleta de demanda de Materiais DPC - 2026 rev.06 - 12-02-26;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402407;CABO AL CONCENTRICO 3F 3X95+95MM2;UN;01/01/2026;64;1;jan/26;;;
Coleta de demanda de Materiais DPC - 2026 rev.06 - 12-02-26;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402407;CABO AL CONCENTRICO 3F 3X95+95MM2;UN;01/04/2026;64;4;14/2026;;;
Coleta de demanda de Materiais DPC - 2026 rev.06 - 12-02-26;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402407;CABO AL CONCENTRICO 3F 3X95+95MM2;UN;01/07/2026;64;7;27/2026;;;
Coleta de demanda de Materiais DPC - 2026 rev.06 - 12-02-26;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402407;CABO AL CONCENTRICO 3F 3X35+35MM2;UN;01/10/2026;64;10;40/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402423;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;46357;12;12;49/2026;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402423;ABRACADEIRA PLAS 300 X 4,80MM;UN;46054;60;2;jun/26;;;
Coleta de demanda de Materiais 2026 - DPM_REV4;A40_INSPEÇÃO_UCS;INVESTIMENTO;DPC;;402423;ABRACADEIRA PLAS 300 X 4,80MM;UN;46204;60;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A10_PREST_SERVEM;INVESTIMENTO;DTM;;402425;LUVA EMENDA 185MM 251MM;UN;01/03/2026;1;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A10_PREST_SERVEM;INVESTIMENTO;DTM;;402425;POSTE FIBRA VIDRO E-CR 11M 300DAN;UN;01/09/2026;1;9;36/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;A44_SUB_INST_POS;INVESTIMENTO;DIT;;402425;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;01/03/2026;4;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A44_SUB_INST_POS;INVESTIMENTO;DIT;;402425;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/05/2026;4;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A44_SUB_INST_POS;INVESTIMENTO;DIT;;402425;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;01/07/2026;4;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A44_SUB_INST_POS;INVESTIMENTO;DIT;;402425;PORCA QUADRADA AC 16MM 2MM;UN;01/01/2026;6;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;402433;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;UN;01/04/2026;1;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;402433;MED EL 3E 4F 120 240V 200A TB GD C;UN;01/05/2026;1;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;402433;PARAFUSO CAB QD AC 16MM 250MM;UN;01/06/2026;1;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;402433;PARAFUSO OLHAL AC 5/8P 20P;UN;01/07/2026;1;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;MAO-FRANCESA NORMAL AC 710X32X6,5MM;UN;01/04/2026;7;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;MAO-FRANCESA NORMAL AC 710X32X6,5MM;UN;01/05/2026;7;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;POSTE CONCRETO ARM DUPL T 11M 600KGF;UN;01/06/2026;7;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;POSTE CONCRETO ARM DUPL T 11M 600KGF;UN;01/07/2026;7;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;POSTE CONCRETO ARM DUPL T 11M 600KGF;UN;01/08/2026;7;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;POSTE CONCRETO ARM DUPL T 11M 600KGF;UN;01/09/2026;7;9;36/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;402433;SAPATILHA CORDOALHA ACO 9,5MM (DESATIVAD;UN;01/10/2026;8;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;MANILHA SAPATILHA 5000DAN;UN;01/09/2026;18;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;MANILHA SAPATILHA 5000DAN;UN;01/10/2026;18;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402433;SAPATILHA CABO DE ACO 3/8P;UN;01/07/2026;19,5;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;402433;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;01/09/2026;19,5;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;01/02/2026;21;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;402433;BRACO L A1010/1020 3/8P16P;UN;01/03/2026;21;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;BRACO L A1010/1020 3/8P16P;UN;01/04/2026;21;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;402433;BRACO L A1010/1020 3/8P16P;UN;01/04/2026;21;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;402433;BRACO L A1010/1020 3/8P16P;UN;01/05/2026;21;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;BRACO L A1010/1020 3/8P16P;UN;01/06/2026;21;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;UN;01/08/2026;23;8;31/2026;;-;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402433;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;UN;01/02/2026;24;2;jun/26;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;402433;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/03/2026;29;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;402433;OLHAL PARAFUSO AC 16MM 5000DAN;UN;01/04/2026;30;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;402433;ARAME GALV 14AWG;UN;01/03/2026;45;3;out/26;;;
