Documento de compras;Item;Contrato básico;It.contrato superior;ValFix.(cabeç.);Valor pendente;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido
4500149830;10;4600003524;160;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;18/03/2026;C0;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;INVT;100.000;M;100.000;M;5,13;BRL;1;0;0;100.000;513.000,00;100.000;513.000,00;1;ZF 1302603;513.000,00
4500149830;20;4600003524;170;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;18/03/2026;C0;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;15.700;M;15.700;M;16,06;BRL;1;0;0;15.700;252.142,00;15.700;252.142,00;1;ZF 1302603;252.142,00
4500149830;30;4600003524;180;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;18/03/2026;C0;403656;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;INVT;94.200;M;94.200;M;22,16;BRL;1;0;0;94.200;2.087.472,00;94.200;2.087.472,00;1;ZF 1302603;2.087.472,00
4500149830;40;4600003524;190;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;18/03/2026;C0;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;800;M;800;M;57,96;BRL;1;0;0;800;46.368,00;800;46.368,00;1;ZF 1302603;46.368,00
4500150279;10;4600003524;210;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;36.000;M;36.000;M;60,12;BRL;1;0;0;36.000;2.164.147,20;36.000;2.164.147,20;1;ZF 1302603;2.164.147,20
4500150279;20;4600003524;220;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;36.000;M;36.000;M;60,12;BRL;1;0;0;36.000;2.164.147,20;36.000;2.164.147,20;1;ZF 1302603;2.164.147,20
4500150279;30;4600003524;230;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;43.000;M;43.000;M;60,12;BRL;1;0;0;43.000;2.584.953,60;43.000;2.584.953,60;1;ZF 1302603;2.584.953,60
4500150279;40;4600003524;240;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;403656;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;INVT;56.000;M;56.000;M;20,59;BRL;1;0;0;56.000;1.153.051,20;56.000;1.153.051,20;1;ZF 1302603;1.153.051,20
4500150279;50;4600003524;250;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;INVT;58.000;M;58.000;M;4,77;BRL;1;0;0;58.000;276.712,20;58.000;276.712,20;1;ZF 1302603;276.712,20
4500150279;60;4600003524;260;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;25.000;M;25.000;M;14,94;BRL;1;0;0;25.000;373.395,00;25.000;373.395,00;1;ZF 1302603;373.395,00
4500150279;70;4600003524;270;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;30.000;M;30.000;M;14,94;BRL;1;0;0;30.000;448.074,00;30.000;448.074,00;1;ZF 1302603;448.074,00
4500150279;80;4600003524;280;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;117.000;M;117.000;M;14,94;BRL;1;0;0;117.000;1.747.488,60;117.000;1.747.488,60;1;ZF 1302603;1.747.488,60
4500150279;90;4600003524;290;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;403954;CABO AL CONCENTRICO 3F 3X50+50MM2;MC10101;;;;CDFL;INVT;3.827;M;3.827;M;34,24;BRL;1;0;0;3.827;131.046,43;3.827;131.046,43;1;ZF 1302603;131.046,43
4500150279;100;4600003524;300;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;804637;CABO AL CONCENTRICO 3F 3X10+10MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;9,50;BRL;1;0;0;1.000;9.495,30;1.000;9.495,30;1;ZF 1302603;9.495,30
4500150279;110;4600003524;320;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;804639;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;20,59;BRL;1;0;0;1.000;20.590,20;1.000;20.590,20;1;ZF 1302603;20.590,20
4500150279;120;4600003524;330;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;804640;CABO AL CONCENTRICO 3F 3X16+16MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;12,36;BRL;1;0;0;1.000;12.359,70;1.000;12.359,70;1;ZF 1302603;12.359,70
4500150279;130;4600003524;340;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;804663;CABO AL CONCENTRICO 3F 3X50+50MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;34,24;BRL;1;0;0;1.000;34.242,60;1.000;34.242,60;1;ZF 1302603;34.242,60
4500150279;140;4600003524;350;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;30/03/2026;C1;804666;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;4,77;BRL;1;0;0;1.000;4.770,90;1.000;4.770,90;1;ZF 1302603;4.770,90
4500147276;10;4600003495;10;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;20/02/2026;C1;400221;POSTE FIBRA VIDRO E-CR 11M 300DAN;MC12001;;;;CDFL;INVT;100;UN;100;UN;1.720,02;BRL;1;0;0;100;172.001,64;100;172.001,64;1;ZF 1302603;172.001,64
4500147276;20;4600003495;20;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;20/02/2026;C1;402425;POSTE FIBRA VIDRO 15M 600DAN;MC12001;;;;CDFL;INVT;10;UN;10;UN;4.442,85;BRL;1;0;0;10;44.428,52;10;44.428,52;1;ZF 1302603;44.428,52
4500147276;30;4600003495;40;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;20/02/2026;C1;401699;POSTE FIBRA VIDRO E-CR 13M 400DAN;MC12001;;;;CDFL;INVT;5;UN;5;UN;2.476,99;BRL;1;0;0;5;12.384,95;5;12.384,95;1;ZF 1302603;12.384,95
4500147276;40;4600003495;50;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;20/02/2026;C7;401931;POSTE FIBRA VIDRO E-CR 13M 600DAN;MC12001;;;;CDFL;INVT;10;UN;10;UN;2.824,56;BRL;1;0;0;10;28.245,61;10;28.245,61;1;ZF 1302603;28.245,61
4500147276;50;4600003495;70;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;20/02/2026;C7;401318;POSTE FIBRA VIDRO E-CR 9M 600DAN;MC12001;;;;CDFL;INVT;100;UN;100;UN;1.702,44;BRL;1;0;0;100;170.243,65;100;170.243,65;1;ZF 1302603;170.243,65
4500148305;20;4600003495;30;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;06/03/2026;C1;401987;POSTE FIBRA VIDRO 22M 1000DAN;MC12001;;;;CDFL;INVT;10;UN;10;UN;13.426,25;BRL;1;0;0;10;134.262,52;10;134.262,52;1;ZF 1302603;134.262,52
4500148305;30;4600003495;60;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;06/03/2026;C1;400227;POSTE FIBRA VIDRO E-CR 18M 600DAN;MC12001;;;;CDFL;INVT;16;UN;16;UN;5.844,75;BRL;1;0;0;16;93.516,04;16;93.516,04;1;ZF 1302603;93.516,04
4500148305;40;4600003495;20;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;06/03/2026;C1;402425;POSTE FIBRA VIDRO 15M 600DAN;MC12001;;;;CDFL;INVT;5;UN;5;UN;4.442,85;BRL;1;0;0;5;22.214,26;5;22.214,26;1;ZF 1302603;22.214,26
4500150252;10;4600003495;10;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;27/03/2026;C1;400221;POSTE FIBRA VIDRO E-CR 11M 300DAN;MC12001;;;;CDFL;INVT;150;UN;150;UN;1.720,02;BRL;1;0;0;150;258.002,46;150;258.002,46;1;ZF 1302603;258.002,46
4500150252;20;4600003495;10;0,00;0,00;1004058    ECOFIBRA INDUSTRIA E COMERCIO DE CO;NB;F;GAE;;27/03/2026;C1;400221;POSTE FIBRA VIDRO E-CR 11M 300DAN;MC12001;;;;CDFL;INVT;100;UN;100;UN;1.720,02;BRL;1;0;0;100;172.001,64;100;172.001,64;1;ZF 1302603;172.001,64
4500144577;10;4600003073;10;0,00;0,00;1004591    REAL ENERGIA EIRELI;NB;F;GAE;;23/01/2026;C1;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;MC12002;;;;CDFL;CUST;1.747;UN;1.747;UN;20,46;BRL;1;0;0;1.747;35.743,62;1.747;35.743,62;1;ZF 1302603;35.743,62
4500148635;10;4600003073;30;0,00;0,00;1004591    REAL ENERGIA EIRELI;NB;F;A01;;11/03/2026;C1;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;MC12002;;;;CDFL;INVT;2.833;UN;2.833;UN;20,46;BRL;1;0;0;2.833;57.963,18;2.833;57.963,18;1;ZF 1302603;57.963,18
4500145199;10;4600003099;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;24;UN;24;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;46.023,84
4500145199;20;4600003099;60;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;400988;POSTE CONCRETO TRON CON 9M 600KGF;MC13001;;;;CDFL;INVT;8;UN;8;UN;1.822,75;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;14.582,03
4500145199;30;4600003099;50;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401260;POSTE CONCRETO TRON CON 9M 1000KGF;MC13001;;;;CDFL;INVT;23;UN;23;UN;2.467,15;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;56.744,46
4500145204;10;4600002571;360;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;12;UN;12;UN;1.190,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;14.280,00
4500145217;10;4600002571;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402847;POSTE CONC DUPL T 9 M 300 DAN;MC13001;;;;CDFL;INVT;100;UN;100;UN;880,60;BRL;1;0;0;16;14.089,60;16;14.089,60;1;ZF 1302603;88.060,00
4500145217;20;4600002571;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402847;POSTE CONC DUPL T 9 M 300 DAN;MC13001;;;;CDFL;INVT;103;UN;103;UN;880,60;BRL;1;0;0;39;34.343,40;39;34.343,40;1;ZF 1302603;90.701,80
4500145217;30;4600002571;70;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;32;UN;32;UN;1.190,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;38.080,00
4500145217;40;4600002571;70;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;70;UN;70;UN;1.190,00;BRL;1;0;0;6;7.140,00;6;7.140,00;1;ZF 1302603;83.300,00
4500145217;50;4600002571;20;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;400210;POSTE CONCRETO TRON CON 13M 1000KGF;MC13001;;;;CDFL;INVT;4;UN;4;UN;3.315,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;13.262,62
4500145238;10;4600003099;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;100;UN;100;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;191.766,00
4500145238;20;4600003099;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;100;UN;100;UN;1.917,66;BRL;1;0;0;50;95.883,00;50;95.883,00;1;ZF 1302603;191.766,00
4500145238;30;4600002571;310;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401349;POSTE CONCRETO CIRC 11M 1000DAN;MC13001;;;;CDFL;INVT;7;UN;7;UN;2.891,26;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;20.238,79
4500145245;10;4600002571;350;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401296;POSTE CONCRETO TRON CON 11M 600KGF;MC13001;;;;CDFL;INVT;80;UN;80;UN;1.776,33;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;142.106,24
4500145245;20;4600002571;330;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;400995;POSTE CONCRETO DUPLO T 9M 1000DAN;MC13001;;;;CDFL;INVT;12;UN;12;UN;1.405,72;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;16.868,64
4500145589;10;4600002571;320;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;10/02/2026;CA;402098;POSTE CONCRETO DUPLO T 13M 1000DAN;MC13001;;;;CDFL;INVT;18;UN;18;UN;2.776,89;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;49.983,97
4500145616;10;4600003099;80;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;10/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;119;UN;119;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;228.201,54
4500149676;10;4600003506;10;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;16/03/2026;C0;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;306;UN;306;UN;1.798,00;BRL;1;0;0;306;550.188,00;306;550.188,00;1;ZF 1302603;550.188,00
4500150174;10;4600003522;10;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;400228;POSTE CONCRETO CIRC 9M 300DAN;MC13001;;;;CDFL;INVT;14;UN;14;UN;1.032,38;BRL;1;0;0;14;14.453,32;14;14.453,32;1;ZF 1302603;14.453,32
4500150174;20;4600003522;20;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;401252;POSTE CONCRETO TRON CON 13M 600DAN;MC13001;;;;CDFL;INVT;20;UN;20;UN;2.788,00;BRL;1;0;0;20;55.760,00;20;55.760,00;1;ZF 1302603;55.760,00
4500150174;30;4600003522;70;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;408159;POSTE CONC ARM DUPL T 12M 300KGF;MC13001;;;;CDFL;INVT;5;UN;5;UN;1.594,95;BRL;1;0;0;5;7.974,75;5;7.974,75;1;ZF 1302603;7.974,75
4500150174;40;4600003522;30;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402188;POSTE CONCRETO TRON CON 11M 300KGF;MC13001;;;;CDFL;INVT;10;UN;10;UN;1.627,50;BRL;1;0;0;10;16.275,00;10;16.275,00;1;ZF 1302603;16.275,00
4500150174;50;4600003522;40;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402526;POSTE CONC DUPL T 13/400;MC13001;;;;CDFL;INVT;3;UN;3;UN;1.641,60;BRL;1;0;0;3;4.924,80;3;4.924,80;1;ZF 1302603;4.924,80
4500150174;60;4600003522;50;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402533;POSTE CONC DUPL T 11/1000;MC13001;;;;CDFL;INVT;50;UN;50;UN;2.028,00;BRL;1;0;0;50;101.400,00;50;101.400,00;1;ZF 1302603;101.400,00
4500150174;70;4600003522;60;0,00;0,00;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402624;POSTE CONC DUPL T 13/600;MC13001;;;;CDFL;INVT;40;UN;40;UN;1.848,00;BRL;1;0;0;40;73.920,00;40;73.920,00;1;ZF 1302603;73.920,00
4500143382;10;4600003024;40;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;401574;BRACO ANTIBALANCO PA PT 15KV 320MM;MC12002;;;;CDFL;INVT;455;UN;455;UN;18,55;BRL;1;0;0;455;8.441,84;455;8.441,84;1;ZF 1302603;8.441,84
4500143382;20;4600003024;20;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;MC12002;;;;CDFL;INVT;6.996;UN;6.996;UN;18,55;BRL;1;0;0;872;16.178,65;872;16.178,65;1;ZF 1302603;129.800,29
4500143382;30;4600003024;10;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;MC12002;;;;CDFL;CUST;547;UN;547;UN;18,13;BRL;1;0;0;547;9.919,84;547;9.919,84;1;ZF 1302603;9.919,84
4500144240;10;4600003045;10;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;407355;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;MC12001;;;;CDFL;INVT;517;UN;517;UN;151,12;BRL;1;0;0;517;78.131,62;517;78.131,62;1;ZF 1302603;78.131,62
4500144240;20;4600003045;20;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C0;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;420;UN;420;UN;162,50;BRL;1;0;0;420;68.250,00;420;68.250,00;1;ZF 1302603;68.250,00
4500144240;30;4600003045;30;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;A1;401547;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;INVT;507;UN;507;UN;230,17;BRL;1;0;0;507;116.698,72;507;116.698,72;1;ZF 1302603;116.698,72
4500144260;10;4600003045;70;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;800847;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;CUST;1.195;UN;1.195;UN;230,17;BRL;1;0;0;1.195;275.059,12;1.195;275.059,12;1;ZF 1302603;275.059,12
4500144260;20;4600003045;70;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;800847;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;CUST;1.195;UN;1.195;UN;230,17;BRL;1;0;0;1.195;275.059,12;1.195;275.059,12;1;ZF 1302603;275.059,12
4500144461;10;4600003439;20;0,00;0,00;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A12;;22/01/2026;C1;403161;PONTALETE FBV 100MM 6M;MC02201;;;;CDFL;INVT;780;UN;780;UN;276,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;215.276,96
4500143290;10;4600003060;140;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;400930;PARAFUSO CAB ABA AC 10MM 115MM;MC01301;;;;CDFL;INVT;9.106;UN;9.106;UN;2,22;BRL;1;0;0;9.106;20.193,47;9.106;20.193,47;1;ZF 1302603;20.193,47
4500143290;20;4600003060;20;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801064;PARAFUSO CAB ABA AC 10MM 115MM;MC01301;;;;CDFL;CUST;2.842;UN;2.842;UN;2,22;BRL;1;0;0;2.842;6.302,42;2.842;6.302,42;1;ZF 1302603;6.302,42
4500143290;30;4600003060;210;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401086;PARAFUSO CAB QD MAQ AC 5/8X6P;MC01301;;;;CDFL;INVT;13;UN;13;UN;6,82;BRL;1;0;0;13;88,66;13;88,66;1;ZF 1302603;88,66
4500143290;40;4600003060;110;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801191;PARAFUSO CAB QD MAQ AC 5/8X6P;MC01301;;;;CDFL;CUST;5;UN;5;UN;6,82;BRL;1;0;0;5;34,10;5;34,10;1;ZF 1302603;34,10
4500143290;50;4600003060;100;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800520;PARAFUSO CAB QD MAQ AC 5/8X16P;MC01301;;;;CDFL;CUST;122;UN;122;UN;14,74;BRL;1;0;0;122;1.798,28;122;1.798,28;1;ZF 1302603;1.798,28
4500143290;70;4600003060;150;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401239;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;INVT;5.505;UN;5.505;UN;19,40;BRL;1;0;0;5.505;106.819,02;5.505;106.819,02;1;ZF 1302603;106.819,02
4500143290;80;4600003060;30;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800922;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;CUST;2.132;UN;2.132;UN;19,40;BRL;1;0;0;2.132;41.369,33;2.132;41.369,33;1;ZF 1302603;41.369,33
4500143290;90;4600003060;160;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401155;PARAFUSO CAB QD AC 16MM 500MM;MC01301;;;;CDFL;INVT;1.290;UN;1.290;UN;17,59;BRL;1;0;0;1.290;22.692,65;1.290;22.692,65;1;ZF 1302603;22.692,65
4500143290;100;4600003060;40;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800118;PARAFUSO CAB QD AC 16MM 500MM;MC01301;;;;CDFL;CUST;226;UN;226;UN;17,59;BRL;1;0;0;226;3.975,61;226;3.975,61;1;ZF 1302603;3.975,61
4500143290;110;4600003060;180;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401706;PARAFUSO CAB QD AC 16MM 2P 350MM;MC01301;;;;CDFL;INVT;199;UN;199;UN;12,31;BRL;1;0;0;199;2.449,93;199;2.449,93;1;ZF 1302603;2.449,93
4500143290;120;4600003060;60;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801391;PARAFUSO CAB QD AC 16MM 2P 350MM;MC01301;;;;CDFL;CUST;426;UN;426;UN;12,31;BRL;1;0;0;426;5.244,57;426;5.244,57;1;ZF 1302603;5.244,57
4500143290;130;4600003060;130;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401131;PARAFUSO CAB QD AC 16MM 225MM 300MM;MC01301;;;;CDFL;INVT;27.232;UN;27.232;UN;10,54;BRL;1;0;0;27.232;287.090,64;27.232;287.090,64;1;ZF 1302603;287.090,64
4500143290;140;4600003060;200;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;400951;PARAFUSO MAQ CAB QD AC 5/8X24P;MC01301;;;;CDFL;INVT;87;UN;87;UN;25,18;BRL;1;0;0;87;2.190,38;87;2.190,38;1;ZF 1302603;2.190,38
4500143335;10;4600003077;40;0,00;0,00;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401485;BRACO SUPORTE TIPO C 580X365MM 851/6;MC12002;;;;CDFL;INVT;144;UN;144;UN;116,12;BRL;1;0;0;144;16.721,97;144;16.721,97;1;ZF 1302603;16.721,97
