CÓDIGO;DESCRIÇÃO;UDM;VALOR UNITÁRIO;"LEAD 
TIME";PLANEJADOR
801612;ANEL AMAR SIL CZ 110MM 160MM;UN;3,31;60;ANTONIO
400460;CABO ELET NU CA AL 2/0AWG 67,40MM2 ASTER;M;29;60;MONALIZA
400434;CABO ELET NU CA AL 2AWG 33,54MM2 IRIS;M;29;60;MONALIZA
800031;CABO ELET NU CA AL 2AWG 33,54MM2 IRIS;M;29;60;MONALIZA
400603;CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP;M;29;60;MONALIZA
800682;CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP;M;29;60;MONALIZA
801049;CINTA POSTE CIRC ACO 125MM;UN;28,95;60;ANTONIO
401856;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;M;28,67;90;IDA
800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;M;28,67;90;IDA
400951;PARAFUSO MAQ CAB QD AC 5/8X24P;UN;28,61;60;ANTONIO
800536;PARAFUSO MAQ CAB QD AC 5/8X24P;UN;28,61;60;ANTONIO
801346;CINTA POSTE CIRC ACO 220MM;UN;28,16;60;ANTONIO
801047;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;2,93;60;ANTONIO
401497;ARRUELA PRES AC PARAF 3/8P 15MM;PEÇ;1,99;60;ANTONIO
805345;CABO ELET CU 25MM2 AZUL FLEXIVEL 750V;UN;28;60;MONALIZA
804883;ARRUELA QD AC 17,00MM 50,00MM 3,00MM;UN;1,78;60;ANTONIO
410030;CABO ELET CU VD 25MM FLEX 750V;M;28;60;MONALIZA
401692;PARAFUSO OLH AC 16MM 5/8P 475MM;UN;27,97;60;ANTONIO
800530;PARAFUSO OLH AC 16MM 5/8P 475MM;UN;27,97;60;ANTONIO
805399;ARRUELA DE PRESSÃO, M8, ZINCADA;UN;1,31;60;ANTONIO
803324;CONECTOR ATERR 35 A 95MM2;UN;27,8;90;IDA
805398;ARRUELA LISA, M8, ZINCADA;PEÇ;1,31;60;ANTONIO
401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;UN;27,58;90;IDA
800215;ARRUELA LIS 3/8P 1119;UN;0,44;60;ANTONIO
401711;ISOLADOR PINO PORC 15KV 102MM 1350KGF;UN;27;80;IDA
407125;TERMINAL COMP OLHAL BIMETÁLICO 70MM2;UN;26,95;90;IDA
800356;EMENDA ELET TERM-CON 8,7/15KV 240-630MM2;UN;474,33;60;ANTONIO
408159;POSTE CONC ARM DUPL T 12M 300KGF;UN;2068,39;45;IDA
801305;EMENDA PREF COND AL 300MCM 336,4MCM;UN;149,63;60;ANTONIO
400594;CABO DE AÇO REVESTIDOS DE COBRE 35MM²;UN;87,75;60;MONALIZA
804118;LUVA DE EMENDA CABO ISOLADO 500MM²;UN;68,34;60;ANTONIO
802479;LUVA ELET PVC RIG PT 1;UN;1,75;60;ANTONIO
802203;FITA ISOL ELET 19MMX20M 0,19MM VD;PEÇ;26,23;60;IDA
801311;CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM;UN;26,06;90;IDA
401834;CONECTOR PARAL AL 10AWG-1/0AWG;M;10,37;90;IDA
409808;CAIXA DE DERIVACAO POLIM TRIF 160A;UN;600;60;ANTONIO
403502;CAIXA BARRAMENTO 250A;PEÇ;314,5;60;ANTONIO
407128;TERMINAL COMP OLHAL BIMETÁLICO 95MM2;UN;25,35;90;IDA
804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;UN;25,24;80;IDA
400534;CONECTOR CU PARAF FEND CAB ATERR 10-95MM;UN;25,03;90;IDA
801011;CONECTOR CU PARAF FEND CAB ATERR 10-95MM;UN;25,03;90;IDA
800816;CAIXA EMENDA OPTICA 48F;UN;217,15;60;ANTONIO
410176;CAIXA DE PROTEÇÃO DA BUCHA 600X209X160;UN;3,5;60;ANTONIO
410152;CX BLIND P/ MED BI C/ ABERT INTEL;UN;900;60;ANTONIO
410147;CX BLIND P/ MED MONO C/ ABERT INTEL;UN;250;60;ANTONIO
800036;HASTE ATERRAMENTO PADRAO A 16X2400MM;UN;78,62;60;ANTONIO
805478;SEPARADOR FASE BT  4/0 AWG 700 MM;PAR;15,59;60;ANTONIO
801081;MANILHA SAPATILHA 6800KGF;UN;24,99;90;ANTONIO
401888;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;24,58;90;IDA
800876;CONECTOR DER CUNHA ESTRIBO 4/0AWG;UN;24,58;90;IDA
409963;SEPARADOR FASE BT 4/0 AWG 700 MM;UN;15,59;60;ANTONIO
804026;LANTERNA DE LED COM BASE MAGNÉTICA;PEÇ;24,3;60;IDA
401559;CINTA POSTE CIRC ACO 140MM;UN;24,03;60;ANTONIO
802245;SEPARADOR FASE BT  4/0 AWG 700 MM;PAR;13,6;60;ANTONIO
400340;ESPACADOR MONOFAS COM GARRA 15KV;UN;12,21;60;ANTONIO
407127;TERMINAL COMP OLHAL BIMETÁLICO 50MM2;UN;23,75;90;IDA
404157;PLACA PVC 1MM  DIMENSÃO 250MMX180MM;UN;23,5;60;IDA
401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;380;60;MONALIZA
804639;CABO AL CONCENTRICO 3F 3X25+25MM2;UN;22,88;90;ANTONIO
400665;GRAMPO ANCOR CUNHA AL 50MM2 400DAN;KG;22,86;60;ANTONIO
408995;GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2;UN;22,86;60;ANTONIO
804422;GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2;UN;22,86;60;ANTONIO
800779;ALCA PREFORM DIST CAA 336,4MCM VERDE;UN;22,74;60;ANTONIO
800448;CONECTOR DER CUNHA ESTR AL 336,4MCM 2AWG;UN;22,48;90;IDA
402374;GRAMPO ANCOR CUNHA AL 35MM2 400DAN;UN;22,48;60;ANTONIO
401017;SUPORTE Z AC REDE COMPACTA 400 DAN;UN;22,44;60;ANTONIO
402221;ARMACAO SEC PRESB 4EST 4,5MM ACO;UN;67,99;60;ANTONIO
405537;CONECTOR PERF PRINC 16-120 DER 4-36 2AMP;UN;48,78;90;IDA
800392;FIXADOR PERFIL U AC 150DAN 300DAN;UN;22,36;60;ANTONIO
800963;PARAFUSO CAB QD MAQ AC 5/8X20P;UN;22,15;60;ANTONIO
401239;PARAFUSO CAB QD AC 16MM 450MM;UN;22,05;60;ANTONIO
800922;PARAFUSO CAB QD AC 16MM 450MM;UN;22,05;60;ANTONIO
800822;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;UN;22,04;90;IDA
404732;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;UN;86,62;90;IDA
400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;18,86;90;IDA
800842;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;UN;21,59;60;ANTONIO
402365;CONECTOR DER AL 1/0-4/0AWG 1/0-4/0AWG;UN;21,5;90;IDA
801664;ARMACAO SEC PRESB 3EST 4,5MM ACO;UN;61;60;ANTONIO
401783;ARMACAO SEC PRESB 2EST 4,5MM ACO;UN;26,35;60;ANTONIO
800423;ARMACAO SEC PRESB 2EST 4,5MM ACO;UN;26,35;60;ANTONIO
403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;UN;10,58;60;ANTONIO
410047;ALCA PREFORM CABO CONC  2X25 + 25;UN;18;60;ANTONIO
403675;ALCA PREFORM CABO CONC  3X25 + 25;UN;13,85;60;ANTONIO
801316;CORDOALHA AC 9,5MM 3/8P 7F 4900DAN;UN;20,95;60;MONALIZA
400506;CONECTOR DER CU 13-34MM2;UN;7,91;90;IDA
401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;M;18,69;90;IDA
400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;UN;25,74;60;ANTONIO
403204;CABO COMANDO/CONTR 7X2,5MM2 0,6/1KV SBE;PEÇ;20,6;60;MONALIZA
401908;CABO ELET NU CA 336,4MCM 170MM2 TULIP;M;20,51;60;MONALIZA
402251;EMENDA PREF COND AL 300MCM 336,4MCM;UN;60,99;60;ANTONIO
403830;ALCA PREFORM CABO CONC 3X50 + 50;UN;15,03;60;ANTONIO
402120;ALCA PREFORM DIST CAA 336,4MCM VERDE;UN;20,09;60;ANTONIO
803028;LUVA EMENDA COMPR COBRE NU 95MM;UN;15;60;ANTONIO
400375;ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2;UN;13,38;60;ANTONIO
800808;ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2;UN;13,38;60;ANTONIO
401435;ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM;UN;3,54;60;ANTONIO
402526;POSTE CONC DUPL T 13/400;UN;2080,5;45;IDA
402624;POSTE CONC DUPL T 13/600;UN;3125,5;45;IDA
800794;ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM;UN;3,54;60;ANTONIO
402286;ALCA PREFORM DIST 2AWG 33,63MM2 660MM;UN;1,79;60;ANTONIO
401155;PARAFUSO CAB QD AC 16MM 500MM;UN;19,99;60;ANTONIO
800118;PARAFUSO CAB QD AC 16MM 500MM;UN;19,99;60;ANTONIO
401574;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;19,95;60;ANTONIO
800254;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;19,95;60;ANTONIO
400694;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;M;19,93;60;MONALIZA
410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;UN;200;60;ANTONIO
407126;TERMINAL COMP OLHAL BIMETÁLICO 35MM2;UN;19,8;90;IDA
410045;ALCA PREFORM CABO CONC  1X25+25;UN;4;60;ANTONIO
410048;ALCA PREFORM CABO CONC  2X35 + 35;UN;21;60;ANTONIO
402247;CINTA POSTE CIRC ACO 320MM;UN;19,16;60;ANTONIO
803996;CADEADO 30MMx33MMx15MM;KG;19,11;60;IDA
401706;PARAFUSO CAB QD AC 16MM 2P 350MM;UN;19;60;ANTONIO
801391;PARAFUSO CAB QD AC 16MM 2P 350MM;UN;19;60;ANTONIO
410049;ALCA PREFORM 95MM2;UN;6;60;ANTONIO
800054;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;18,86;90;IDA
400889;HASTE ANCORA AC 2400MM 16MM;KG;57,38;60;ANTONIO
405539;CONECTOR PERF PRINC 16-120 DER 4-36 1AMP;UN;18,3;90;IDA
800348;GRAMPO ANCOR CUNHA AL 35MM2 400DAN;UN;18,18;60;ANTONIO
400030;SUPORTE AUXILIAR P/BRACO TIPO C;UN;104,41;60;ANTONIO
404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;UN;29,92;60;ANTONIO
805501;CABO ELET FLEXIVEL 3X6MM2 PRETO 0,6/1KV;M;18;60;MONALIZA
801593;SUPORTE TIPO T PARA CHAVE/PARA-RAIO;KG;86,75;60;ANTONIO
400545;CONECTOR PARAF FEND DER CU 2,5-70MM²;M;17,98;90;IDA
803196;CONECTOR FIBRA OPTICA CLICK  POF 2,2MM;UN;17,91;90;IDA
803151;SUPORTE AUXILIAR P/BRACO TIPO C;UN;62,91;60;ANTONIO
801161;SUPORTE Z AC REDE COMPACTA 400 DAN;UN;16,75;60;ANTONIO
402152;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;M;72,33;30;MONALIZA
408165;POSTE CONCRETO ARM TRON CON 12M 300KGF;CX;2679,53;45;IDA
800511;SUPORTE HORIZONTAL;UN;45,54;60;ANTONIO
800852;FITA ISOLANTE ELET PVC 19X0,19MM 20M PT;UN;16,4;30;IDA
410153;CX BLIND P/ MED TRI C/ ABERT INTEL;UN;350;60;ANTONIO
801304;CINTA POSTE CIRC ACO 160MM;UN;16,23;60;ANTONIO
400484;CINTA POSTE CIRC ACO 280MM;UN;16,03;60;ANTONIO
402882;SUPORTE TRIANG CHAVE FACA 235X202X80MM;UN;21,32;60;ANTONIO
801376;SUPORTE TRANSF POSTE MAD AC 15-75KV;UN;94,71;60;ANTONIO
402490;SUPORTE AFAST HORIZ C/PRENSA REDE 15KV;UN;350;60;ANTONIO
404972;BRACO TIPO J;UN;477,35;60;ANTONIO
402065;CINTA POSTE CIRC ACO 180MM;UN;15,48;60;ANTONIO
800848;ELO FUSIVEL BOTAO DISTRIB K 100A 500MM;PEÇ;15,48;60;ANTONIO
410212;-;-;32;60;IDA
801186;OLHAL PARAFUSO AC 16MM 5000DAN;UN;15,35;60;ANTONIO
402287;ARMACAO SEC PRESB 1EST 4,2MM ACO;UN;15,31;60;ANTONIO
401375;AFASTADOR REDE SEC AC 700MM 500MM;UN;156,85;60;ANTONIO
400019;SUPORTE HORIZONTAL;UN;110;60;ANTONIO
402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;UN;15,05;90;IDA
800499;MAO-FRANCESA NORMAL AC 710X32X6,5MM;UN;20,91;60;ANTONIO
401485;BRACO SUPORTE TIPO C 580X365MM 851/6;UN;161,68;60;ANTONIO
801240;CONECTOR PERF AL 25-185MM2 / 1,5-35MM2;UN;15;90;IDA
801379;SELA CRUZETA POSTE AC 115MM 18MM;UN;16,5;60;ANTONIO
401844;PERFIL U AC 76X900MM REDE COMPACTA;UN;125,56;60;ANTONIO
802147;MUFLA POLIM TERM 8,7/15KV 240-630MM2;UN;420;60;ANTONIO
408161;POSTE CONCRETO ARM TRON CON 12M 600KGF;UN;3050,08;45;IDA
800950;MUFLA TERMINAL 8,7/15KV 25-95MM2;UN;227;60;ANTONIO
800129;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;M;14,9;60;MONALIZA
800435;CINTA POSTE CIRC ACO 180MM;UN;14,83;60;ANTONIO
804826;TRELIÇA METÁLICA P/ TORRE;UN;50728,46;60;IDA
401410;ALICATE HIDRAULICO CABEC 400MM2;PEÇ;14725;60;IDA
404894;ANTENA COLINEAR 8EL 160/174MHZ ARS 13DBI;UN;8900;60;IDA
803146;MOTOPODA 131 1,4KW 36,3CIL CAP 530ML;UN;3800;60;IDA
804614;MINI ALICATE AMPERIMETRO 30A CA/40A CC;UN;3550;60;IDA
402296;GANCHO OLHAL AC 17MM 5000KGF;UN;11,73;60;ANTONIO
800202;ELO FUSIVEL BOTAO K 80A 500MM;UN;14,43;60;ANTONIO
805505;MOTOPODA TOYAMA TPP33TX 2T 1,2HP33CC;UN;3000;60;IDA
403121;FITA ISOLANTE ELET PVC 19X0,19MM 20M PT;UN;21,63;30;IDA
801635;ELO FUSIVEL BOTAO K 65A 500MM;UN;13,83;60;ANTONIO
800228;ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2;UN;13,79;60;ANTONIO
403306;MARCADOR IND PLAS 60ML MET ESF 3MM AM;UN;13,79;60;IDA
111059;MOTOSERRA MS-250 16 28DT 30CM;0;2529;60;IDA
404287;PARAFUSO CAB SXT COBRE ESTANHADO 12X45MM;UN;13,77;60;ANTONIO
404719;FIXADOR PERFIL U AC 150DAN 300DAN;UN;22,36;60;ANTONIO
803156;CONECTOR DERIV CUNHA 336,4MCM 1/0AWGM;UN;13,62;90;IDA
404517;MULTIMETRO LCD 3 5/6 IP65 CAT IV 600V;UN;2170;60;IDA
800291;CONECTOR DER CUNHA AL 1/0AWG 4/0AWG;UN;13,49;90;IDA
402373;ESTRIBO BRACO L-EST-01 FOFO 200DAN;UN;13,47;60;ANTONIO
800352;ESTRIBO BRACO L-EST-01 FOFO 200DAN;UN;13,47;60;ANTONIO
805139;MARTELETE COMBINADO MAKITA A BATERIA;UN;2000;60;IDA
804742;CONJ ATER. TEMP. P/ RED DE DIST ATE 22KV;UN;1800;60;IDA
400192;PARAFUSO CAB QD AC 16MM 250MM;UN;13,12;60;ANTONIO
800929;PARAFUSO CAB QD AC 16MM 250MM;UN;13,12;60;ANTONIO
804145;ESMERILHADEIRA ANGULAR 125MM 220V;UN;1386,79;60;IDA
800813;CONECTOR DER CUNH AZ AL 2/0 4/0 336,4MCM;UN;13,08;90;IDA
801522;ELO FUSIVEL BOTAO K 80A 500MM;UN;13,05;60;ANTONIO
805480;CHAVE DE IMPACTO 18V-450NM;UN;1269,01;60;IDA
804461;VARA MANOBRA TELESC VID 7 ELEM;UN;1250;60;IDA
400821;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;M;12,92;60;MONALIZA
801178;ARMACAO SEC PRESB 1EST 4,2MM ACO;UN;12,78;60;ANTONIO
804295;PARAFUSADEIRA 18V BOSCH;UN;1026,2;60;IDA
403593;ALCA PREFORM CABO CONC 3X70 + 50;SAC;12,6;60;ANTONIO
403515;ABRACADEIRA BAP 3 1200MMX381MM PARAF;UN;12,55;60;IDA
410011;ESMERILHADEIRA A BATERIA 18V 4 1/2;UN;900;60;IDA
805506;MOTOSSERRA TOYAMA TCS58F-20TSN;UN;900;60;IDA
801213;"CONECTOR CUNHA AL 1/0;2 AWG 1/0;2/0AWG";UN;12,27;90;IDA
800274;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;UN;12,27;90;IDA
800521;PARAFUSO CAB QD 16X400MM AC;UN;12,22;60;ANTONIO
805521;MULTIMETRO DIGITAL FLUKE 15B+;UN;800;60;IDA
402404;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;UN;12,15;90;IDA
802858;CONECTOR DER CUNHA AZ AL 336,4MCM 1/0AWG;UN;12,1;90;IDA
800364;CONECTOR PARAF FEND DER CU 2,5-70MM²;M;12,07;90;IDA
804602;ESMERILHADEIRA AN 115MM 4.1/2P 840W 127V;UN;788,45;60;IDA
403641;ALCA PREFORM CABO CONC  3X16 + 16;UN;12;60;ANTONIO
803830;JOGO CHAVES SOQUETE ESTRIADA COM 18 PÇS;UN;674,52;60;IDA
804740;CONJUNTO ATERRAMENTOS BT MULTIPLEXADO;UN;600;60;IDA
400111;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;M;11,92;80;IDA
800630;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;M;11,92;80;IDA
401686;PINO TOPO AC 25MM 389MM 2F 18X32MM;UN;11,9;60;ANTONIO
409792;MALA DE TRANSPORTE CASE01017;UN;600;60;IDA
401191;TERMINAL COMPRESSAO OLHAL CU 240MM2;UN;11,8;90;IDA
400655;GRAMPO ANCOR CUNHA AL 185MM2 400DAN;UN;23;60;ANTONIO
801087;GANCHO OLHAL AC 17MM 5000KGF;UN;11,73;60;ANTONIO
800810;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;M;11,72;60;MONALIZA
804603;TALHA MANUAL CORRENTE CAP. 2TON;UN;600;60;IDA
800595;LACO LATERAL DUPLO 4/0AWG;UN;11,46;60;ANTONIO
402005;TERMINAL COMPRESSAO OLHAL 120MM2 1F;UN;11,45;90;IDA
801135;PINO TOPO AC 25MM 389MM 2F 18X32MM;UN;11,42;60;ANTONIO
803866;LANTERNA TATICA DE LONGO ALCANCE;UN;550;60;IDA
400366;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;11,3;60;ANTONIO
801199;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;11,3;60;ANTONIO
120144;VARA MANOBRA TELESC FIB VID TRIANG 7,77M;0;542,58;60;IDA
803647;SOPRADOR TÉRMICO 1800W 220V;UN;487,82;60;IDA
803692;TALHA MANUAL DE ALAVANCA CAPACIDADE 0,75;UN;450;60;IDA
803102;BATERIA 9V;UN;11;60;ANTONIO
402128;PARAFUSO CAB SXT LIGA AC 1/2X1.1/2P;UN;11;60;ANTONIO
804450;DETECTOR TENSAO MT DETEC APROX 1-15KV;UN;410;60;IDA
403559;CONECTOR TIPO CUNHA  35MM  1/0 AWG;UN;10,85;90;IDA
403558;CONECTOR TIPO CUNHA  50MM  1/0 AWG;UN;10,83;90;IDA
804462;BASTAO GRAMPO DE LINHA VIVA (3M);UN;400;60;IDA
401449;CONECTOR CUNHA AL 4/0(2) AWG;CX;10,74;90;IDA
402332;CINTA POSTE CIRC ACO 150MM;UN;10,6;60;ANTONIO
803991;ALICATE CRIMPADOR PARA TERMINAIS;UN;381,72;60;IDA
801189;CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV;UN;10,59;60;MONALIZA
400142;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;UN;54,86;90;ANTONIO
802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;UN;10,58;60;ANTONIO
804019;JOGO CHAVE PHILIPS 7P 1/8X3 A 5/16X6;UN;364,37;60;IDA
400543;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;UN;10,52;90;IDA
400228;POSTE CONCRETO CIRC 9M 300DAN;UN;2197,02;45;IDA
408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;UN;25,24;80;IDA
804238;TRENA C FITA DE FIBRA DE VIDRO 50MM;UN;358,02;60;IDA
801373;CONECTOR PARAL AL 10AWG-1/0AWG;M;10,37;90;IDA
800272;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;UN;10,35;90;IDA
800884;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;UN;10,32;90;IDA
402672;ARAME GALV 14AWG;UN;10,31;60;ANTONIO
401500;CONECTOR DER CUNHA AL 2/0AWG 4/0AWG;UN;10,1;90;IDA
800906;CONECTOR DER CUNHA AL 2/0AWG 4/0AWG;UN;10,1;90;IDA
409947;TRENA FIBRA ABERTA 100MT - 537B STARRETT;UN;358,02;60;IDA
400518;"CONECTOR  CUNHA AL 1/0;2 AWG 1/0;2/0AWG";UN;9,85;90;IDA
400505;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;UN;9,85;90;IDA
805410;TRENA FIBRA ABERTA 100MT - 537B STARRETT;UN;358,02;60;IDA
803123;LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D;UN;9,6;60;IDA
400793;CONECTOR PERF SIMP 6-35 / 6-35MM2;UN;9,48;90;IDA
400507;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);KG;9,31;90;IDA
801347;PARAFUSO CAB QD MAQ AC 5/8X8P;UN;9,31;60;ANTONIO
401927;MANILHA SAPATILHA 5000DAN;UN;20,69;90;ERICK
400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;UN;9,27;80;IDA
800944;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;UN;9,27;80;IDA
403594;ALCA PREFORM CABO CONC  2X16 + 16;UN;9,24;60;ANTONIO
401234;LACO PREF ROLD CA 1/0AWG LJ;UN;9,21;60;ANTONIO
407336;CABO ELETR 15KV AL PROT XLPE 70MM2 1F MT;M;9,18;60;MONALIZA
800372;CINTA POSTE CIRC ACO 280MM;UN;9,02;60;ANTONIO
400316;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;M;9;60;MONALIZA
803840;CHAVE AJUSTÁVEL 8 ISOLADA 1000V 203MM;UN;322,64;60;IDA
402324;SELA CRUZETA POSTE AC 115MM 18MM;UN;8,94;60;ANTONIO
401531;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;M;8,88;60;MONALIZA
401117;MAO-FRANCESA NORMAL AC 710X32X6,5MM;UN;19,85;60;ANTONIO
802260;CONECTOR DER CUNHA 336MCM 2/0AWG;UN;8,74;90;IDA
400527;CONECTOR DER CUNHA AL 4-2AWG 2AWG;PEÇ;8,72;90;IDA
802892;LUVA EMENDA CB AL COB 50MM2;UN;8,65;60;ANTONIO
800763;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;M;8,61;60;MONALIZA
801341;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;M;8,3;60;MONALIZA
800357;EMENDA PREF COND AL 2AWG 711MM;UN;8,26;60;ANTONIO
401358;TERMINAL OLHAL COMP P/ CABO COBRE 95MM;UN;8,2;90;IDA
408990;TRILHOS DESLIZANTES;UN;305,25;60;IDA
400492;CINTA POSTE CIRC ACO 170MM;UN;7,94;60;ANTONIO
804651;MANOMETRO EM ACO INOXIDAVEL WIKA B071751;UN;300;60;IDA
801215;CONECTOR DER CU 13-34MM2;UN;7,91;90;IDA
401086;PARAFUSO CAB QD MAQ AC 5/8X6P;UN;7,84;60;ANTONIO
801191;PARAFUSO CAB QD MAQ AC 5/8X6P;UN;7,84;60;ANTONIO
804566;JOGO CHAVE COMBINADA BOCA E ESTRELA;UN;223,33;60;IDA
801216;ELO FUSIVEL BOTAO DISTRIB K 50A 500MM;UN;7,8;60;ANTONIO
804258;REFLETOR LED 400/500W BIVOLT IP67;UN;208,35;60;IDA
804574;CARREGADOR USB TIPO C SM-T595;UN;200;60;IDA
802860;CONECTOR DER CUNHA AZ AL 336,4MCM 2/0AWG;UN;7,73;90;IDA
804469;ESTICADOR BRACO CABO 2 A 1/0;UN;150;60;IDA
110487;BOLSA FERRAM LONA VD 500X200X380MM;0;135,83;60;IDA
410041;PARAFUSO AUTO BROC CONIC PHILIPS 4.2X25M;CJ;1,2;60;ANTONIO
804656;CHAVE GRIFO 12POL CHAVE GRIFO 12POL;UN;129,39;60;IDA
111352;CORRENTE FINA 3/8 STIHL MS210/250 PICCO;UN;100;60;IDA
400307;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;PEÇ;7,52;60;ANTONIO
800861;CINTA POSTE CIRC ACO 170MM;UN;7,51;60;ANTONIO
805526;VARETA SOLDA PARA 15% 1/16 1,60MM 46 CM;PEÇ;100;60;IDA
800824;ELO FUSIVEL BOTAO DISTR K 40A 500MM;UN;7,35;60;ANTONIO
401546;EMENDA PREF COND AL 2AWG 711MM;UN;7,11;60;ANTONIO
402111;ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM;UN;7,05;60;ANTONIO
800894;ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM;UN;7,05;60;ANTONIO
800616;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;6,97;60;ANTONIO
803816;BALDE DE LONA PARA IÇAR FERRAMENTAS;UN;96,64;60;IDA
401738;TERMINAL PRESSAO 185MM2;UN;6,84;90;IDA
802232;ALICATE UNIVERSAL 160MM C/ ISOLAMENTO;UN;93;60;IDA
805230;CHAVE LOCAL REMOTO;M2;90;60;IDA
111596;CORRENTE FINA 3/8 STIHL MS-170/180 22DT;0;90;60;IDA
402161;MANILHA AC 16MM 80MM 22MM 13500DAN;JG;6,77;90;ANTONIO
800116;PARAFUSO CAB ABA AC 16MM 150MM;UN;6,65;60;ANTONIO
805232;CHAVE GRIFO 14POL;UN;80;60;IDA
800825;CONECTOR PARAL AL 1/0AWG;M;6,41;90;IDA
804016;CONJUNTO DE ASSISTENTES PARA SOLDAGEM 6P;UN;80;60;IDA
111453;LIMA P/MOTOSERRA FINA 8X3/16P S/CABO;0;80;60;IDA
800294;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;M;6,31;90;IDA
800014;TERMINAL COMPRESSAO OLHAL 120MM2 1F;UN;6,31;90;IDA
110960;LIMA P/MOTOSERRA GROSSA 8X7/32P S/CABO;UN;80;60;IDA
800362;ELO FUSIVEL BOTAO DISTRIB K 30A 500MM;UN;6,13;60;ANTONIO
802213;ELO FUSIVEL K 30A 500MM;UN;6,13;60;ANTONIO
802766;VISOR PASTA SUSPENSA PP 80X30MM CX 50UN;UN;6,02;60;IDA
804002;CHAVE AJUSTAVEL AMERICANA DE 10;UN;77,56;60;IDA
800722;PARAFUSO CAB ABA AC 16MM 125MM;CJ;5,95;60;ANTONIO
402359;PARAFUSO CAB ABA AC 16MM 125MM;CJ;5,93;60;ANTONIO
801182;CONECTOR CUNHA AL 2AWG;UN;5,92;90;IDA
401620;LACO PREF ROLD CA 2/0AWG LJ;UN;5,92;60;ANTONIO
800952;LACO PREF ROLD CA 2/0AWG LJ;UN;5,92;60;ANTONIO
400459;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;M;5,82;60;MONALIZA
