Chave;Sequencia;Fornecedor/centro fornecedor;Documento de compras;Item;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;;Data do documento;Material;Texto breve;Início per.validade;Fim da validade;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.do pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;ValFix.(cabeç.);Quantidade prevista;Qtd.prev.pendente;Núm.itens
8012321;1;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;4600003093;20;WK;K;A03;;24/03/2025;801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;25/03/2025;25/08/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;36,08;BRL;1;592.176,95;3.335;0;1
4002161;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;50;WK;K;A07;;19/03/2024;400216;POSTE FIBRA VIDRO 9M 200DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.409,00;BRL;1;7.752.029,00;13;0;1
4002211;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;30;WK;K;A07;;19/03/2024;400221;POSTE FIBRA VIDRO E-CR 11M 300DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;2.081,00;BRL;1;7.752.029,00;1.201;0;1
4002271;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;90;WK;K;A07;;19/03/2024;400227;POSTE FIBRA VIDRO E-CR 18M 600DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;8.003,00;BRL;1;7.752.029,00;13;0;1
4002272;2;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;120;WK;K;A07;;19/03/2024;400227;POSTE FIBRA VIDRO E-CR 18M 600DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;8.003,00;BRL;1;7.752.029,00;9;0;1
4009681;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;100;WK;K;A07;;19/03/2024;400968;POSTE FIBRA VIDRO 11M 200DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.801,00;BRL;1;7.752.029,00;240;0;1
4009682;2;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;130;WK;K;A07;;19/03/2024;400968;POSTE FIBRA VIDRO 11M 200DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.801,00;BRL;1;7.752.029,00;211;0;1
4009683;3;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;140;WK;K;A07;;19/03/2024;400968;POSTE FIBRA VIDRO 11M 200DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.801,00;BRL;1;7.752.029,00;173;0;1
4009684;4;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;150;WK;K;A07;;19/03/2024;400968;POSTE FIBRA VIDRO 11M 200DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.801,00;BRL;1;7.752.029,00;300;100;1
4009841;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;60;WK;K;A07;;19/03/2024;400984;POSTE FIBRA VIDRO 11M 1000DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;4.802,00;BRL;1;7.752.029,00;2;0;1
4013181;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;20;WK;K;A07;;19/03/2024;401318;POSTE FIBRA VIDRO E-CR 9M 600DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;2.329,00;BRL;1;7.752.029,00;168;0;1
4013601;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;10;WK;K;A07;;19/03/2024;401360;POSTE FIBRA VIDRO E-CR 9M 300DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;1.537,00;BRL;1;7.752.029,00;653;0;1
4016291;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;110;WK;K;A07;;19/03/2024;401629;POSTE FIBRA VIDRO 33M 1000KGF;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;28.810,00;BRL;1;7.752.029,00;4;0;1
4016991;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;70;WK;K;A07;;19/03/2024;401699;POSTE FIBRA VIDRO E-CR 13M 400DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;3.961,00;BRL;1;7.752.029,00;16;0;1
4019311;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;80;WK;K;A07;;19/03/2024;401931;POSTE FIBRA VIDRO E-CR 13M 600DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;4.482,00;BRL;1;7.752.029,00;4;0;1
4022421;1;1011711    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600002545;40;WK;K;A07;;19/03/2024;402242;POSTE FIBRA VIDRO E-CR 11M 600DAN;21/03/2024;30/08/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;3.060,00;BRL;1;7.752.029,00;586;0;1
4005121;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003529;10;WK;K;A12;;11/03/2026;400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;11/03/2026;11/09/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;34,78;BRL;1;35.589,82;352;0;1
4010341;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003529;20;WK;K;A12;;11/03/2026;401034;CONECTOR DER CUNH AZ AL 4/0 2/0 336,4MCM;11/03/2026;11/09/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;11,57;BRL;1;35.589,82;1.327;0;1
4021851;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003529;30;WK;K;A12;;11/03/2026;402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;11/03/2026;11/09/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;30,98;BRL;1;35.589,82;47;0;1
4093011;1;1003243    VORTICE TECNOLOGIA EM PROJETOS ELET;4600003345;10;WK;K;A01;;26/08/2025;409301;UNID REMOTA ESENSOR-RL IP67 UL94HB;11/09/2025;11/09/2026;MC20801;;;;CDFL;INVT;0;UN;0;UN;2.778,00;BRL;1;25.002,00;9;0;1
8005571;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003529;50;WK;K;A12;;11/03/2026;800557;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;11/03/2026;11/09/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;30,98;BRL;1;35.589,82;6;0;1
8008131;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003529;40;WK;K;A12;;11/03/2026;800813;CONECTOR DER CUNH AZ AL 2/0 4/0 336,4MCM;11/03/2026;11/09/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;11,57;BRL;1;35.589,82;549;0;1
4004361;1;1011663    DAX ENERGY EQUIPAMENTOS E SISTEMAS;4600003340;10;WK;K;A12;;20/08/2025;400436;CHAVE 1P 15KV 400A 12,5KA AUT VACUO 125K;12/09/2025;12/09/2026;MC10202;;;;CDFL;INVT;0;UN;0;UN;12.945,92;BRL;1;204.279,56;4;0;1
4014051;1;1011663    DAX ENERGY EQUIPAMENTOS E SISTEMAS;4600003340;20;WK;K;A12;;20/08/2025;401405;CHAVE SECC 3P 15KV 400A 12,5KA;12/09/2025;12/09/2026;MC10202;;;;CDFL;INVT;0;UN;0;UN;25.415,98;BRL;1;204.279,56;6;0;1
4015471;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;30;WK;K;A16;;07/03/2025;401547;CRUZETA POL PE/FBN 90X112,5X2400MM;12/03/2025;12/09/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;247,50;BRL;1;4.370.080,00;1.574;493;1
4019591;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;20;WK;K;A16;;07/03/2025;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;12/03/2025;12/09/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;162,50;BRL;1;4.370.080,00;4.001;0;1
4073551;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;10;WK;K;A16;;07/03/2025;407355;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;12/03/2025;12/09/2026;MC12001;;;;CDFL;INVT;0;UN;0;UN;162,50;BRL;1;4.370.080,00;5.370;3.923;1
8008471;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;70;WK;K;A16;;07/03/2025;800847;CRUZETA POL PE/FBN 90X112,5X2400MM;12/03/2025;12/09/2026;MC12001;;;;CDFL;CUST;0;UN;0;UN;247,50;BRL;1;4.370.080,00;8.019;3.162;1
8009011;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;60;WK;K;A16;;07/03/2025;800901;CRUZETA POL PE/FBN 90X112,5X1200MM;12/03/2025;12/09/2026;MC12001;;;;CDFL;CUST;0;UN;0;UN;124,50;BRL;1;4.370.080,00;150;150;1
8011121;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;50;WK;K;A16;;07/03/2025;801112;CRUZETA POL FBV/RES PES 2400X112,5X90MM;12/03/2025;12/09/2026;MC12001;;;;CDFL;CUST;0;UN;0;UN;162,50;BRL;1;4.370.080,00;2.722;0;1
8045651;1;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;4600003045;40;WK;K;A16;;07/03/2025;804565;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;12/03/2025;12/09/2026;MC03201;;;;CDFL;CUST;0;UN;0;UN;162,50;BRL;1;4.370.080,00;74;0;1
4001831;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003362;10;MK;K;A13;;10/09/2025;400183;MEDIDOR ELETR 2F 2EL 120V 15/120A;16/09/2025;16/09/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;605,69;BRL;1;62.893,09;81;0;1
4023221;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003362;20;MK;K;A13;;10/09/2025;402322;MEDIDOR ELET 3F 3EL 120V 15A BIDIREC;16/09/2025;16/09/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;691,61;BRL;1;62.893,09;20;0;1
4093021;1;1003243    VORTICE TECNOLOGIA EM PROJETOS ELET;4600003369;30;WK;K;A12;;12/09/2025;409302;SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT;17/09/2025;17/09/2026;MC22102;;;;CDFL;INVT;0;UN;0;UN;495,00;BRL;1;326.700,00;360;360;1
4001421;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003564;20;WK;K;GAE;;30/03/2026;400142;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;30/03/2026;30/09/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;51,80;BRL;1;346.852,80;1;1;1
4001422;2;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003564;40;WK;K;GAE;;30/03/2026;400142;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;30/03/2026;30/09/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;51,80;BRL;1;346.852,80;2.000;0;1
8007171;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003564;10;WK;K;GAE;;30/03/2026;800717;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;30/03/2026;30/09/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;51,80;BRL;1;346.852,80;1;1;1
8007172;2;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003564;30;WK;K;GAE;;30/03/2026;800717;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;30/03/2026;30/09/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;51,80;BRL;1;346.852,80;1.214;0;1
4001111;1;1010868    ONIX DISTRIBUIDORA DE PRODUTOS ELET;4600003074;30;WK;K;A01;;17/03/2025;400111;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;18/03/2025;01/10/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;11,92;BRL;1;234.345,98;131;0;1
4001112;2;1010868    ONIX DISTRIBUIDORA DE PRODUTOS ELET;4600003074;50;WK;K;A01;;17/03/2025;400111;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;18/03/2025;01/10/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;11,92;BRL;1;234.345,98;573;0;1
4001401;1;1010868    ONIX DISTRIBUIDORA DE PRODUTOS ELET;4600003074;40;WK;K;A01;;17/03/2025;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;18/03/2025;01/10/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;7,59;BRL;1;234.345,98;29.770;11.540;1
8006301;1;1010868    ONIX DISTRIBUIDORA DE PRODUTOS ELET;4600003074;10;WK;K;A01;;17/03/2025;800630;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;18/03/2025;01/10/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;11,92;BRL;1;234.345,98;570;0;1
8009441;1;1010868    ONIX DISTRIBUIDORA DE PRODUTOS ELET;4600003074;20;WK;K;A01;;17/03/2025;800944;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;18/03/2025;01/10/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;7,59;BRL;1;234.345,98;27.750;16.050;1
8004541;1;1023763    WHITE MARTINS GASES INDUSTRIAIS DO;4600003533;10;WK;K;A12;;16/03/2026;800454;GAS HEXAFLUORETO ENXOFRE SF6;16/03/2026;22/10/2026;MC03001;;;;CDFL;CUST;0;KG;0;KG;454,26;BRL;1;181.704,00;150;0;1
8004542;2;1023763    WHITE MARTINS GASES INDUSTRIAIS DO;4600003533;20;WK;K;A12;;16/03/2026;800454;GAS HEXAFLUORETO ENXOFRE SF6;16/03/2026;22/10/2026;MC03001;;;;CDFL;CUST;0;KG;0;KG;454,26;BRL;1;181.704,00;100;0;1
8004543;3;1023763    WHITE MARTINS GASES INDUSTRIAIS DO;4600003533;30;WK;K;A12;;16/03/2026;800454;GAS HEXAFLUORETO ENXOFRE SF6;16/03/2026;22/10/2026;MC03001;;;;CDFL;CUST;0;KG;0;KG;454,26;BRL;1;181.704,00;150;0;1
4089941;1;1004591    REAL ENERGIA EIRELI;4600003073;20;WK;K;A01;;17/03/2025;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;18/03/2025;30/10/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;22,00;BRL;1;419.980,00;4.790;0;1
4089942;2;1004591    REAL ENERGIA EIRELI;4600003073;40;WK;K;A01;;17/03/2025;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;18/03/2025;30/10/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;22,00;BRL;1;419.980,00;3.610;3.610;1
4089943;3;1004591    REAL ENERGIA EIRELI;4600003073;50;WK;K;A01;;17/03/2025;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;18/03/2025;30/10/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;22,00;BRL;1;419.980,00;3.610;0;1
8044211;1;1004591    REAL ENERGIA EIRELI;4600003073;10;WK;K;A01;;17/03/2025;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;18/03/2025;30/10/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;22,00;BRL;1;419.980,00;4.247;0;1
4005061;1;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;4600003530;20;WK;K;A12;;11/03/2026;400506;CONECTOR DER CU 13-34MM2;11/03/2026;11/11/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;9,64;BRL;1;76.764,82;5.710;0;1
4021551;1;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;4600003530;10;WK;K;A12;;11/03/2026;402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;11/03/2026;11/11/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;12,06;BRL;1;76.764,82;271;0;1
8008861;1;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;4600003530;30;WK;K;A12;;11/03/2026;800886;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;11/03/2026;11/11/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;34,95;BRL;1;76.764,82;240;0;1
8012151;1;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;4600003530;40;WK;K;A12;;11/03/2026;801215;CONECTOR DER CU 13-34MM2;11/03/2026;11/11/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;9,64;BRL;1;76.764,82;1.044;0;1
4007901;1;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;4600003204;10;WK;K;A12;;19/05/2025;400790;CONECTOR ATERRAMENTO HAST/CABO 3,5-9,4MM;21/05/2025;21/11/2026;MC10301;;;;CDFL;INVT;0;UN;0;UN;18,86;BRL;1;1.171.362,26;12.955;0;1
4015661;1;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;4600003204;20;WK;K;A12;;19/05/2025;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;21/05/2025;21/11/2026;MC10301;;;;CDFL;INVT;0;UN;0;UN;18,69;BRL;1;1.171.362,26;16.790;0;1
8000541;1;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;4600003204;30;WK;K;A12;;19/05/2025;800054;CONECTOR ATERRAMENTO HAST/CABO 3,5-9,4MM;21/05/2025;21/11/2026;MC10301;;;;CDFL;CUST;0;UN;0;UN;18,86;BRL;1;1.171.362,26;18.621;0;1
8008891;1;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;4600003204;40;WK;K;A12;;19/05/2025;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;21/05/2025;21/11/2026;MC10301;;;;CDFL;CUST;0;UN;0;UN;18,69;BRL;1;1.171.362,26;14.020;0;1
4004591;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;120;MK;K;A13;;20/04/2026;400459;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;INVT;0;M;0;M;4,26;BRL;1;5.936.690,48;2.700;1.500;1
4007081;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;110;MK;K;A13;;20/04/2026;400708;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;INVT;0;M;0;M;5,64;BRL;1;5.936.690,48;103.685;60.685;1
4007301;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;90;MK;K;A13;;20/04/2026;400730;CABO ELET 15KV AL PROT XLPE 185MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;INVT;0;M;0;M;17,92;BRL;1;5.936.690,48;193.419;113.419;1
4008211;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;140;MK;K;A13;;20/04/2026;400821;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;INVT;0;M;0;M;12,49;BRL;1;5.936.690,48;9.000;5.000;1
4073361;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;150;MK;K;A13;;20/04/2026;407336;CABO ELETR 15KV AL PROT XLPE 70MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;INVT;0;M;0;M;7,66;BRL;1;5.936.690,48;10.847;4.347;1
8000331;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;100;MK;K;A13;;20/04/2026;800033;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;CUST;0;M;0;M;5,64;BRL;1;5.936.690,48;3.238;1.738;1
8000601;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;80;MK;K;A13;;20/04/2026;800060;CABO ELET 15KV AL PROT XLPE 185MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;CUST;0;M;0;M;17,92;BRL;1;5.936.690,48;2.070;0;1
8009811;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003584;130;MK;K;A13;;20/04/2026;800981;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;20/04/2026;18/12/2026;MC10101;;;;CDFL;CUST;0;M;0;M;4,26;BRL;1;5.936.690,48;2.220;1.220;1
4100521;1;1003423    M2M TELEMETRIA LTDA;4600003461;10;WK;K;GAE;;19/12/2025;410052;MODULO DE COMUNIC REMOTA NB CAT-M SMA;19/12/2025;19/12/2026;MC12503;;;;CDFL;INVT;0;UN;0;UN;1.140,94;BRL;1;23.959,74;21;0;1
4048921;1;1007763    SIEMENS BRASIL LTDA;4600003563;10;WK;K;A12;;30/03/2026;404892;DISJ 3P 17,5KV 1.250A 25KA SION 3AE 1284;30/03/2026;13/02/2027;MC20502;;;;CDFL;INVT;0;UN;0;UN;213.546,36;BRL;1;809.340,64;2;0;1
4092321;1;1007763    SIEMENS BRASIL LTDA;4600003563;40;WK;K;A12;;30/03/2026;409232;CAMPANULAS DISJUNTOR SION;30/03/2026;13/02/2027;MC10902;;;;CDFL;INVT;0;UN;0;UN;1.067,73;BRL;1;809.340,64;60;30;1
4092331;1;1007763    SIEMENS BRASIL LTDA;4600003563;50;WK;K;A12;;30/03/2026;409233;BUCHA DE PASSAGEM GVL-2215E;30/03/2026;13/02/2027;MC10902;;;;CDFL;INVT;0;UN;0;UN;1.708,37;BRL;1;809.340,64;30;15;1
4098161;1;1007763    SIEMENS BRASIL LTDA;4600003563;20;WK;K;A12;;30/03/2026;409816;DISJ 3P 15KV 2000A 31,5KA 3AH3165-4;30/03/2026;13/02/2027;MC20501;;;;CDFL;INVT;0;UN;0;UN;164.430,70;BRL;1;809.340,64;1;0;1
4098171;1;1007763    SIEMENS BRASIL LTDA;4600003563;30;WK;K;A12;;30/03/2026;409817;DISJ 3P 17,5KV 1250A 25KA 3AH5214-2;30/03/2026;13/02/2027;MC20501;;;;CDFL;INVT;0;UN;0;UN;160.159,77;BRL;1;809.340,64;1;0;1
4101771;1;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;4600003494;10;WK;K;A14;;20/02/2026;410177;ABRACADEIRA AÇO INOX 304 – 362X7,90MM;20/02/2026;20/02/2027;MC02901;;;;CDFL;INVT;0;UN;0;UN;1,85;BRL;1;164.879,40;89.128;28;1
4038041;1;1013808    PREFORMAX DO BRASIL LTDA;4600003500;20;WK;K;A01;;23/02/2026;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;23/02/2026;23/02/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;5,90;BRL;1;250.555,30;8.994;0;1
4011271;1;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;4600003506;10;WK;K;A01;;25/02/2026;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;25/02/2026;25/02/2027;MC13001;;;;CDFL;INVT;0;UN;0;UN;1.798,00;BRL;1;550.188,00;306;0;1
4011271;1;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;4600003507;10;WK;K;A01;;25/02/2026;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;25/02/2026;25/02/2027;MC13001;;;;CDFL;INVT;0;UN;0;UN;1.798,00;BRL;1;550.188,00;306;306;1
4035131;1;1009099    SAFELOCK PRODUTOS DE SEGURANCA INDU;4600003505;10;WK;K;A01;;25/02/2026;403513;ENVELOPE DE PLAST COM FECHO DE SEG;25/02/2026;25/02/2027;MC12503;;;;CDFL;INVT;0;UN;0;UN;4,35;BRL;1;111.529,65;25.639;25.639;1
4003181;1;1020062    CROSSFOX COMERCIO;4600003515;70;WK;K;A01;;02/03/2026;400318;CONECTOR AUTO PERF 50-120/4-35MM2;02/03/2026;02/03/2027;MC12002;;;;CDFL;INVT;0;UN;0;UN;12,50;BRL;1;1.702.276,60;7.000;0;1
4003591;1;1013808    PREFORMAX DO BRASIL LTDA;4600003517;20;WK;K;A01;;02/03/2026;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;17,30;BRL;1;528.996,17;963;0;1
4005061;1;1020062    CROSSFOX COMERCIO;4600003515;20;WK;K;A01;;02/03/2026;400506;CONECTOR DER CU 13-34MM2;02/03/2026;02/03/2027;MC12002;;;;CDFL;INVT;0;UN;0;UN;9,50;BRL;1;1.702.276,60;5.680;2.350;1
4007901;1;1020062    CROSSFOX COMERCIO;4600003515;40;WK;K;A01;;02/03/2026;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;02/03/2026;02/03/2027;MC10301;;;;CDFL;INVT;0;UN;0;UN;13,20;BRL;1;1.702.276,60;13.720;13.720;1
4014651;1;1009904    TAF INDUSTRIA DE PLASTICOS LTDA;4600003514;10;WK;K;A01;;02/03/2026;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;02/03/2026;02/03/2027;MC12002;;;;CDFL;INVT;0;UN;0;UN;10,51;BRL;1;345.821,04;32.904;28.824;1
4015001;1;1020062    CROSSFOX COMERCIO;4600003515;10;WK;K;A01;;02/03/2026;401500;CONECTOR DER CUNHA AL 2/0AWG 4/0AWG;02/03/2026;02/03/2027;MC12002;;;;CDFL;INVT;0;UN;0;UN;15,80;BRL;1;1.702.276,60;582;0;1
4035801;1;1013808    PREFORMAX DO BRASIL LTDA;4600003517;60;WK;K;A01;;02/03/2026;403580;ALCA PREFORM CABO CONC 3X35 + 35;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;13,36;BRL;1;528.996,17;6.162;0;1
4035802;2;1013808    PREFORMAX DO BRASIL LTDA;4600003517;120;WK;K;A01;;02/03/2026;403580;ALCA PREFORM CABO CONC 3X35 + 35;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;13,96;BRL;1;528.996,17;6.609;0;1
4036471;1;1013808    PREFORMAX DO BRASIL LTDA;4600003517;40;WK;K;A01;;02/03/2026;403647;ALCA PREFORM CABO CONC 3X95 +70;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;34,29;BRL;1;528.996,17;6.930;0;1
4036472;2;1013808    PREFORMAX DO BRASIL LTDA;4600003517;100;WK;K;A01;;02/03/2026;403647;ALCA PREFORM CABO CONC 3X95 +70;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;34,29;BRL;1;528.996,17;122;0;1
4036751;1;1013808    PREFORMAX DO BRASIL LTDA;4600003517;70;WK;K;A01;;02/03/2026;403675;ALCA PREFORM CABO CONC  3X25 + 25;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;8,27;BRL;1;528.996,17;7.675;0;1
4038041;1;1013808    PREFORMAX DO BRASIL LTDA;4600003517;90;WK;K;A01;;02/03/2026;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;02/03/2026;02/03/2027;MC11001;;;;CDFL;INVT;0;UN;0;UN;5,90;BRL;1;528.996,17;2.029;0;1
