Tipo de depósito;Posição no depósito;Qtd.disponível UMB;UM básica;Produto;Descrição breve do produto;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA03;3G-06-05D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-05D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-06A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-06A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-06A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-06B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-06B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-06B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-06C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-06C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-06C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-06D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-06D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-06D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-07A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-07A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-07A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-07B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-07B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-07B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-07C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-07C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-07C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-07D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-07D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-07D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-08A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-08A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-08A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-08B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-08B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-08B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-08C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-08C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-08C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-08D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-08D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-08D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-09A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-09A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-09A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-09B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-09B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-09B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-09C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-09C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-09C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-09D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-09D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-09D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-10A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-10A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-10A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-10B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-10B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-10B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-10C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-10C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-10C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-10D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-10D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-10D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-11A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-11A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-11A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-11B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-11B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-11B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-11C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-11C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-11C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-11D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-11D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-11D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-12A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-12A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-12A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-12B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-12B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-12B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-12C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-12C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-12C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-12D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-12D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-12D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-13A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-13A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-13A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-13B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-13B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-13B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-13C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-13C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-13C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-13D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-13D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-13D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-14A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-14A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-14A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-14B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-14B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-14B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-14C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-14C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-14C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-14D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-14D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-14D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-15A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-15A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-15A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-15B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-15B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-15B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-15C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-15C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-15C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-15D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-15D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-15D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-16A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-16A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-16A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-16B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-16B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-16B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-16C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-16C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-16C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-16D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-16D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-16D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-17A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-17A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-17A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-17B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-17B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-17B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-17C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-17C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-17C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-17D;48;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;6.037,92;;;0,00000000000000;
GA03;3G-06-17D;8;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;23.028,32;;;0,00000000000000;
GA03;3G-06-17D;48;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;20.448,48;;;0,00000000000000;
GA03;3G-06-18A;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-18A;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-18A;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-18B;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-18B;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-18B;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-18C;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-18C;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-18C;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-06-18D;96;UN;402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;L2;Utilização livre depósito INVT;125,79;12.075,84;;;0,00000000000000;
GA03;3G-06-18D;16;UN;402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;L2;Utilização livre depósito INVT;2.878,54;46.056,64;;;0,00000000000000;
GA03;3G-06-18D;96;UN;402767;MED IN 2E 3F 120V 100A SMC DR B;L2;Utilização livre depósito INVT;426,01;40.896,96;;;0,00000000000000;
GA03;3G-07-01D;202;PEÇ;407097;PROT. EMENDA ANTIFURTO 400X208X131,8MM;L2;Utilização livre depósito INVT;206,79;41.771,58;;;0,00000000000000;
GA03;3G-07-02B;6.000;UN;404031;"ANILHA NUMERO ""1"" 4-16MM";L2;Utilização livre depósito INVT;0,08;480,00;;;0,00000000000000;
GA03;3G-07-02B;5.000;UN;404032;"ANILHA NUMERO ""2"" 4-16MM";L2;Utilização livre depósito INVT;0,08;400,00;;;0,00000000000000;
GA03;3G-07-02B;5.000;UN;404033;"ANILHA NUMERO ""3"" 4-16MM";L2;Utilização livre depósito INVT;0,08;400,00;;;0,00000000000000;
GA03;3G-07-02B;4.000;UN;404034;"ANILHA NUMERO ""4"" 4-16MM";L2;Utilização livre depósito INVT;0,08;320,00;;;0,00000000000000;
