Documento de compras;Item;Contrato básico;It.contrato superior;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido;Qtd.notificada
4500144577;10;4600003073;10;1004591    REAL ENERGIA EIRELI;NB;F;GAE;;23/01/2026;C1;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;MC12002;;;;CDFL;CUST;1.747;UN;1.747;UN;20,46;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;35.743,62;1.747
4500148635;10;4600003073;30;1004591    REAL ENERGIA EIRELI;NB;F;A01;;11/03/2026;C1;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;MC12002;;;;CDFL;INVT;2.833;UN;2.833;UN;20,46;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;57.963,18;2.833
4500150398;10;4600003073;50;1004591    REAL ENERGIA EIRELI;NB;F;GAE;;06/04/2026;C1;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;MC12002;;;;CDFL;INVT;3.610;UN;3.610;UN;20,46;BRL;1;0;0;3.610;73.860,60;3.610;73.860,60;1;ZF 1302603;73.860,60;0
4500155721;10;4600003607;20;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;800804;CABO  MULT 1X16+1X16MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;CUST;1.600;M;1.600;M;2,74;BRL;1;0;0;1.600;4.378,88;1.600;4.378,88;1;ZF 1302603;4.378,88;0
4500155721;20;4600003607;30;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;801185;CABO  MULT 2X10+1X10 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;CUST;1.300;M;1.300;M;3,00;BRL;1;0;0;1.300;3.901,04;1.300;3.901,04;1;ZF 1302603;3.901,04;0
4500155721;30;4600003607;40;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;400487;CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;20.000;M;20.000;M;38,52;BRL;1;0;0;20.000;770.352,00;20.000;770.352,00;1;ZF 1302603;770.352,00;0
4500155721;40;4600003607;50;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;402318;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;30.000;M;30.000;M;34,36;BRL;1;0;0;30.000;1.030.656,00;30.000;1.030.656,00;1;ZF 1302603;1.030.656,00;0
4500155721;50;4600003607;60;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;401786;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;15.000;M;15.000;M;11,94;BRL;1;0;0;15.000;179.124,00;15.000;179.124,00;1;ZF 1302603;179.124,00;0
4500155721;60;4600003607;70;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;800750;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;CUST;5.000;M;5.000;M;11,94;BRL;1;0;0;5.000;59.708,00;5.000;59.708,00;1;ZF 1302603;59.708,00;0
4500155721;70;4600003607;80;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;400473;CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;30.000;M;30.000;M;15,81;BRL;1;0;0;30.000;474.408,00;30.000;474.408,00;1;ZF 1302603;474.408,00;0
4500155721;80;4600003607;90;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;800041;CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;CUST;4.000;M;4.000;M;15,81;BRL;1;0;0;4.000;63.254,40;4.000;63.254,40;1;ZF 1302603;63.254,40;0
4500155721;90;4600003607;100;1004813    ALUBAR METAIS E CABOS S/A;NB;F;GAE;;25/05/2026;C1;400474;CABO  MULT 3X70+1X70 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;45.000;M;45.000;M;22,43;BRL;1;0;0;45.000;1.009.404,00;45.000;1.009.404,00;1;ZF 1302603;1.009.404,00;0
4500145199;10;4600003099;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;24;UN;24;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;46.023,84;24
4500145199;20;4600003099;60;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;400988;POSTE CONCRETO TRON CON 9M 600KGF;MC13001;;;;CDFL;INVT;8;UN;8;UN;1.822,75;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;14.582,03;8
4500145199;30;4600003099;50;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401260;POSTE CONCRETO TRON CON 9M 1000KGF;MC13001;;;;CDFL;INVT;23;UN;23;UN;2.467,15;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;56.744,46;23
4500145204;10;4600002571;360;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;12;UN;12;UN;1.190,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;14.280,00;12
4500145217;10;4600002571;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402847;POSTE CONC DUPL T 9 M 300 DAN;MC13001;;;;CDFL;INVT;84;UN;84;UN;1.023,70;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;85.990,59;84
4500145217;20;4600002571;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402847;POSTE CONC DUPL T 9 M 300 DAN;MC13001;;;;CDFL;INVT;119;UN;119;UN;1.023,70;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;121.820,00;119
4500145217;30;4600002571;70;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;38;UN;38;UN;1.383,38;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;52.568,25;38
4500145217;40;4600002571;70;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;64;UN;64;UN;1.383,38;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;88.536,00;64
4500145217;50;4600002571;20;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/02/2026;CA;400210;POSTE CONCRETO TRON CON 13M 1000KGF;MC13001;;;;CDFL;INVT;4;UN;4;UN;3.315,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;13.262,62;4
4500145238;10;4600003099;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;100;UN;100;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;191.766,00;100
4500145238;20;4600003099;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;100;UN;100;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;191.766,00;100
4500145238;30;4600002571;310;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;06/02/2026;CA;401349;POSTE CONCRETO CIRC 11M 1000DAN;MC13001;;;;CDFL;INVT;7;UN;7;UN;2.891,26;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;20.238,79;7
4500145245;10;4600002571;350;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;401296;POSTE CONCRETO TRON CON 11M 600KGF;MC13001;;;;CDFL;INVT;80;UN;80;UN;1.776,33;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;142.106,24;80
4500145245;20;4600002571;330;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;06/02/2026;CA;400995;POSTE CONCRETO DUPLO T 9M 1000DAN;MC13001;;;;CDFL;INVT;12;UN;12;UN;1.405,72;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;16.868,64;12
4500145589;10;4600002571;320;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;10/02/2026;CA;402098;POSTE CONCRETO DUPLO T 13M 1000DAN;MC13001;;;;CDFL;INVT;18;UN;18;UN;2.776,89;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;49.983,97;18
4500145616;10;4600003099;80;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A13;;10/02/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;119;UN;119;UN;1.917,66;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;228.201,54;119
4500149676;10;4600003506;10;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;16/03/2026;CA;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;MC13001;;;;CDFL;INVT;306;UN;306;UN;1.672,14;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;511.674,84;306
4500150174;10;4600003522;10;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;400228;POSTE CONCRETO CIRC 9M 300DAN;MC13001;;;;CDFL;INVT;14;UN;14;UN;1.170,87;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;16.392,18;14
4500150174;20;4600003522;20;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;401252;POSTE CONCRETO TRON CON 13M 600DAN;MC13001;;;;CDFL;INVT;20;UN;20;UN;3.241,05;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;64.821,00;20
4500150174;30;4600003522;70;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;408159;POSTE CONC ARM DUPL T 12M 300KGF;MC13001;;;;CDFL;INVT;5;UN;5;UN;1.594,95;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;7.974,75;5
4500150174;40;4600003522;30;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402188;POSTE CONCRETO TRON CON 11M 300KGF;MC13001;;;;CDFL;INVT;10;UN;10;UN;1.627,50;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;16.275,00;10
4500150174;50;4600003522;40;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402526;POSTE CONC DUPL T 13/400;MC13001;;;;CDFL;INVT;3;UN;3;UN;1.908,36;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;5.725,08;3
4500150174;60;4600003522;50;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402533;POSTE CONC DUPL T 11/1000;MC13001;;;;CDFL;INVT;50;UN;50;UN;2.357,55;BRL;1;0;0;1;2.357,55;1;2.357,55;1;ZF 1302603;117.877,50;49
4500150174;70;4600003522;60;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;24/03/2026;CA;402624;POSTE CONC DUPL T 13/600;MC13001;;;;CDFL;INVT;40;UN;40;UN;2.148,30;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;85.932,00;40
4500151487;10;4600003522;10;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;400228;POSTE CONCRETO CIRC 9M 300DAN;MC13001;;;;CDFL;INVT;17;UN;17;UN;1.170,87;BRL;1;0;0;17;19.904,79;17;19.904,79;1;ZF 1302603;19.904,79;0
4500151487;30;4600003522;30;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;402188;POSTE CONCRETO TRON CON 11M 300KGF;MC13001;;;;CDFL;INVT;10;UN;10;UN;1.627,50;BRL;1;0;0;10;16.275,00;10;16.275,00;1;ZF 1302603;16.275,00;0
4500151487;40;4600003522;40;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;402526;POSTE CONC DUPL T 13/400;MC13001;;;;CDFL;INVT;7;UN;7;UN;1.908,36;BRL;1;0;0;3;5.725,08;3;5.725,08;1;ZF 1302603;13.358,52;4
4500151487;50;4600003522;50;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;402533;POSTE CONC DUPL T 11/1000;MC13001;;;;CDFL;INVT;54;UN;54;UN;2.357,55;BRL;1;0;0;54;127.307,70;54;127.307,70;1;ZF 1302603;127.307,70;0
4500151487;60;4600003522;60;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;402624;POSTE CONC DUPL T 13/600;MC13001;;;;CDFL;INVT;57;UN;57;UN;2.148,30;BRL;1;0;0;57;122.453,10;57;122.453,10;1;ZF 1302603;122.453,10;0
4500151487;70;4600003522;20;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;14/04/2026;CA;401252;POSTE CONCRETO TRON CON 13M 600DAN;MC13001;;;;CDFL;INVT;15;UN;15;UN;3.241,05;BRL;1;0;0;15;48.615,75;15;48.615,75;1;ZF 1302603;48.615,75;0
4500151896;10;4600003522;110;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;16/04/2026;CA;402526;POSTE CONC DUPL T 13/400;MC13001;;;;CDFL;INVT;60;UN;60;UN;1.668,89;BRL;1;0;0;60;100.133,10;60;100.133,10;1;ZF 1302603;100.133,10;0
4500153244;10;4600003522;10;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/05/2026;C0;400228;POSTE CONCRETO CIRC 9M 300DAN;MC13001;;;;CDFL;INVT;5;UN;5;UN;1.259,00;BRL;1;0;0;5;6.295,00;5;6.295,00;1;ZF 1302603;6.295,00;0
4500153244;20;4600003522;20;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/05/2026;C0;401252;POSTE CONCRETO TRON CON 13M 600DAN;MC13001;;;;CDFL;INVT;25;UN;25;UN;3.485,00;BRL;1;0;0;25;87.125,00;25;87.125,00;1;ZF 1302603;87.125,00;0
4500153244;30;4600003522;50;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/05/2026;C0;402533;POSTE CONC DUPL T 11/1000;MC13001;;;;CDFL;INVT;45;UN;45;UN;2.535,00;BRL;1;0;0;45;114.075,00;45;114.075,00;1;ZF 1302603;114.075,00;0
4500153244;40;4600003522;60;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/05/2026;C0;402624;POSTE CONC DUPL T 13/600;MC13001;;;;CDFL;INVT;58;UN;58;UN;2.310,00;BRL;1;0;0;58;133.980,00;58;133.980,00;1;ZF 1302603;133.980,00;0
4500153244;50;4600003522;110;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;06/05/2026;CA;402526;POSTE CONC DUPL T 13/400;MC13001;;;;CDFL;INVT;40;UN;40;UN;1.668,89;BRL;1;0;0;40;66.755,40;40;66.755,40;1;ZF 1302603;66.755,40;0
4500153347;10;4600002571;330;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;11/05/2026;C0;400995;POSTE CONCRETO DUPLO T 9M 1000DAN;MC13001;;;;CDFL;INVT;20;UN;20;UN;1.757,15;BRL;1;0;0;20;35.143,00;20;35.143,00;1;ZF 1302603;35.143,00;0
4500153347;20;4600002571;350;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A03;;11/05/2026;C0;401296;POSTE CONCRETO TRON CON 11M 600KGF;MC13001;;;;CDFL;INVT;42;UN;42;UN;2.220,41;BRL;1;0;0;42;93.257,22;42;93.257,22;1;ZF 1302603;93.257,22;0
4500153349;10;4600002571;70;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;GAE;;11/05/2026;CA;402650;POSTE CONCRETO DUPLO T 9 M 600 DAN;MC13001;;;;CDFL;INVT;57;UN;57;UN;1.383,37;BRL;1;0;0;57;78.852,37;57;78.852,37;1;ZF 1302603;78.852,37;0
4500153356;10;4600003522;120;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A01;;11/05/2026;C0;402335;POSTE CONCRETO TRON CON 13M 400KGF;MC13001;;;;CDFL;INVT;1;UN;1;UN;2.052,00;BRL;1;0;0;1;2.052,00;1;2.052,00;1;ZF 1302603;2.052,00;0
4500153356;20;;0;1006698    AMAZONPOSTES INDUSTRIA DE ARTEFATOS;NB;F;A01;;11/05/2026;A0;408161;POSTE CONCRETO ARM TRON CON 12M 600KGF;MC13001;;;;CDFL;INVT;1;UN;1;UN;2.847,50;BRL;1;0;0;1;2.847,50;1;2.847,50;1;ZF 1302603;2.847,50;0
4500154427;10;;0;1006972    LANDIS+GYR EQUIPAMENTOS DE MEDICAO;ZCDR;F;GAE;;18/05/2026;C1;802130;BATERIA DE LITÍO. 1/2AA 3,6V 1,2AH S/T;MC20101;;;;CDFL;CUST;810;UN;810;UN;22,83;BRL;1;0;0;810;18.493,51;810;18.493,51;1;ZF 1302603;18.493,51;0
4500155548;10;4600003149;30;1006972    LANDIS+GYR EQUIPAMENTOS DE MEDICAO;NB;F;A01;;21/05/2026;C1;402423;MED IN 3E 4F 67 120 240V 10A ACL D;MC12501;;;;CDFL;INVT;43;UN;43;UN;4.271,45;BRL;1;0;0;43;183.672,47;43;183.672,47;1;ZF 1302603;183.672,47;0
4500143382;10;4600003024;40;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;401574;BRACO ANTIBALANCO PA PT 15KV 320MM;MC12002;;;;CDFL;INVT;455;UN;455;UN;18,55;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;8.441,84;455
4500143382;20;4600003024;20;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;MC12002;;;;CDFL;INVT;6.996;UN;6.996;UN;18,55;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;129.800,29;6.996
4500143382;30;4600003024;10;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A03;;16/01/2026;C1;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;MC12002;;;;CDFL;CUST;547;UN;547;UN;18,13;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;9.919,84;547
4500144240;10;4600003045;10;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;407355;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;MC12001;;;;CDFL;INVT;517;UN;517;UN;151,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;78.131,62;517
4500144240;20;4600003045;20;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;420;UN;420;UN;151,13;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;63.472,50;420
4500144240;30;4600003045;30;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;401547;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;INVT;507;UN;507;UN;230,17;BRL;1;0;0;507;116.698,72;507;116.698,72;1;ZF 1302603;116.698,72;0
4500144260;10;4600003045;70;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;800847;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;CUST;1.195;UN;1.195;UN;230,17;BRL;1;0;0;1.195;275.059,12;1.195;275.059,12;1;ZF 1302603;275.059,12;0
4500144260;20;4600003045;70;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;GAE;;22/01/2026;C1;800847;CRUZETA POL PE/FBN 90X112,5X2400MM;MC12001;;;;CDFL;CUST;1.195;UN;1.195;UN;230,17;BRL;1;0;0;1.195;275.059,12;1.195;275.059,12;1;ZF 1302603;275.059,12;0
4500144461;10;4600003439;20;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A12;;22/01/2026;C1;403161;PONTALETE FBV 100MM 6M;MC02201;;;;CDFL;INVT;780;UN;780;UN;276,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;215.276,96;780
4500155753;20;4600003439;30;1007001    TECFIBRAS INDUSTRIA E COMERCIO IMPO;NB;F;A12;;26/05/2026;C1;803470;PONTALETE FBV 100MM 6M;MC02001;;;;CDFL;CUST;340;UN;340;UN;276,00;BRL;1;0;0;340;93.838,67;340;93.838,67;1;ZF 1302603;93.838,67;0
4500143290;10;4600003060;140;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;400930;PARAFUSO CAB ABA AC 10MM 115MM;MC01301;;;;CDFL;INVT;9.106;UN;9.106;UN;2,22;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;20.193,47;9.106
4500143290;20;4600003060;20;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801064;PARAFUSO CAB ABA AC 10MM 115MM;MC01301;;;;CDFL;CUST;2.842;UN;2.842;UN;2,22;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;6.302,42;2.842
4500143290;30;4600003060;210;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401086;PARAFUSO CAB QD MAQ AC 5/8X6P;MC01301;;;;CDFL;INVT;13;UN;13;UN;6,82;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;88,66;13
4500143290;40;4600003060;110;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801191;PARAFUSO CAB QD MAQ AC 5/8X6P;MC01301;;;;CDFL;CUST;5;UN;5;UN;6,82;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;34,10;5
4500143290;50;4600003060;100;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800520;PARAFUSO CAB QD MAQ AC 5/8X16P;MC01301;;;;CDFL;CUST;122;UN;122;UN;14,74;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.798,28;122
4500143290;70;4600003060;150;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401239;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;INVT;5.505;UN;5.505;UN;19,40;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;106.819,02;5.505
4500143290;80;4600003060;30;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800922;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;CUST;2.132;UN;2.132;UN;19,40;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;41.369,33;2.132
4500143290;90;4600003060;160;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401155;PARAFUSO CAB QD AC 16MM 500MM;MC01301;;;;CDFL;INVT;1.290;UN;1.290;UN;17,59;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;22.692,65;1.290
4500143290;100;4600003060;40;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800118;PARAFUSO CAB QD AC 16MM 500MM;MC01301;;;;CDFL;CUST;226;UN;226;UN;17,59;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.975,61;226
4500143290;110;4600003060;180;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401706;PARAFUSO CAB QD AC 16MM 2P 350MM;MC01301;;;;CDFL;INVT;199;UN;199;UN;12,31;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.449,93;199
4500143290;120;4600003060;60;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;801391;PARAFUSO CAB QD AC 16MM 2P 350MM;MC01301;;;;CDFL;CUST;426;UN;426;UN;12,31;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;5.244,57;426
4500143290;130;4600003060;130;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401131;PARAFUSO CAB QD AC 16MM 225MM 300MM;MC01301;;;;CDFL;INVT;27.232;UN;27.232;UN;10,54;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;287.090,64;27.232
4500143290;140;4600003060;200;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;400951;PARAFUSO MAQ CAB QD AC 5/8X24P;MC01301;;;;CDFL;INVT;87;UN;87;UN;25,18;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.190,38;87
4500143335;10;4600003077;40;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;401485;BRACO SUPORTE TIPO C 580X365MM 851/6;MC12002;;;;CDFL;INVT;144;UN;144;UN;116,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;16.721,97;144
4500143335;20;4600003077;220;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;800256;BRACO SUPORTE TIPO C 580X365MM 851/6;MC12002;;;;CDFL;CUST;154;UN;154;UN;116,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;17.883,22;154
4500143335;30;4600003077;110;1007262    CENTROACO INDUSTRIA E COMERCIO DE A;NB;F;A03;;16/01/2026;C1;403931;BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV;MC12002;;;;CDFL;INVT;40;UN;40;UN;99,91;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.996,26;40
