CÓDIGO;DESCRIÇÃO;UDM;"LEAD 
TIME"
800129;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;M;60
800435;CINTA POSTE CIRC ACO 180MM;UN;60
803499;BROCA ACO PARA METAL  10MM2;UN;60
402333;CABO ELET QUAD 3X1X50+1X50MM2 0,6/1KV;M;60
401786;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;UN;60
800750;CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV;UN;60
801068;CONECTOR PERF AL 35-150MM2 / 35-150MM2;UN;90
402296;GANCHO OLHAL AC 17MM 5000KGF;UN;60
400142;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;UN;60
800202;ELO FUSIVEL BOTAO K 80A 500MM;UN;60
401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;UN;45
403675;ALCA PREFORM CABO CONC  3X25 + 25;UN;60
801635;ELO FUSIVEL BOTAO K 65A 500MM;UN;60
800228;ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2;UN;60
403306;MARCADOR IND PLAS 60ML MET ESF 3MM AM;UN;60
802178;MARCADOR IND PLAS 60ML MET ESF 3MM AM;UN;60
404287;PARAFUSO CAB SXT COBRE ESTANHADO 12X45MM;UN;60
403642;CABO AL CONCENTRICO 2F 2X16+16MM2;UN;90
803156;CONECTOR DERIV CUNHA 336,4MCM 1/0AWGM;UN;90
802245;SEPARADOR FASE BT  4/0 AWG 700 MM;PAR;60
800291;CONECTOR DER CUNHA AL 1/0AWG 4/0AWG;UN;90
402373;ESTRIBO BRACO L-EST-01 FOFO 200DAN;UN;60
800352;ESTRIBO BRACO L-EST-01 FOFO 200DAN;UN;60
400375;ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2;UN;60
800808;ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2;UN;60
400192;PARAFUSO CAB QD AC 16MM 250MM;UN;60
800929;PARAFUSO CAB QD AC 16MM 250MM;UN;60
803498;BROCA ACO PARA METAL  8MM2;UN;60
800813;CONECTOR DER CUNH AZ AL 2/0 4/0 336,4MCM;UN;90
801522;ELO FUSIVEL BOTAO K 80A 500MM;UN;60
110719;PRANCHETA PORT ACR FUME 230X340X3MM;0;60
400347;CABO COMANDO/CONTR 4X1,5MM2 0,6/1KV SBE;UN;60
400821;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;M;60
801178;ARMACAO SEC PRESB 1EST 4,2MM ACO;UN;60
804633;CABO AL CONCENTRICO 2F 2X16+16MM2;UN;90
403593;ALCA PREFORM CABO CONC 3X70 + 50;SAC;60
403515;ABRACADEIRA BAP 3 1200MMX381MM PARAF;UN;60
112068;BLOCO COLORIDO PARA RECADO;0;60
804640;CABO AL CONCENTRICO 3F 3X16+16MM2;UN;90
801213;"CONECTOR CUNHA AL 1/0;2 AWG 1/0;2/0AWG";UN;90
800274;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;UN;90
800521;PARAFUSO CAB QD 16X400MM AC;UN;60
400340;ESPACADOR MONOFAS COM GARRA 15KV;UN;60
402404;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;UN;90
800884;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;UN;90
802858;CONECTOR DER CUNHA AZ AL 336,4MCM 1/0AWG;UN;90
400545;CONECTOR PARAF FEND DER CU 2,5-70MM²;M;90
800364;CONECTOR PARAF FEND DER CU 2,5-70MM²;M;90
400906;HASTE ATERRAMENTO CI AC 14,3X2438MM;UN;90
403641;ALCA PREFORM CABO CONC  3X16 + 16;UN;60
805497;CABO COMANDO/CONTR 6X1,5MM2 0,6/1KV SBE;UN;60
800119;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;60
400111;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;M;80
800630;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;M;80
401686;PINO TOPO AC 25MM 389MM 2F 18X32MM;UN;60
803085;ROLO PINTURA PELO CARNEIRO 90MM C/ CABO;PEÇ;60
401191;TERMINAL COMPRESSAO OLHAL CU 240MM2;UN;90
408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;UN;80
801087;GANCHO OLHAL AC 17MM 5000KGF;UN;60
800810;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;M;60
401414;CABO COMANDO/CONTR 2X1,5MM2 0,6/1KV SBE;UN;60
800595;LACO LATERAL DUPLO 4/0AWG;UN;60
402005;TERMINAL COMPRESSAO OLHAL 120MM2 1F;UN;90
801135;PINO TOPO AC 25MM 389MM 2F 18X32MM;UN;60
803086;TRINCHA COM CERDAS DE NYLON TAMANHO 3;UN;60
400366;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;60
801199;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;60
401438;CINTA POSTE CIRC ACO 270MM;UN;60
800877;CONECTOR T AL 477MCM 954MCM;UN;90
800592;CONECTOR PERF AL 16-120MM2 /16-120MM2;UN;90
803443;PACOTE ESTOPA ALG ESP BR LIMP;UN;60
803102;BATERIA 9V;UN;60
402128;PARAFUSO CAB SXT LIGA AC 1/2X1.1/2P;UN;60
409373;TERMINAL PINO A COMP BORNE BIMETAL 70MM2;UN;90
403559;CONECTOR TIPO CUNHA  35MM  1/0 AWG;UN;90
403558;CONECTOR TIPO CUNHA  50MM  1/0 AWG;UN;90
802539;ESTILETE LARG 8MM;UN;60
402230;CONECTOR DER CUNHA AL 1/0AWG 4/0AWG;UN;90
402332;CINTA POSTE CIRC ACO 150MM;UN;60
401396;CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV;UN;60
801189;CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV;UN;60
401927;MANILHA SAPATILHA 5000DAN;UN;90
802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;UN;60
804444;CHAVE PHILIPS 1/4 X 6  POLEGADAS;M2;60
400543;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;UN;90
400228;POSTE CONCRETO CIRC 9M 300DAN;UN;45
800999;CABO ELET BT 3X10MM2 0,6/1 KV;M;60
401117;MAO-FRANCESA NORMAL AC 710X32X6,5MM;UN;60
801373;CONECTOR PARAL AL 10AWG-1/0AWG;M;90
800272;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;UN;90
800815;CONECTOR CUNHA AL 4/0 (4/0) AWG;CX;90
402672;ARAME GALV 14AWG;UN;60
401500;CONECTOR DER CUNHA AL 2/0AWG 4/0AWG;UN;90
800906;CONECTOR DER CUNHA AL 2/0AWG 4/0AWG;UN;90
402729;CONECTOR DERIV CUNHA AL 2/0AWG 4/0AWG;UN;90
110288;PILHA RECARREGAVEL PEQUENA AA;0;60
400518;"CONECTOR  CUNHA AL 1/0;2 AWG 1/0;2/0AWG";UN;90
400505;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;UN;90
404213;FIBRA OPTICA POF 2,2MM 100M;UN;60
803123;LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D;UN;60
400793;CONECTOR PERF SIMP 6-35 / 6-35MM2;UN;90
400507;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);KG;90
801347;PARAFUSO CAB QD MAQ AC 5/8X8P;UN;60
804637;CABO AL CONCENTRICO 3F 3X10+10MM2;UN;90
400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;UN;80
800944;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;UN;80
403594;ALCA PREFORM CABO CONC  2X16 + 16;UN;60
401234;LACO PREF ROLD CA 1/0AWG LJ;UN;60
407336;CABO ELETR 15KV AL PROT XLPE 70MM2 1F MT;M;60
800372;CINTA POSTE CIRC ACO 280MM;UN;60
400316;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;M;60
404223;TERMINAL PINO A COMP BORNE BIMETAL 50MM2;UN;90
402324;SELA CRUZETA POSTE AC 115MM 18MM;UN;60
401531;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;M;60
804632;CABO AL CONCENTRICO 2F 2X10+10MM2;UN;90
802260;CONECTOR DER CUNHA 336MCM 2/0AWG;UN;90
400527;CONECTOR DER CUNHA AL 4-2AWG 2AWG;PEÇ;90
802892;LUVA EMENDA CB AL COB 50MM2;UN;60
800763;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;M;60
801341;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;M;60
800357;EMENDA PREF COND AL 2AWG 711MM;UN;60
401358;TERMINAL OLHAL COMP P/ CABO COBRE 95MM;UN;90
804398;ESTILETE 18 MM;UN;60
400492;CINTA POSTE CIRC ACO 170MM;UN;60
402312;OLHAL PARAFUSO AC 16MM 5000DAN;UN;60
801215;CONECTOR DER CU 13-34MM2;UN;90
401086;PARAFUSO CAB QD MAQ AC 5/8X6P;UN;60
801191;PARAFUSO CAB QD MAQ AC 5/8X6P;UN;60
110077;TESOURA MULTIUSO AI CABO PLAS 21CM;0;60
801216;ELO FUSIVEL BOTAO DISTRIB K 50A 500MM;UN;60
802142;FOLHA N/TEC FIB SINT S-ULT FIN 134X240MM;MWH;60
110091;COLA PLAST BR ACET POLIV;0;60
802860;CONECTOR DER CUNHA AZ AL 336,4MCM 2/0AWG;UN;90
110356;PASTA L PLAST AZ 31X22CM;0;60
400661;ELO FUSIVEL BOTAO DISTR K 40A 500MM;UN;60
410041;PARAFUSO AUTO BROC CONIC PHILIPS 4.2X25M;CJ;60
800775;CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV;UN;60
400307;FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM;PEÇ;60
800861;CINTA POSTE CIRC ACO 170MM;UN;60
400443;CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV;UN;60
800824;ELO FUSIVEL BOTAO DISTR K 40A 500MM;UN;60
401546;EMENDA PREF COND AL 2AWG 711MM;UN;60
402111;ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM;UN;60
800894;ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM;UN;60
800616;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;60
800975;CABO  MULT 3X16+1X16MM² XLPE 0,6/1 KV;UN;60
401738;TERMINAL PRESSAO 185MM2;UN;90
800203;ELO FUSIVEL DISTRIB 30K 15KV 500MM;UN;60
804261;CORDA ESTATICA PA 12MM 2200KGF 48F;UN;60
110418;DISCO CORTE ACO 7P;0;60
402161;MANILHA AC 16MM 80MM 22MM 13500DAN;JG;90
800116;PARAFUSO CAB ABA AC 16MM 150MM;UN;60
110557;GRAMPO AC COB 26/6 CX 5000UN;0;60
800825;CONECTOR PARAL AL 1/0AWG;M;90
400806;ELO FUSIVEL DISTRIB 30K 15KV 500MM;UN;60
803646;PILHA MÉDIA ALCALINA TIPO C 1,5 V;UN;60
800294;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;M;90
800014;TERMINAL COMPRESSAO OLHAL 120MM2 1F;UN;90
400481;CABO  MULT 3X16+1X16MM² XLPE 0,6/1 KV;UN;60
800362;ELO FUSIVEL BOTAO DISTRIB K 30A 500MM;UN;60
802213;ELO FUSIVEL K 30A 500MM;UN;60
802766;VISOR PASTA SUSPENSA PP 80X30MM CX 50UN;UN;60
403113;DISJUNTOR 1P 127/220V 400VCA 32A;UN;60
800722;PARAFUSO CAB ABA AC 16MM 125MM;CJ;60
401436;CONECTOR DER AL 1/0-4/0AWG;UN;60
402359;PARAFUSO CAB ABA AC 16MM 125MM;CJ;60
801182;CONECTOR CUNHA AL 2AWG;UN;90
401620;LACO PREF ROLD CA 2/0AWG LJ;UN;60
800952;LACO PREF ROLD CA 2/0AWG LJ;UN;60
400459;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;M;60
402025;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;UN;60
801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;UN;60
401489;ESTRIBO NORMAL CU EST 2 4AWG;UN;60
801109;ESTRIBO NORMAL CU EST 2 4AWG;UN;60
802163;TRINCHA CERDA NR2;UN;60
400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;UN;90
402660;ELO FUSIVEL DISTRIB H 2A 500MM;UN;60
400930;PARAFUSO CAB ABA AC 10MM 115MM;CJ;60
401399;ELO FUSIVEL DISTRIB 20K 15KV 500MM;UN;60
403209;PRENSA CABO PVC 3/4P;UN;60
401910;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;UN;60
800981;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;M;60
800289;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);KG;90
804597;CORDA TRANC MULT 12MM BRANCA;PEÇ;60
800596;LACO DISTRIBUICAO PREF CAA 1/0AWG;UN;60
400442;CABO  MULT 2X16+1X16MM² XLPE 0,6/1 KV;UN;60
402188;POSTE CONCRETO TRON CON 11M 300KGF;UN;45
800033;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;M;60
402354;CONECTOR CUNHA AT AL VM 25-50MM2;UN;90
401056;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;60
801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;60
402123;ELO FUSIVEL BOTAO DISTRIB K 12A 500MM;UN;60
801303;ELO FUSIVEL BOTAO DISTRIB K 12A 500MM;UN;60
801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;UN;60
402117;ELO FUSIVEL BOTAO DISTRIB K 20A 500MM;UN;60
801114;ELO FUSIVEL BOTAO DISTRIB K 20A 500MM;UN;60
402741;ELO FUSIVEL BOTAO K 6A 500MM;UN;60
801826;ELO FUSIVEL BOTAO K 6A 500MM;UN;60
800012;TERMINAL PRE ISOL PINO TUBULAR 95MM2 AZ;UN;90
401131;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;60
402265;ELO FUSIVEL BOTAO DISTRIB H 3A 500MM;UN;60
801010;ELO FUSIVEL BOTAO DISTRIB H 3A 500MM;UN;60
400805;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;60
801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;60
801955;ELO FUSIVEL DISTRIB H 2A 500MM;UN;60
402733;ELO FUSIVEL H 1A 500MM;UN;60
801834;ELO FUSIVEL H 1A 500MM;UN;60
800897;ALCA PREFORM 6,4MM 1/4P AM 1219MM;M3;60
801274;CABO ELET ISOL CU PT 8AWG PVC 750V;UN;60
407438;DISCO DE CORTE ESMERILHADEIRA 7X1/16X7/8;UN;60
407270;DISCO DE CORTE P/ESMERI 4.1/2X3/64X7/8;UN;60
402260;CONECTOR CUNHA CU 5/8P 25-35MM;UN;90
800600;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;60
402127;PARAFUSO CAB ABA AC 16MM 45MM;UN;60
800110;PARAFUSO CAB ABA PESC QD AC 3/8PX115MM;UN;60
400942;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;60
800007;TERMINAL PRESSAO CU 70MM2;UN;90
803497;BROCA ACO PARA METAL  6MM2;UN;60
802911;SACO P/LIMPEZA ALG 80X55CM;UN;60
403513;ENVELOPE DE PLAST COM FECHO DE SEG;UN;60
401449;CONECTOR CUNHA AL 4/0(2) AWG;CX;90
801166;CONECTOR CUNHA AL 4/0(2) AWG;CX;90
804666;CABO AL CONCENTRICO 1F 1x16+16MM2;UN;60
800108;PARAFUSO CAB ABA AC 16MM 45MM;UN;60
400955;PARAFUSO CAB ABA AC 16MM 150MM;UN;60
112066;PAPEL AUTO ADES 38X50MM 100FL POST IT;0;60
400137;LACO PREF CA 2AWG PESC 57MM PURPURA;UN;60
401937;SAPATILHA CABO DE ACO 3/8P;UN;60
110215;CAIXA ARQUIVO PLAST CORRUG 360X135X250MM;0;60
805527;BATERIA MOEDA CR-2032-3V;UN;60
805360;TERMINAL TIPO OLHAL 35MM 1/4;UN;90
402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;60
801064;PARAFUSO CAB ABA AC 10MM 115MM;CJ;60
800614;LACO LATERAL DUPLO CA 2AWG;UN;60
401050;CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2;UN;90
800310;CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2;UN;90
403572;PRENSA CABO NYLON CURTO 1/2P;UN;60
805426;ESPUMA DE PEDREIRO 220MMX130MM;UN;60
801185;CABO  MULT 2X10+1X10 MM² XLPE 0,6/1 KV;PEÇ;60
401090;LACO LATERAL DUPLO CA 2AWG;UN;60
401844;PERFIL U AC 76X900MM REDE COMPACTA;UN;60
402235;CABO ELET ISOL AZ 2,5MM2;KG;60
401435;ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM;UN;60
800794;ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM;UN;60
801272;ALCA PREFORM DIST 2AWG 33,63MM2 660MM;UN;60
402401;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;60
802637;PASTA PLAST FINA ABAS ELAS 24,5X34CM;UN;60
805511;TERMINAL PINO PARA BORNE 35 MM;UN;90
401616;LACO PREF LATERAL DUPLO CA/CAA 336,4MCM;UN;60
800093;LACO PREF LATERAL DUPLO CA/CAA 336,4MCM;UN;60
404418;CABO MANGA 4V P/ REFLETOR LED 10M;M;60
803927;JUNTA INF NITRILICA 1,3KV 800A 67X80X6MM;UN;60
402611;ANEL AMAR SIL CZ 110MM 160MM;UN;60
801612;ANEL AMAR SIL CZ 110MM 160MM;UN;60
801006;CABO ELET ISOL 4MM2 PVC 750V;M;60
800804;CABO  MULT 1X16+1X16MM² XLPE 0,6/1 KV;PEÇ;60
801277;ELO FUSIVEL K 50A;UN;60
401105;LACO LATERAL DUPLO 4/0AWG;UN;60
401108;LACO DISTRIBUICAO PREF CAA 1/0AWG;UN;60
403838;ALCA PREFORM CABO CONC  1X16 + 16;UN;60
800917;LACO PREF CA 2AWG PESC 57MM PURPURA;UN;60
801146;LACO LATERAL PREF DUPLO 2/0AWG;UN;60
401916;LACO LATERAL PREF DUPLO 2/0AWG;UN;60
400130;LACO PREF ROLD CA 4/0AWG LJ;UN;60
802703;ABRACADEIRA 1P;UN;60
110555;CLIPE ACO NIQ N 2/0 CX 50 UM;0;60
110282;FITA ADES PVC TRANSP 50MMX50M;0;60
801047;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;60
400380;ALCA PREFORM SERV 50MM2 45MM2;UN;60
802119;CURVA ELET PVC 90G 1P;UN;60
802656;PASTA SUSP PP 361X240MM;UN;60
800668;SAPATILHA CABO DE ACO 3/8P;UN;60
110057;PAPEL AUTO ADES AM 76X76MM 100FL;0;60
803075;LIXA FERRO 20X28.5CM GRAO 220;UN;60
403323;CABO ELET FLEX 2X1,5MM2 0,6/1KV;M;60
400532;CONECTOR DER CUNHA AL 2AWG 1/0AWG;UN;90
800494;LACO PREF ROLD CA 1/0AWG LJ;UN;60
400974;PORCA QUADRADA AC 16MM 2MM;UN;60
800541;PORCA QUADRADA AC 16MM 2MM;UN;60
804320;TERMINAL PINO 35 MM2;UN;90
801062;LACO PREF ROLD CA 4/0AWG LJ;UN;60
110157;EXTRATOR GRAMPO ESPAT AI 15C;0;60
800977;TERMINAL ELET CU ELET 35MM2 LING RET 1F;UN;90
804146;CORDA TRANC MULT 8MM 5/16 BRANCA RL/220;PEÇ;60
801374;TERMINAL COMPRESSAO 95MM;UN;90
401840;LACO PREF ROLD CA 336,4 MCM LARANJA;UN;60
803962;JUNTA SUP NITRI 1,3KV 800A 27X47X55X4 MM;UN;60
110159;CLIPE PAPEL AC NIQ TAM 6/0;0;60
804446;TERMINAL TIPO OLHAL 25MM 1/4;UN;90
401088;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;60
401952;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;60
800505;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;60
801157;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;M;60
800226;ALCA PREFORM SERV CA 16MM2 305MM;UN;60
803961;JUNTA SUP NITRI 1,3KV 400A 16X36X42X4 MM;UN;60
401632;LACRE SEG MET 11DIG BR;UN;60
400122;LACO PREF TOPO CAA/CA 4/0AWG VM;UN;60
801228;LACO PREF TOPO CAA/CA 4/0AWG VM;UN;60
802464;CLIPE ACO NIQ N 4/0 CX 50UN;UN;60
802387;CANETA CORRETIVA MULTIUSO 8ML;UN;60
805363;TERMINAL TIPO OLHAL 16MM2 1/4;UN;90
401497;ARRUELA PRES AC PARAF 3/8P 15MM;PEÇ;60
110649;CLIPE PAPEL AC NIQ TAM N 3/0;0;60
800239;ALCA PREFORM SERV CA 25MM2 330MM;UN;60
401232;TERMINAL PRESSAO CU 50MM2;UN;90
110690;PINCEL MARC PERM REC PONTA RET/CHANF PT;0;60
400880;LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2;UN;60
400422;CARTUCHO PLA P/CUNHA AM FEST CALIB 20;UN;90
112242;CLIPE PAPEL AC NIQ TAM 8/0;0;60
800709;LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2;UN;60
400224;POSTE CONC DUPL T 11 M 300 DAN;UN;45
400683;ALCA PREFORM SERV 16MM2 5,0-5,7MM2;UN;60
407737;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;M;60
803926;JUNTA INF NITRILICA 1,3KV 400A 48X60X4MM;UN;60
407096;PROTETOR P/ CABO BT PVC COMP 2000MM;UN;40
402286;ALCA PREFORM DIST 2AWG 33,63MM2 660MM;UN;60
804883;ARRUELA QD AC 17,00MM 50,00MM 3,00MM;UN;60
401733;TERMINAL PRESSAO CU 70MM2;UN;90
400813;CABO ELETRICO ISOLADO SINGELO 6MM2;KG;60
110708;EXTRATOR GRAMPOS ESPATULA AI 150MM;0;60
802479;LUVA ELET PVC RIG PT 1;UN;60
800158;CABO ELETRICO ISOLADO SINGELO 6MM2;KG;60
803925;JUNTA INF NITRILICA 1,3KV 160A 33X45X4MM;UN;60
400809;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;90
801020;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;90
800768;CABO ELET ISOL AZ 2,5MM2;KG;60
800157;CABO ELET ISOL BR 2,5MM2;M;60
800715;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;60
110248;REGUA PLAS TRANSP 40CM ESC MM;0;60
405489;TERMINAL COMPRESSAO OLHAL ESTAN 16MM2 M6;UN;90
405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;UN;90
401981;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;UN;60
801263;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;UN;60
400673;ARRUELA QD 50X50X3MM 18MM AC;UN;60
800223;ARRUELA QD 50X50X3MM 18MM AC;UN;60
401102;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;60
402191;PARAFUSO SXT AC 11,11MM 7/16P 31,75MM;UN;60
805399;ARRUELA DE PRESSÃO, M8, ZINCADA;UN;60
805398;ARRUELA LISA, M8, ZINCADA;PEÇ;60
401874;CARTUCHO MET P/CUNHA AM FEST CALIB 22;UN;90
800681;CARTUCHO MET P/CUNHA AM FEST CALIB 22;UN;90
805400;PORCA SEXTAVADA, M8, ZINCADA;UN;60
401827;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;60
801203;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;60
400734;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;M;60
402136;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;UN;60
803929;JUNTA SUP NITRI 1,3KV 160A 10X24X30X4 MM;UN;60
401568;CONECTOR COMP DER 4/0AWG 3/0-4/0AWG;UN;90
405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;PEÇ;90
800798;CABO ELET FLEX 2,5MM VM;M;60
402229;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM;KG;60
402027;TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ;UN;90
400678;ALCA PREFORM SERV 35MM2 45MM2;UN;60
800976;PARAFUSO SXT AC 11,11MM 7/16P 31,75MM;UN;60
402335;POSTE CONCRETO TRON CON 13M 400KGF;UN;45
110730;ALICATE AMPERIMETRO DIGITAL CAT III 600V;UN;60
408742;BATERIA DRONE DJI MAVIC 3;M;60
804165;BINÓCULO PELICANO 7X50;UN;60
110210;BORRACHA DES PLAST BR 44X22,5X12MM;0;60
803770;CABO ELET ISOL 1,5MM2 CINZA;M;60
804167;CANIVETE PARA ELETRICISTA;UN;60
804169;CARRETILHA AL CORDA 5/8P C/GANCH AC FORJ;UN;60
409743;"CONJ MEDICAO 0,6KV; 200-5A ;USO EXT";UN;60
409744;"CONJ MEDICAO 0,6KV; 400-5A ;USO EXT";UN;60
405456;DRONE;UN;60
404215;KIT COM ROLDANAS PARAFUSO E SUPORTE;UN;60
409524;KIT STARLINK;UN;60
803658;MEDIDOR DE DISTÂNCIA COM RODAS;UN;60
805397;PARAFUSO SEXTAVADO M8x30MM ZINCADO;UN;60
112331;SOLDA ESTANHO CARRETEL;UN;60
401773;TERMINAL TUBULAR CU ESTANHADO 10MM2;UN;90
403553;TV LED 43P;UN;60
404441;TERMINAL PRE-ISOL PINO 6MM2 LING OLHAL;UN;90
401385;ALCA PREFORM SERV 1X1010MM2 200DAN;UN;60
400351;ALCA PREFORM SERV 1X16+16MM2;UN;60
403682;BUCHA LOK 01;PEÇ;60
804654;LIXA MADEIRA 120;UN;60
110097;APONTADOR LAPIS, COM DEPOSITO;0;60
402041;ARRUELA QD 5/8P;UN;60
402739;CONECTOR PF/KS 95-1807MM;UN;90
112065;CANETA MARCA TEXTO AM;0;60
112104;CANETA MARCA TEXTO VD;0;60
804447;TERMINAL TIPO OLHAL  10MM 1/4;UN;90
402456;TERMINAL OLHAL 4MM2 AM;UN;90
401870;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;UN;90
800070;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;UN;90
801250;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;UN;60
402310;CABO ELET ISOL VM 2,5MM2;UN;60
804253;TERMINAL PRE-ISOL OLHAL 1,5-2,5 MM2;UN;90
801195;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;UN;90
110185;CANETA ESFER AZ 1MM EMB C/50UN;0;60
400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;UN;90
803584;TERMINAL PRE ISOL TUB DUPLO 2,5MM² AZUL;UN;90
803583;TERMINAL PRE ISOL TUB SIMPLES 2,5MM² AZ;UN;90
803159;CABO ELET ISOL 1X1,5MM2 CU VD 750V;M;60
800051;CABO ELET ISOL SING 1.5MM2 BR;M;60
800048;CABO ELET ISOL SING 1.5MM2 VERMELHA;M;60
801017;CABO ELETR 750V CU SING PVC 1,5MM2 AZUL;UN;60
401252;POSTE CONCRETO TRON CON 13M 600DAN;UN;45
401360;POSTE FIBRA VIDRO E-CR 9M 300DAN;UN;60
410213;TINTA SPRAY 400ML;-;60
803977;ABRACADEIRA PLAS 300 X 4,80MM;UN;60
800243;ARRUELA PRES AC PARAF 3/8P 5/8P;UN;60
804374;FUSIVEL DE VIDRO RAPIDO 5 X 20MM 1,5A 25;UN;60
803206;TERMINAL PRE ISOLADO TIPO PINO 2,5MM AZ;UN;90
800215;ARRUELA LIS 3/8P 1119;UN;60
801083;PORCA SEXT AI304 3/8P UNC;UN;60
110256;ENVELOPE CORRES PAP 80G/M2 NT 410X310MM;0;60
407970;PARAFUSO PHIL BICROM CAB CHATA AGUL 45MM;UN;60
803129;ABRACADEIRA NYLON 5MMX300MM;UN;60
