CÓDIGO	DESCRIÇÃO	UDM	VALOR UNITÁRIO	"LEAD 
TIME"
403121	FITA ISOLANTE ELET PVC 19X0,19MM 20M PT	UN	21,63	60
800842	ALCA PREFORM ESTAI 3/8P 9,5MM 889MM	UN	21,59	60
402365	CONECTOR DER AL 1/0-4/0AWG 1/0-4/0AWG	UN	21,5	90
802167	SELANTE ADESIVO SIL INC 300ML	UN	21,36	60
402882	SUPORTE TRIANG CHAVE FACA 235X202X80MM	UN	21,32	60
803078	ROLO PINTURA  LA  23CM	PEÇ	21,24	60
402160	PARAFUSO OLH AC 16MM 450MM	UN	21,22	60
800041	CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV	UN	21,05	60
401036	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	UN	20,95	60
801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	UN	20,95	60
800499	MAO-FRANCESA NORMAL AC 710X32X6,5MM	UN	20,91	60
401823	CORDOALHA AC 6,3MM 1/4P 7F	UN	30,79	60
800496	MANILHA SAPATILHA 5000DAN	UN	20,69	90
403204	CABO COMANDO/CONTR 7X2,5MM2 0,6/1KV SBE	PEÇ	20,6	60
401908	CABO ELET NU CA 336,4MCM 170MM2 TULIP	M	20,51	60
800966	PARAFUSO OLH AC 16MM 450MM	UN	20,45	60
804031	TRENA DE BOLSO DE 5M	UN	20,31	60
402120	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	20,09	60
804025	LAMINA PARA ARCO DE SERRA DE 12 POL	UN	20,05	60
805427	 FITA TEFLON 18MMX50M	JG	20	60
804455	CHAVE FENDA PONTA CHATA ACO 6X100MM	UN	20	60
805525	DISCO DESBASTE 115X22MM FLAP GRAO 60	UN	20	60
402526	POSTE CONC DUPL T 13/400	UN	2080,5	45
402624	POSTE CONC DUPL T 13/600	UN	3125,5	45
800520	PARAFUSO CAB QD MAQ AC 5/8X16P	UN	20	60
406768	PORCA GAIOLA M5 METALICA/BICROMATIZADA	M2	20	60
401155	PARAFUSO CAB QD AC 16MM 500MM	UN	19,99	60
800118	PARAFUSO CAB QD AC 16MM 500MM	UN	19,99	60
401574	BRACO ANTIBALANCO PA PT 15KV 320MM	UN	19,95	60
800254	BRACO ANTIBALANCO PA PT 15KV 320MM	UN	19,95	60
400694	CABO ELETR 0,6/1KV CU PVC 25MM2 BT	M	19,93	60
410155	CX BLIND P/ CONEXAO C/ ABERT INTEL	UN	200	60
407126	TERMINAL COMP OLHAL BIMETÁLICO 35MM2	UN	19,8	90
804659	ELETRODO 7018 2,5MM ACO CARBONICO	UN	19,76	60
804499	DETERGENTE 5L	UN	19,28	60
402247	CINTA POSTE CIRC ACO 320MM	UN	19,16	60
803996	CADEADO 30MMx33MMx15MM	KG	19,11	60
401706	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	19	60
801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	19	60
410152	CX BLIND P/ MED BI C/ ABERT INTEL	UN	900	60
800054	CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2	UN	18,86	90
410147	CX BLIND P/ MED MONO C/ ABERT INTEL	UN	250	60
405539	CONECTOR PERF PRINC 16-120 DER 4-36 1AMP	UN	18,3	90
800348	GRAMPO ANCOR CUNHA AL 35MM2 400DAN	UN	18,18	60
410153	CX BLIND P/ MED TRI C/ ABERT INTEL	UN	350	60
404084	ESPACADOR LOSANG CLASSE 15KV C/ GARRAS	UN	29,92	60
805501	CABO ELET FLEXIVEL 3X6MM2 PRETO 0,6/1KV	M	18	60
805508	CORRENTE 3/8 1.1MM 22 DNT HT/135	UN	18	60
404622	CONECTOR PARAFUSO FENDIDO KS-26	M	17,98	90
803196	CONECTOR FIBRA OPTICA CLICK  POF 2,2MM	UN	17,91	90
409260	TERMINAL A COMP PARA BORNE PINO 95MM	UN	17,5	45
801161	SUPORTE Z AC REDE COMPACTA 400 DAN	UN	16,75	60
403843	CABO AL CONCENTRICO 3F 3X16+16MM2	UN	16,61	90
408165	POSTE CONCRETO ARM TRON CON 12M 300KGF	CX	2679,53	45
801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	16,5	60
800852	FITA ISOLANTE ELET PVC 19X0,19MM 20M PT	UN	16,4	60
403390	PRENSA CABO PVC 1P	PEÇ	16,33	60
801304	CINTA POSTE CIRC ACO 160MM	UN	16,23	60
400484	CINTA POSTE CIRC ACO 280MM	UN	16,03	60
803084	ROLO PINTURA PELO DE CARNEIRO  150MM	UN	15,96	60
805478	SEPARADOR FASE BT  4/0 AWG 700 MM	PAR	15,59	60
409963	SEPARADOR FASE BT 4/0 AWG 700 MM	UN	15,59	60
802145	LIMPA CONTATO SPRAY 300ML	UN	15,51	60
402065	CINTA POSTE CIRC ACO 180MM	UN	15,48	60
800848	ELO FUSIVEL BOTAO DISTRIB K 100A 500MM	PEÇ	15,48	60
410212	FITA AUTOADESIVA BLINDAGEM 10cmX10m	-	32	60
801186	OLHAL PARAFUSO AC 16MM 5000DAN	UN	15,35	60
402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	15,31	60
404719	FIXADOR PERFIL U AC 150DAN 300DAN	UN	22,36	60
804638	CABO AL CONCENTRICO 2F 2X25+25MM2	PEÇ	15,05	90
402155	CONECTOR DER CUNHA AL 2AWG 336,4MCM	UN	15,05	90
403830	ALCA PREFORM CABO CONC 3X50 + 50	UN	15,03	60
409738	ANTENA 4G/GSM 5BAND 8DBI SMA-M	UN	15	60
400318	CONECTOR AUTO PERF 50-120/4-35MM2	UN	15	90
407169	DISCO CORTE 4.1/2x1/16x7/8	UN	15	60
409790	FILTRO DE TEFLON	UN	15	60
803028	LUVA EMENDA COMPR COBRE NU 95MM	UN	15	60
408161	POSTE CONCRETO ARM TRON CON 12M 600KGF	UN	3050,08	45
804453	PRANCHETA MAD COMP C/PREND MET 230X340M	UN	15	60
800129	CABO ELETR 0,6/1KV CU PVC 25MM2 BT	M	14,9	60
800435	CINTA POSTE CIRC ACO 180MM	UN	14,83	60
803499	BROCA ACO PARA METAL  10MM2	UN	14,7	60
402333	CABO ELET QUAD 3X1X50+1X50MM2 0,6/1KV	M	14,6	60
401786	CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV	UN	14,57	60
800750	CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV	UN	14,57	60
801068	CONECTOR PERF AL 35-150MM2 / 35-150MM2	UN	14,51	90
402296	GANCHO OLHAL AC 17MM 5000KGF	UN	11,73	60
400142	GRAMPO LV OLHAL 18MM 10-120/10-70MM2	UN	69,1	60
800202	ELO FUSIVEL BOTAO K 80A 500MM	UN	14,43	60
401465	CONECTOR PERF AL 16-120MM2 / 16-120MM2	UN	14,33	45
403675	ALCA PREFORM CABO CONC  3X25 + 25	UN	13,85	60
801635	ELO FUSIVEL BOTAO K 65A 500MM	UN	13,83	60
800228	ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2	UN	13,79	60
403306	MARCADOR IND PLAS 60ML MET ESF 3MM AM	UN	13,79	60
802178	MARCADOR IND PLAS 60ML MET ESF 3MM AM	UN	13,79	60
404287	PARAFUSO CAB SXT COBRE ESTANHADO 12X45MM	UN	13,77	60
403642	CABO AL CONCENTRICO 2F 2X16+16MM2	UN	13,68	90
803156	CONECTOR DERIV CUNHA 336,4MCM 1/0AWGM	UN	13,62	90
802245	SEPARADOR FASE BT  4/0 AWG 700 MM	PAR	13,6	60
800291	CONECTOR DER CUNHA AL 1/0AWG 4/0AWG	UN	13,49	90
402373	ESTRIBO BRACO L-EST-01 FOFO 200DAN	UN	13,47	60
800352	ESTRIBO BRACO L-EST-01 FOFO 200DAN	UN	13,47	60
400375	ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2	UN	13,38	60
800808	ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2	UN	13,38	60
400192	PARAFUSO CAB QD AC 16MM 250MM	UN	13,12	60
800929	PARAFUSO CAB QD AC 16MM 250MM	UN	13,12	60
803498	BROCA ACO PARA METAL  8MM2	UN	13,1	60
800813	CONECTOR DER CUNH AZ AL 2/0 4/0 336,4MCM	UN	13,08	90
801522	ELO FUSIVEL BOTAO K 80A 500MM	UN	13,05	60
110719	PRANCHETA PORT ACR FUME 230X340X3MM	0	13,03	60
400347	CABO COMANDO/CONTR 4X1,5MM2 0,6/1KV SBE	UN	13	60
400821	CABO ELET 15KV AL PROT XLPE 120MM2 1F MT	M	12,92	60
801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	12,78	60
804633	CABO AL CONCENTRICO 2F 2X16+16MM2	UN	12,63	90
403593	ALCA PREFORM CABO CONC 3X70 + 50	SAC	12,6	60
403515	ABRACADEIRA BAP 3 1200MMX381MM PARAF	UN	12,55	60
112068	BLOCO COLORIDO PARA RECADO	0	12,34	60
804640	CABO AL CONCENTRICO 3F 3X16+16MM2	UN	12,3	90
801213	CONECTOR CUNHA AL 1/0;2 AWG 1/0;2/0AWG	UN	12,27	90
800274	CONECTOR CUNHA DE AL 2/0 (1/0) AWG	UN	12,27	90
800521	PARAFUSO CAB QD 16X400MM AC	UN	12,22	60
400340	ESPACADOR MONOFAS COM GARRA 15KV	UN	12,21	60
402404	CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG	UN	12,15	90
800884	CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG	UN	12,15	90
802858	CONECTOR DER CUNHA AZ AL 336,4MCM 1/0AWG	UN	12,1	90
400545	CONECTOR PARAF FEND DER CU 2,5-70MM²	M	12,07	90
800364	CONECTOR PARAF FEND DER CU 2,5-70MM²	M	12,07	90
400906	HASTE ATERRAMENTO CI AC 14,3X2438MM	UN	91,6	90
403641	ALCA PREFORM CABO CONC  3X16 + 16	UN	12	60
805497	CABO COMANDO/CONTR 6X1,5MM2 0,6/1KV SBE	UN	12	60
800119	PARAFUSO CAB QD AC 16MM 225MM 300MM	UN	11,98	60
400111	ISOLADOR CAST PORC 13,8KV 90MM 3400DAN	M	11,92	80
800630	ISOLADOR CAST PORC 13,8KV 90MM 3400DAN	M	11,92	80
401686	PINO TOPO AC 25MM 389MM 2F 18X32MM	UN	11,9	60
803085	ROLO PINTURA PELO CARNEIRO 90MM C/ CABO	PEÇ	11,86	60
401191	TERMINAL COMPRESSAO OLHAL CU 240MM2	UN	11,8	90
408994	ISOLADOR PINO, POLIMERICO COM TRAVAS	UN	25,24	80
801087	GANCHO OLHAL AC 17MM 5000KGF	UN	11,73	60
800810	CABO ELET 15KV AL PROT XLPE 120MM2 1F MT	M	11,72	60
401414	CABO COMANDO/CONTR 2X1,5MM2 0,6/1KV SBE	UN	11,5	60
800595	LACO LATERAL DUPLO 4/0AWG	UN	11,46	60
402005	TERMINAL COMPRESSAO OLHAL 120MM2 1F	UN	11,45	90
801135	PINO TOPO AC 25MM 389MM 2F 18X32MM	UN	11,42	60
803086	TRINCHA COM CERDAS DE NYLON TAMANHO 3	UN	11,42	60
400366	ALCA PREFORM DIST 4/0 AWG 120MM2	UN	11,3	60
801199	ALCA PREFORM DIST 4/0 AWG 120MM2	UN	11,3	60
401438	CINTA POSTE CIRC ACO 270MM	UN	11,29	60
800877	CONECTOR T AL 477MCM 954MCM	UN	11,18	90
800592	CONECTOR PERF AL 16-120MM2 /16-120MM2	UN	11,14	90
803443	PACOTE ESTOPA ALG ESP BR LIMP	UN	11,07	60
803102	BATERIA 9V	UN	11	60
402128	PARAFUSO CAB SXT LIGA AC 1/2X1.1/2P	UN	11	60
409373	TERMINAL PINO A COMP BORNE BIMETAL 70MM2	UN	11	90
403559	CONECTOR TIPO CUNHA  35MM  1/0 AWG	UN	10,85	90
403558	CONECTOR TIPO CUNHA  50MM  1/0 AWG	UN	10,83	90
802539	ESTILETE LARG 8MM	UN	10,78	60
402230	CONECTOR DER CUNHA AL 1/0AWG 4/0AWG	UN	10,74	90
402332	CINTA POSTE CIRC ACO 150MM	UN	10,6	60
401396	CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV	UN	10,59	60
801189	CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV	UN	10,59	60
401927	MANILHA SAPATILHA 5000DAN	UN	20,69	90
802405	ALCA PREFORM 6,4MM 1/4P AM 635MM	UN	10,58	60
804444	CHAVE PHILIPS 1/4 X 6  POLEGADAS	M2	10,53	60
400543	CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM	UN	10,52	90
400228	POSTE CONCRETO CIRC 9M 300DAN	UN	2197,02	45
800999	CABO ELET BT 3X10MM2 0,6/1 KV	M	10,45	60
401117	MAO-FRANCESA NORMAL AC 710X32X6,5MM	UN	19,85	60
801373	CONECTOR PARAL AL 10AWG-1/0AWG	M	10,37	90
800272	CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM	UN	10,35	90
800815	CONECTOR CUNHA AL 4/0 (4/0) AWG	CX	10,32	90
402672	ARAME GALV 14AWG	UN	10,31	60
401500	CONECTOR DER CUNHA AL 2/0AWG 4/0AWG	UN	10,1	90
800906	CONECTOR DER CUNHA AL 2/0AWG 4/0AWG	UN	10,1	90
402729	CONECTOR DERIV CUNHA AL 2/0AWG 4/0AWG	UN	10,1	90
110288	PILHA RECARREGAVEL PEQUENA AA	0	9,9	60
400518	CONECTOR  CUNHA AL 1/0;2 AWG 1/0;2/0AWG	UN	9,85	90
400505	CONECTOR CUNHA DE AL 2/0 (1/0) AWG	UN	9,85	90
404213	FIBRA OPTICA POF 2,2MM 100M	UN	9,68	60
803123	LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D	UN	9,6	60
400793	CONECTOR PERF SIMP 6-35 / 6-35MM2	UN	9,48	90
400507	CONECTOR PARAL AL 10-2/0AWG (6-70MM2)	KG	9,31	90
801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	9,31	60
804637	CABO AL CONCENTRICO 3F 3X10+10MM2	UN	9,28	90
400140	ISOLADOR RODL PORC 15KV 81X47MM 1350DAN	UN	9,27	80
800944	ISOLADOR RODL PORC 15KV 81X47MM 1350DAN	UN	9,27	80
403594	ALCA PREFORM CABO CONC  2X16 + 16	UN	9,24	60
401234	LACO PREF ROLD CA 1/0AWG LJ	UN	9,21	60
407336	CABO ELETR 15KV AL PROT XLPE 70MM2 1F MT	M	9,18	60
800372	CINTA POSTE CIRC ACO 280MM	UN	9,02	60
400316	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	9	60
404223	TERMINAL PINO A COMP BORNE BIMETAL 50MM2	UN	9	90
402324	SELA CRUZETA POSTE AC 115MM 18MM	UN	8,94	60
401531	CABO ELET ISOL PVC PT 10MM2 0,6/1KV	M	8,88	60
804632	CABO AL CONCENTRICO 2F 2X10+10MM2	UN	8,78	90
802260	CONECTOR DER CUNHA 336MCM 2/0AWG	UN	8,74	90
400527	CONECTOR DER CUNHA AL 4-2AWG 2AWG	PEÇ	8,72	90
802892	LUVA EMENDA CB AL COB 50MM2	UN	8,65	60
800763	CABO ELET ISOL PVC PT 10MM2 0,6/1KV	M	8,61	60
801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	8,3	60
800357	EMENDA PREF COND AL 2AWG 711MM	UN	8,26	60
401358	TERMINAL OLHAL COMP P/ CABO COBRE 95MM	UN	8,2	90
804398	ESTILETE 18 MM	UN	8,13	60
400492	CINTA POSTE CIRC ACO 170MM	UN	7,94	60
402312	OLHAL PARAFUSO AC 16MM 5000DAN	UN	15,35	60
801215	CONECTOR DER CU 13-34MM2	UN	7,91	90
401086	PARAFUSO CAB QD MAQ AC 5/8X6P	UN	7,84	60
801191	PARAFUSO CAB QD MAQ AC 5/8X6P	UN	7,84	60
110077	TESOURA MULTIUSO AI CABO PLAS 21CM	0	7,81	60
801216	ELO FUSIVEL BOTAO DISTRIB K 50A 500MM	UN	7,8	60
802142	FOLHA N/TEC FIB SINT S-ULT FIN 134X240MM	MWH	7,76	60
110091	COLA PLAST BR ACET POLIV	0	7,75	60
802860	CONECTOR DER CUNHA AZ AL 336,4MCM 2/0AWG	UN	7,73	90
110356	PASTA L PLAST AZ 31X22CM	0	7,72	60
400661	ELO FUSIVEL BOTAO DISTR K 40A 500MM	UN	7,66	60
410041	PARAFUSO AUTO BROC CONIC PHILIPS 4.2X25M	CJ	1,2	60
800775	CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV	UN	7,57	60
400307	FIXADOR PREFORMADO 6,4MM 1/4P AM 1219MM	PEÇ	7,52	60
800861	CINTA POSTE CIRC ACO 170MM	UN	7,51	60
400443	CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV	UN	7,43	60
800824	ELO FUSIVEL BOTAO DISTR K 40A 500MM	UN	7,35	60
401546	EMENDA PREF COND AL 2AWG 711MM	UN	7,11	60
402111	ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM	UN	7,05	60
800894	ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM	UN	7,05	60
800616	LACO LATERAL PREF CAA E CA 1/0AWG DUPLO	UN	6,97	60
800975	CABO  MULT 3X16+1X16MM² XLPE 0,6/1 KV	UN	6,9	60
401738	TERMINAL PRESSAO 185MM2	UN	6,84	90
800203	ELO FUSIVEL DISTRIB 30K 15KV 500MM	UN	6,81	60
804261	CORDA ESTATICA PA 12MM 2200KGF 48F	UN	6,8	60
110418	DISCO CORTE ACO 7P	0	6,8	60
402161	MANILHA AC 16MM 80MM 22MM 13500DAN	JG	6,77	90
800116	PARAFUSO CAB ABA AC 16MM 150MM	UN	6,65	60
110557	GRAMPO AC COB 26/6 CX 5000UN	0	6,5	60
800825	CONECTOR PARAL AL 1/0AWG	M	6,41	90
400806	ELO FUSIVEL DISTRIB 30K 15KV 500MM	UN	6,35	60
803646	PILHA MÉDIA ALCALINA TIPO C 1,5 V	UN	6,33	60
800294	CONECTOR PARAL AL 1/0-4/0AWG ET-ELB	M	6,31	90
800014	TERMINAL COMPRESSAO OLHAL 120MM2 1F	UN	6,31	90
400481	CABO  MULT 3X16+1X16MM² XLPE 0,6/1 KV	UN	6,16	60
800362	ELO FUSIVEL BOTAO DISTRIB K 30A 500MM	UN	6,13	60
802213	ELO FUSIVEL K 30A 500MM	UN	6,13	60
802766	VISOR PASTA SUSPENSA PP 80X30MM CX 50UN	UN	6,02	60
403113	DISJUNTOR 1P 127/220V 400VCA 32A	UN	5,99	60
800722	PARAFUSO CAB ABA AC 16MM 125MM	CJ	5,95	60
401436	CONECTOR DER AL 1/0-4/0AWG	UN	5,94	60
402359	PARAFUSO CAB ABA AC 16MM 125MM	CJ	5,93	60
801182	CONECTOR CUNHA AL 2AWG	UN	5,92	90
401620	LACO PREF ROLD CA 2/0AWG LJ	UN	5,92	60
800952	LACO PREF ROLD CA 2/0AWG LJ	UN	5,92	60
400459	CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT	M	5,82	60
402025	ELO FUSIVEL BOTAO DISTRIB K 25A 500MM	UN	5,82	60
801220	ELO FUSIVEL BOTAO DISTRIB K 25A 500MM	UN	5,82	60
401489	ESTRIBO NORMAL CU EST 2 4AWG	UN	5,81	60
801109	ESTRIBO NORMAL CU EST 2 4AWG	UN	5,81	60
802163	TRINCHA CERDA NR2	UN	5,8	60
400283	TERMINAL PRESSAO CU 240MM2 C/SAPATA	UN	5,76	90
402660	ELO FUSIVEL DISTRIB H 2A 500MM	UN	5,56	60
400930	PARAFUSO CAB ABA AC 10MM 115MM	CJ	3,99	60
401399	ELO FUSIVEL DISTRIB 20K 15KV 500MM	UN	5,53	60
403209	PRENSA CABO PVC 3/4P	UN	5,49	60
401910	ELO FUSIVEL BOTAO DISTRIB K 15A 500MM	UN	5,46	60
800981	CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT	M	5,42	60
800289	CONECTOR PARAL AL 10-2/0AWG (6-70MM2)	KG	5,41	90
804597	CORDA TRANC MULT 12MM BRANCA	PEÇ	5,41	60
800596	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	5,4	60
400442	CABO  MULT 2X16+1X16MM² XLPE 0,6/1 KV	UN	5,39	60
402188	POSTE CONCRETO TRON CON 11M 300KGF	UN	2393,05	45
800033	CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT	M	5,25	60
402354	CONECTOR CUNHA AT AL VM 25-50MM2	UN	5,25	90
401056	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	5,18	60
801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	5,18	60
402123	ELO FUSIVEL BOTAO DISTRIB K 12A 500MM	UN	5,18	60
801303	ELO FUSIVEL BOTAO DISTRIB K 12A 500MM	UN	5,18	60
801233	ELO FUSIVEL BOTAO DISTRIB K 15A 500MM	UN	5,18	60
402117	ELO FUSIVEL BOTAO DISTRIB K 20A 500MM	UN	5,18	60
801114	ELO FUSIVEL BOTAO DISTRIB K 20A 500MM	UN	5,18	60
402741	ELO FUSIVEL BOTAO K 6A 500MM	UN	5,18	60
801826	ELO FUSIVEL BOTAO K 6A 500MM	UN	5,18	60
800012	TERMINAL PRE ISOL PINO TUBULAR 95MM2 AZ	UN	5,16	90
401131	PARAFUSO CAB QD AC 16MM 225MM 300MM	UN	12,06	60
402265	ELO FUSIVEL BOTAO DISTRIB H 3A 500MM	UN	5,13	60
801010	ELO FUSIVEL BOTAO DISTRIB H 3A 500MM	UN	5,13	60
400805	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	5,13	60
801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	5,13	60
801955	ELO FUSIVEL DISTRIB H 2A 500MM	UN	5,13	60
402733	ELO FUSIVEL H 1A 500MM	UN	5,13	60
801834	ELO FUSIVEL H 1A 500MM	UN	5,13	60
800897	ALCA PREFORM 6,4MM 1/4P AM 1219MM	M3	5,11	60
801274	CABO ELET ISOL CU PT 8AWG PVC 750V	UN	5,02	60
407438	DISCO DE CORTE ESMERILHADEIRA 7X1/16X7/8	UN	5	60
407270	DISCO DE CORTE P/ESMERI 4.1/2X3/64X7/8	UN	5	60
402260	CONECTOR CUNHA CU 5/8P 25-35MM	UN	4,94	90
800600	LACO DISTRIBUICAO PREF CAA 2/0AWG AC	UN	4,85	60
402127	PARAFUSO CAB ABA AC 16MM 45MM	UN	4,79	60
800110	PARAFUSO CAB ABA PESC QD AC 3/8PX115MM	UN	4,76	60
400942	PARAFUSO CAB ABA PESC QD AC 16MM 70MM	UN	4,69	60
800007	TERMINAL PRESSAO CU 70MM2	UN	4,59	90
803497	BROCA ACO PARA METAL  6MM2	UN	4,55	60
802911	SACO P/LIMPEZA ALG 80X55CM	UN	4,46	60
403513	ENVELOPE DE PLAST COM FECHO DE SEG	UN	4,35	60
401449	CONECTOR CUNHA AL 4/0(2) AWG	CX	4,34	90
801166	CONECTOR CUNHA AL 4/0(2) AWG	CX	4,34	90
804666	CABO AL CONCENTRICO 1F 1x16+16MM2	UN	4,28	60
800108	PARAFUSO CAB ABA AC 16MM 45MM	UN	4,25	60
400955	PARAFUSO CAB ABA AC 16MM 150MM	UN	4,21	60
112066	PAPEL AUTO ADES 38X50MM 100FL POST IT	0	4,2	60
400137	LACO PREF CA 2AWG PESC 57MM PURPURA	UN	4,19	60
401937	SAPATILHA CABO DE ACO 3/8P	UN	4,11	60
110215	CAIXA ARQUIVO PLAST CORRUG 360X135X250MM	0	4,1	60
805527	BATERIA MOEDA CR-2032-3V	UN	4	60
805360	TERMINAL TIPO OLHAL 35MM 1/4	UN	4	90
402433	PARA-RAIO DISTRIB POL 12KV 10KA S/CENT	UN	165	60
801064	PARAFUSO CAB ABA AC 10MM 115MM	CJ	3,99	60
800614	LACO LATERAL DUPLO CA 2AWG	UN	3,9	60
401050	CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2	UN	3,87	90
800310	CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2	UN	3,87	90
403572	PRENSA CABO NYLON CURTO 1/2P	UN	3,83	60
805426	ESPUMA DE PEDREIRO 220MMX130MM	UN	3,75	60
801185	CABO  MULT 2X10+1X10 MM² XLPE 0,6/1 KV	PEÇ	3,71	60
401090	LACO LATERAL DUPLO CA 2AWG	UN	3,61	60
401844	PERFIL U AC 76X900MM REDE COMPACTA	UN	125,56	60
402235	CABO ELET ISOL AZ 2,5MM2	KG	3,55	60
401435	ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM	UN	3,54	60
800794	ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM	UN	3,54	60
801272	ALCA PREFORM DIST 2AWG 33,63MM2 660MM	UN	3,54	60
402401	PINO ISOLADOR POLIMERICO AC 15KV 200MM	UN	30,54	60
802637	PASTA PLAST FINA ABAS ELAS 24,5X34CM	UN	3,5	60
805511	TERMINAL PINO PARA BORNE 35 MM	UN	3,5	90
401616	LACO PREF LATERAL DUPLO CA/CAA 336,4MCM	UN	3,42	60
800093	LACO PREF LATERAL DUPLO CA/CAA 336,4MCM	UN	3,42	60
404418	CABO MANGA 4V P/ REFLETOR LED 10M	M	3,4	60
803927	JUNTA INF NITRILICA 1,3KV 800A 67X80X6MM	UN	3,34	60
402611	ANEL AMAR SIL CZ 110MM 160MM	UN	3,31	60
801612	ANEL AMAR SIL CZ 110MM 160MM	UN	3,31	60
801006	CABO ELET ISOL 4MM2 PVC 750V	M	3,29	60
800804	CABO  MULT 1X16+1X16MM² XLPE 0,6/1 KV	PEÇ	3,25	60
801277	ELO FUSIVEL K 50A	UN	3,23	60
401105	LACO LATERAL DUPLO 4/0AWG	UN	3,21	60
401108	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	3,17	60
403838	ALCA PREFORM CABO CONC  1X16 + 16	UN	3,16	60
800917	LACO PREF CA 2AWG PESC 57MM PURPURA	UN	3,13	60
801146	LACO LATERAL PREF DUPLO 2/0AWG	UN	3,1	60
401916	LACO LATERAL PREF DUPLO 2/0AWG	UN	3,08	60
400130	LACO PREF ROLD CA 4/0AWG LJ	UN	3,03	60
802703	ABRACADEIRA 1P	UN	3	60
110555	CLIPE ACO NIQ N 2/0 CX 50 UM	0	3	60
110282	FITA ADES PVC TRANSP 50MMX50M	0	3	60
801047	ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM	UN	2,93	60
400380	ALCA PREFORM SERV 50MM2 45MM2	UN	2,92	60
802119	CURVA ELET PVC 90G 1P	UN	2,92	60
802656	PASTA SUSP PP 361X240MM	UN	2,9	60
800668	SAPATILHA CABO DE ACO 3/8P	UN	2,84	60
110057	PAPEL AUTO ADES AM 76X76MM 100FL	0	2,8	60
803075	LIXA FERRO 20X28.5CM GRAO 220	UN	2,78	60
403323	CABO ELET FLEX 2X1,5MM2 0,6/1KV	M	2,75	60
400532	CONECTOR DER CUNHA AL 2AWG 1/0AWG	UN	2,65	90
800494	LACO PREF ROLD CA 1/0AWG LJ	UN	2,63	60
400974	PORCA QUADRADA AC 16MM 2MM	UN	2,6	60
800541	PORCA QUADRADA AC 16MM 2MM	UN	2,6	60
804320	TERMINAL PINO 35 MM2	UN	2,6	90
801062	LACO PREF ROLD CA 4/0AWG LJ	UN	2,59	60
110157	EXTRATOR GRAMPO ESPAT AI 15C	0	2,5	60
800977	TERMINAL ELET CU ELET 35MM2 LING RET 1F	UN	2,45	90
804146	CORDA TRANC MULT 8MM 5/16 BRANCA RL/220	PEÇ	2,41	60
801374	TERMINAL COMPRESSAO 95MM	UN	2,39	90
401840	LACO PREF ROLD CA 336,4 MCM LARANJA	UN	2,35	60
803962	JUNTA SUP NITRI 1,3KV 800A 27X47X55X4 MM	UN	2,31	60
110159	CLIPE PAPEL AC NIQ TAM 6/0	0	2,24	60
804446	TERMINAL TIPO OLHAL 25MM 1/4	UN	2,2	90
