Tipo de depósito	Posição no depósito	Produto	Descrição breve do produto	UM básica	Qtd.disponível UMB	Tipo de estoque	Denominação do tipo de estoque	Preço do material	Valor total
GA03	3G-03-09A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	4160	L2	Utilização livre depósito INVT	10,87	45219,2
GA03	3G-03-09B	110665	UNIAO ELET RIG MC-FM AL 65MM (2.1/2P)	UN	3	F3	Utilização livre depósito CUST	18,07	54,21
GA03	3G-03-09B	403706	LUVA TUBO COND AGUA FRIA PVC RIG 2P	UN	4	L2	Utilização livre depósito INVT	4,73	18,92
GA03	3G-03-09B	403980	LUVA TUBO COND AGUA FRIA PVC RIG 1.1/2P	UN	9	L2	Utilização livre depósito INVT	0,8	7,2
GA03	3G-03-09B	404869	TE SOLDAVEL 60MM PVC AGUA FRIA	UN	20	L2	Utilização livre depósito INVT	0,01	0,2
GA03	3G-03-09B	802286	ADAPTADOR CAIXA DAGUA PVC 1P	UN	9	F3	Utilização livre depósito CUST	9,5	85,5
GA03	3G-03-09B	802355	UNIAO TUBO COND AGUA FRIA PVC RIG 40MM	UN	7	F3	Utilização livre depósito CUST	14,72	103,04
GA03	3G-03-09B	802369	ADAPTADOR CAIXA DAGUA PVC 50MM	UN	9	F3	Utilização livre depósito CUST	22,53	202,77
GA03	3G-03-09B	802372	ADAPTADOR CAIXA DAGUA PVC 25MM	UN	30	F3	Utilização livre depósito CUST	8,53	255,9
GA03	3G-03-09B	802412	ADAPTADOR CAIXA DAGUA PVC 1.1/4P	UN	6	F3	Utilização livre depósito CUST	14,25	85,5
GA03	3G-03-09B	802431	ADAPTADOR CAIXA DAGUA PVC 32MM	UN	6	F3	Utilização livre depósito CUST	11,1	66,6
GA03	3G-03-09B	802439	ADAPTADOR CAIXA DAGUA PVC 40MM	UN	10	F3	Utilização livre depósito CUST	19,75	197,5
GA03	3G-03-09B	802502	LUVA CORRER AGUA FRIA PVC RIG 1/1.4P	UN	6	F3	Utilização livre depósito CUST	8,24	49,44
GA03	3G-03-09B	802548	LUVA CORRER AGUA FRIA PVC RIG 75MM	UN	6	F3	Utilização livre depósito CUST	14,18	85,08
GA03	3G-03-09B	802567	LUVA TUBO COND AGUA FRIA PVC RIG 2P	UN	4	F3	Utilização livre depósito CUST	4,73	18,92
GA03	3G-03-09B	802590	NIPLE TUBO COND AGUA FRIA PVC RIG 1.1/4P	UN	10	F3	Utilização livre depósito CUST	2,8	28
GA03	3G-03-09B	802710	ADAPTADOR CAIXA DAGUA PVC 60MM	UN	11	F3	Utilização livre depósito CUST	29,37	323,07
GA03	3G-03-09B	802738	ADAPTADOR CAIXA DAGUA PVC 20MM	UN	30	F3	Utilização livre depósito CUST	6,19	185,7
GA03	3G-03-09B	802782	ADAPTADOR CAIXA DAGUA PVC 1/2P C/ANEL	UN	13	F3	Utilização livre depósito CUST	5,22	67,86
GA03	3G-03-09B	802957	LUVA TUBO COND AGUA FRIA PVC RIG 50MM	UN	6	F3	Utilização livre depósito CUST	3,34	20,04
GA03	3G-03-09B	802960	LUVA CORRER AGUA FRIA PVC RIG 2P	UN	11	F3	Utilização livre depósito CUST	16,09	176,99
GA03	3G-03-09B	802976	NIPLE TUBO COND AGUA FRIA PVC RIG 1P	UN	2	F3	Utilização livre depósito CUST	1,4	2,8
GA03	3G-03-09B	803010	ADAPTADOR CAIXA DAGUA PVC 2P	UN	6	F3	Utilização livre depósito CUST	28,5	171
GA03	3G-03-09C	110336	TE TUBO COND AGUA FRIA PVC RIG 1.1/4P	UN	20	F3	Utilização livre depósito CUST	9,86	197,2
GA03	3G-03-09C	110657	TE ESGOTO PVC RIG 40X40MM	UN	14	F3	Utilização livre depósito CUST	0,88	12,32
GA03	3G-03-09C	110662	TE ESGOTO PVC RIG 75X75MM	UN	3	F3	Utilização livre depósito CUST	4,98	14,94
GA03	3G-03-09C	111225	ENGATE FLEX PLAS 50CMX1/2P	UN	10	F3	Utilização livre depósito CUST	2,84	28,4
GA03	3G-03-09C	802262	TE TUBO COND AGUA FRIA PVC RIG 2P	UN	20	F3	Utilização livre depósito CUST	15,78	315,6
GA03	3G-03-09C	802294	PLUG AGUA FRIA PVC RIG 2P	UN	26	F3	Utilização livre depósito CUST	4,75	123,5
GA03	3G-03-09C	802308	ENGATE FLEXIVEL PVC 1/2P 40CM	UN	9	F3	Utilização livre depósito CUST	2,45	22,05
GA03	3G-03-09C	802328	UNIAO TUBO COND AGUA FRIA PVC RIG 60MM	UN	8	F3	Utilização livre depósito CUST	39,91	319,28
GA03	3G-03-09C	802331	UNIAO TUBO COND AGUA FRIA PVC RIG 1.1/4P	UN	12	F3	Utilização livre depósito CUST	11,4	136,8
GA03	3G-03-09C	802343	UNIAO TUBO COND AGUA FRIA PVC RIG 1.1/2P	UN	13	F3	Utilização livre depósito CUST	11,4	148,2
GA03	3G-03-09C	802350	TE TUBO COND AGUA FRIA PVC RIG 25MM	UN	11	F3	Utilização livre depósito CUST	0,69	7,59
GA03	3G-03-09C	802376	CAP TUBO COND AGUA FRIA PVC RIG 1.1/4P	UN	30	F3	Utilização livre depósito CUST	5,7	171
GA03	3G-03-09C	802432	CAP TUBO COND AGUA FRIA PVC RIG 40MM	UN	13	F3	Utilização livre depósito CUST	2,16	28,08
GA03	3G-03-09C	802453	CAP TUBO COND AGUA FRIA PVC RIG 50MM	UN	14	F3	Utilização livre depósito CUST	3,38	47,32
GA03	3G-03-09C	802613	NIPLE TUBO COND AGUA FRIA PVC RIG 1.1/2P	UN	7	F3	Utilização livre depósito CUST	2,81	19,67
GA03	3G-03-09C	802625	PLUG AGUA FRIA PVC RIG 1.1/2P	UN	14	F3	Utilização livre depósito CUST	2,58	36,12
GA03	3G-03-09C	802659	PLUG AGUA FRIA PVC RIG 1P	UN	5	F3	Utilização livre depósito CUST	1,28	6,4
GA03	3G-03-09C	802712	CAP TUBO COND AGUA FRIA PVC RIG 60MM	UN	9	F3	Utilização livre depósito CUST	6,14	55,26
GA03	3G-03-09C	802732	UNIAO TUBO COND AGUA FRIA PVC RIG 25MM	UN	20	F3	Utilização livre depósito CUST	4,29	85,8
GA03	3G-03-09C	802753	UNIAO TUBO COND AGUA FRIA PVC RIG 2P	UN	9	F3	Utilização livre depósito CUST	14,25	128,25
GA03	3G-03-09C	802886	UNIAO TUBO COND AGUA FRIA PVC RIG 50MM	UN	5	F3	Utilização livre depósito CUST	13,79	68,95
GA03	3G-03-09C	802913	TE TUBO COND AGUA FRIA PVC RIG 40MM	UN	16	F3	Utilização livre depósito CUST	5,34	85,44
GA03	3G-03-09C	802931	NIPLE TUBO COND AGUA FRIA PVC RIG 2P	UN	4	F3	Utilização livre depósito CUST	5,22	20,88
GA03	3G-03-09C	802949	TE TUBO COND AGUA FRIA PVC RIG 25MMX1/2P	UN	46	F3	Utilização livre depósito CUST	11,61	534,06
GA03	3G-03-09C	803005	CAP TUBO COND AGUA FRIA PVC RIG 1.1/2P	UN	13	F3	Utilização livre depósito CUST	4,74	61,62
GA03	3G-03-09D	402215	LUMINARIA INDUSTRIAL AC 16W	UN	20	L2	Utilização livre depósito INVT	67,7	1354
GA03	3G-03-09D	407094	SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC	M	480	L2	Utilização livre depósito INVT	70,33	33758,4
GA03	3G-03-10A	403168	SUPORTE PARA CAIXA SMC	UN	76	L2	Utilização livre depósito INVT	187,83	14275,08
GA03	3G-03-10A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-03-10B	111772	ALICATE PRENSA TERMINAIS AP-056	UN	1	F3	Utilização livre depósito CUST	256,05	256,05
GA03	3G-03-10B	120366	CAPUZ DE SEGURANCA TIPO BALACLAVA	UN	48	F3	Utilização livre depósito CUST	115,11	5525,28
GA03	3G-03-10B	404156	ALICATE PRENSA TERMINAIS AP-056	UN	3	L2	Utilização livre depósito INVT	256,05	768,15
GA03	3G-03-10B	404508	FERRO SOLDA  220 V PONTA TRATADA 60W	UN	4	L2	Utilização livre depósito INVT	57,8	231,2
GA03	3G-03-10B	803123	LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D	UN	190	F3	Utilização livre depósito CUST	8,86	1683,4
GA03	3G-03-10B	803631	LAMINA SERRA ACO RAP 300X13MM 0,65MM 18D	UN	369	F3	Utilização livre depósito CUST	0,05	18,45
GA03	3G-03-10B	804022	JOGO DE CHAVE COMBINADA COM CATRACA 16P	UN	2	F3	Utilização livre depósito CUST	788,41	1576,82
GA03	3G-03-10B	804027	LIMA CHATA BASTARDA DE 6	UN	7	F3	Utilização livre depósito CUST	29,01	203,07
GA03	3G-03-10B	804028	LIMA REDONDA MURÇA DE 6	UN	7	F3	Utilização livre depósito CUST	36,53	255,71
GA03	3G-03-10B	804556	JOGO CHAVES  ALLEN TIPO CANIVETE 09 PCS	UN	8	F3	Utilização livre depósito CUST	57,64	461,12
GA03	3G-03-10B	805254	JOGO SACA PINO PARALELO	UN	7	F3	Utilização livre depósito CUST	206,42	1444,94
GA03	3G-03-10B	805551	CHAVE COMBINADA CATRACA 32MM	UN	1	F3	Utilização livre depósito CUST	150,41	150,41
GA03	3G-03-10C	110071	REATOR ELETRONICO DUP 2X30/32W 127/220V	UN	110	F3	Utilização livre depósito CUST	14,54	1599,4
GA03	3G-03-10C	110341	TE ESGOTO PVC RIG 150X100MM	UN	3	F3	Utilização livre depósito CUST	23,75	71,25
GA03	3G-03-10C	110567	REATOR ELETRONICO DUP 2X22W 127/220V	UN	97	F3	Utilização livre depósito CUST	14,5	1406,5
GA03	3G-03-10C	401571	ARQUIVO AC 133X49X72CM 4GAV CZ	UN	14	L2	Utilização livre depósito INVT	441,99	6187,86
GA03	3G-03-10D	110029	MALETA FERRAM AC 5GAV RODA 605X200X390MM	UN	32	F3	Utilização livre depósito CUST	42,04	1345,28
GA03	3G-03-10D	403324	CAIXA DERIVACAO 4F	UN	147	L2	Utilização livre depósito INVT	42,58	6259,26
GA03	3G-03-11A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	L2	Utilização livre depósito INVT	10,87	24348,8
GA03	3G-03-11A	801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	F3	Utilização livre depósito CUST	13,75	30800
GA03	3G-03-11B	110109	CAVADEIRA BOCA LOBO AC 165X1880MM C/CAB	UN	11	F3	Utilização livre depósito CUST	6,51	71,61
GA03	3G-03-11C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-11D	802173	CAIXA DERIVACAO 4F	UN	467	F3	Utilização livre depósito CUST	15,1	7051,7
GA03	3G-03-12A	801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	4480	F3	Utilização livre depósito CUST	13,75	61600
GA03	3G-03-12B	110191	CANALETA PVC BR 30X30X2,20MM	UN	13	F3	Utilização livre depósito CUST	22,02	286,26
GA03	3G-03-12B	120000	VARA MANOBRA TELESC TUB VID TRIAN 6420MM	UN	3	F3	Utilização livre depósito CUST	1190,81	3572,43
GA03	3G-03-12B	409659	CANALETA PVC BR 30X30X2,20MM	UN	223	L2	Utilização livre depósito INVT	9,59	2138,57
GA03	3G-03-12C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-12D	402527	MED IN 1E 2F 120V 100A SMC DR B	UN	96	L2	Utilização livre depósito INVT	213,78	20522,88
GA03	3G-03-12D	402570	UNIDADE DE LEITURA INDIVIDUAL TLI - SMC	UN	96	L2	Utilização livre depósito INVT	125,79	12075,84
GA03	3G-03-12D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	8	L2	Utilização livre depósito INVT	2878,54	23028,32
GA03	3G-03-12D	802173	CAIXA DERIVACAO 4F	UN	330	F3	Utilização livre depósito CUST	15,1	4983
GA03	3G-03-13A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	4480	L2	Utilização livre depósito INVT	10,87	48697,6
GA03	3G-03-13B	120456	EXTINTOR PORTATIL AGUA PRESSURIZADA 10 L	UN	19	F3	Utilização livre depósito CUST	230	4370
GA03	3G-03-13B	407014	CAIXA DE COMUNICACAO RELIGADOR MONOFAS	UN	5	L2	Utilização livre depósito INVT	24253,5	121267,5
GA03	3G-03-13C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-14A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	L2	Utilização livre depósito INVT	10,87	24348,8
GA03	3G-03-14A	801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	F3	Utilização livre depósito CUST	13,75	30800
GA03	3G-03-14B	120453	EXTINTOR PORTATIL PO QUIMICO ABC 12KG	UN	4	F3	Utilização livre depósito CUST	370	1480
GA03	3G-03-14B	120454	EXTINTOR PORTATIL PO QUIMICO ABC 6KG	UN	15	F3	Utilização livre depósito CUST	200	3000
GA03	3G-03-14B	120455	EXTINTOR PORTATIL PO QUIMICO BC 6KG	UN	4	F3	Utilização livre depósito CUST	199,75	799
GA03	3G-03-14C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-15A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	L2	Utilização livre depósito INVT	10,87	24348,8
GA03	3G-03-15A	801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	2240	F3	Utilização livre depósito CUST	13,75	30800
GA03	3G-03-15B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-15C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-15D	402527	MED IN 1E 2F 120V 100A SMC DR B	UN	96	L2	Utilização livre depósito INVT	213,78	20522,88
GA03	3G-03-15D	402570	UNIDADE DE LEITURA INDIVIDUAL TLI - SMC	UN	96	L2	Utilização livre depósito INVT	125,79	12075,84
GA03	3G-03-15D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	8	L2	Utilização livre depósito INVT	2878,54	23028,32
GA03	3G-03-16A	402287	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	4480	L2	Utilização livre depósito INVT	10,87	48697,6
GA03	3G-03-16C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-03-16D	402527	MED IN 1E 2F 120V 100A SMC DR B	UN	192	L2	Utilização livre depósito INVT	213,78	41045,76
GA03	3G-03-16D	402570	UNIDADE DE LEITURA INDIVIDUAL TLI - SMC	UN	192	L2	Utilização livre depósito INVT	125,79	24151,68
GA03	3G-03-16D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	16	L2	Utilização livre depósito INVT	2878,54	46056,64
GA03	3G-04-01A	404818	SUPORTE TRAFO CIRCULAR 285MM	UN	144	L2	Utilização livre depósito INVT	68,6	9878,4
GA03	3G-04-01A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-04-01B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-01C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-01D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-02A	403686	BARRA P/2 CAIXAS	UN	2098	L2	Utilização livre depósito INVT	56,7	118956,6
GA03	3G-04-02B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-02C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-02D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-03A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-04-03A	408824	CAIXA QUADRO COMANDO S/F 60X50X20 IP65	UN	3	L2	Utilização livre depósito INVT	647,69	1943,07
GA03	3G-04-03A	805471	ELETRODUTO CORRUG KANAFLEX 6P	UN	50	F3	Utilização livre depósito CUST	46,71	2335,5
GA03	3G-04-03B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-03C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-03D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-04A	403686	BARRA P/2 CAIXAS	UN	1200	L2	Utilização livre depósito INVT	56,7	68040
GA03	3G-04-04A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-04-04B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-04C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-04D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-05A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-05B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-05C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-05D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-06A	403168	SUPORTE PARA CAIXA SMC	UN	100	L2	Utilização livre depósito INVT	187,83	18783
GA03	3G-04-06A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-04-06B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-06C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-06D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	28	L2	Utilização livre depósito INVT	2878,54	80599,12
GA03	3G-04-07A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	200	L2	Utilização livre depósito INVT	191,39	38278
GA03	3G-04-07B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-07C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-07D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-08A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	200	L2	Utilização livre depósito INVT	191,39	38278
GA03	3G-04-08B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-08C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-08D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-09A	403168	SUPORTE PARA CAIXA SMC	UN	100	L2	Utilização livre depósito INVT	187,83	18783
GA03	3G-04-09A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-04-09B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-09C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-09D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-10A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-10B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-10C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-10D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-11A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-11B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-11C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-11D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-12A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-12B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-12C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-12D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-13A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-13B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-13C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-13D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-14A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	200	L2	Utilização livre depósito INVT	191,39	38278
GA03	3G-04-14B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-14C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-14D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-04-15A	403168	SUPORTE PARA CAIXA SMC	UN	200	L2	Utilização livre depósito INVT	187,83	37566
GA03	3G-04-15B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-15C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-15D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	28	L2	Utilização livre depósito INVT	2878,54	80599,12
GA03	3G-04-16A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	200	L2	Utilização livre depósito INVT	191,39	38278
GA03	3G-04-16B	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-16C	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	24	L2	Utilização livre depósito INVT	2878,54	69084,96
GA03	3G-04-16D	402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN	32	L2	Utilização livre depósito INVT	2878,54	92113,28
GA03	3G-05-01A	400484	CINTA POSTE CIRC ACO 280MM	UN	1500	L2	Utilização livre depósito INVT	16,02	24030
GA03	3G-05-01A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-05-01B	400751	CANCELA ACIONAMENTO AUT 6M AC	UN	2	L2	Utilização livre depósito INVT	4010,71	8021,42
GA03	3G-05-01B	800816	CAIXA EMENDA OPTICA 48F	UN	2	F3	Utilização livre depósito CUST	217,15	434,3
GA03	3G-05-01B	804130	JUMPER DE LINHA VIVA	UN	3	F3	Utilização livre depósito CUST	48	144
GA03	3G-05-01B	805226	INVERSOR AMBIENTE SEMI-INT 15~45GC 100%	UN	6	F3	Utilização livre depósito CUST	263,72	1582,32
GA03	3G-05-01C	404720	CAIXA POLIMERICA P/ DISJUN 195X290X140MM	UN	480	L2	Utilização livre depósito INVT	35,64	17107,2
GA03	3G-05-02B	402195	TRAFO CRTE 15KV; 75-5A; 0,3C12,5 BARRA	UN	84	L2	Utilização livre depósito INVT	324,68	27273,12
GA03	3G-05-02C	404720	CAIXA POLIMERICA P/ DISJUN 195X290X140MM	UN	240	L2	Utilização livre depósito INVT	35,64	8553,6
GA03	3G-05-03A	407356	SUPORTE TIPO L AÇO PERFILADO ZINCADO DAT	UN	100	L2	Utilização livre depósito INVT	191,39	19139
GA03	3G-05-03B	401389	TRAFO CRTE 15KV 100-5A 0,3C 1,5X	UN	84	L2	Utilização livre depósito INVT	233,73	19633,32
GA03	3G-05-03B	402195	TRAFO CRTE 15KV; 75-5A; 0,3C12,5 BARRA	UN	84	L2	Utilização livre depósito INVT	324,68	27273,12
GA03	3G-05-03C	404720	CAIXA POLIMERICA P/ DISJUN 195X290X140MM	UN	480	L2	Utilização livre depósito INVT	35,64	17107,2
GA03	3G-05-04A	404228	TRAFO CRTE 15KV 50-5A 13,8KV 0,3C12,5	UN	34	L2	Utilização livre depósito INVT	322,05	10949,7
GA03	3G-05-04B	401389	TRAFO CRTE 15KV 100-5A 0,3C 1,5X	UN	70	L2	Utilização livre depósito INVT	233,73	16361,1
GA03	3G-05-04C	404720	CAIXA POLIMERICA P/ DISJUN 195X290X140MM	UN	233	L2	Utilização livre depósito INVT	35,64	8304,12
GA03	3G-05-05A	402026	CINTA POSTE CIRC ACO 230MM	UN	1048	L2	Utilização livre depósito INVT	24,49	25665,52
