material,descricao,classe,periodo_necessidade,data_pedido,lead_time_dias,data_chegada,periodo_entrega,quantidade
402117,ELO FUSIVEL BOTAO DISTRIB K 20A 500MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,697
402123,ELO FUSIVEL BOTAO DISTRIB K 12A 500MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,33
402132,TRAFO AER 1F 15KV 25KVA 240/120V 7TP,B,2026-03,25/03/2026,30,24/04/2026,2026-04,26
402132,TRAFO AER 1F 15KV 25KVA 240/120V 7TP,B,2026-05,01/05/2026,30,01/06/2026,2026-06,13
402132,TRAFO AER 1F 15KV 25KVA 240/120V 7TP,B,2026-07,01/07/2026,30,01/08/2026,2026-08,8
402136,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1544
402136,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD",C,2026-06,01/06/2026,30,01/07/2026,2026-07,1576
402136,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD",C,2026-10,01/10/2026,30,01/11/2026,2026-11,923
402152,"CABO ELET CU 95MM2 90°XLPE 0,6/1KV",C,2026-03,25/03/2026,30,24/04/2026,2026-04,4046
402152,"CABO ELET CU 95MM2 90°XLPE 0,6/1KV",C,2026-04,01/04/2026,30,01/05/2026,2026-05,2351
402152,"CABO ELET CU 95MM2 90°XLPE 0,6/1KV",C,2026-10,01/10/2026,30,01/11/2026,2026-11,988
402155,"CONECTOR DER CUNHA AL 2AWG 336,4MCM",C,2026-05,01/05/2026,30,01/06/2026,2026-06,190
402155,"CONECTOR DER CUNHA AL 2AWG 336,4MCM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,13
402160,PARAFUSO OLH AC 16MM 450MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,75
402160,PARAFUSO OLH AC 16MM 450MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,100
402161,MANILHA AC 16MM 80MM 22MM 13500DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,40
402161,MANILHA AC 16MM 80MM 22MM 13500DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,19
402185,"CONECTOR DER CUNHA ESTRIBO 336,4 MCM",C,2026-04,01/04/2026,30,01/05/2026,2026-05,343
402185,"CONECTOR DER CUNHA ESTRIBO 336,4 MCM",C,2026-07,01/07/2026,30,01/08/2026,2026-08,347
402188,POSTE CONCRETO TRON CON 11M 300KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,11
402188,POSTE CONCRETO TRON CON 11M 300KGF,C,2026-07,01/07/2026,30,01/08/2026,2026-08,20
402202,CINTA POSTE CIRC ACO 250MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,226
402202,CINTA POSTE CIRC ACO 250MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,196
402202,CINTA POSTE CIRC ACO 250MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,67
402202,CINTA POSTE CIRC ACO 250MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3
402221,"ARMACAO SEC PRESB 4EST 4,5MM ACO",C,2026-05,01/05/2026,30,01/06/2026,2026-06,276
402221,"ARMACAO SEC PRESB 4EST 4,5MM ACO",C,2026-09,01/09/2026,30,01/10/2026,2026-10,76
402221,"ARMACAO SEC PRESB 4EST 4,5MM ACO",C,2026-10,01/10/2026,30,01/11/2026,2026-11,4
402229,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM",C,2026-06,01/06/2026,30,01/07/2026,2026-07,800
402229,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,400
402230,CONECTOR DER CUNHA AL 1/0AWG 4/0AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,227
402230,CONECTOR DER CUNHA AL 1/0AWG 4/0AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,255
402235,"CABO ELET ISOL AZ 2,5MM2",C,2026-06,01/06/2026,30,01/07/2026,2026-07,800
402235,"CABO ELET ISOL AZ 2,5MM2",C,2026-10,01/10/2026,30,01/11/2026,2026-11,400
402242,POSTE FIBRA VIDRO E-CR 11M 600DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,277
402242,POSTE FIBRA VIDRO E-CR 11M 600DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,208
402251,"EMENDA PREF COND AL 300MCM 336,4MCM",C,2026-07,01/07/2026,30,01/08/2026,2026-08,6
402251,"EMENDA PREF COND AL 300MCM 336,4MCM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,1
402265,ELO FUSIVEL BOTAO DISTRIB H 3A 500MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,343
402265,ELO FUSIVEL BOTAO DISTRIB H 3A 500MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,351
402275,"CABO ELET BT 1X95MM2 0,6/1KV COBRE XLPE",C,2026-03,25/03/2026,30,24/04/2026,2026-04,256
402275,"CABO ELET BT 1X95MM2 0,6/1KV COBRE XLPE",C,2026-07,01/07/2026,30,01/08/2026,2026-08,291
402275,"CABO ELET BT 1X95MM2 0,6/1KV COBRE XLPE",C,2026-10,01/10/2026,30,01/11/2026,2026-11,3
402276,CHAVE FUSIVEL INDIC 15KV 200A/95KV BUC,C,2026-07,01/07/2026,30,01/08/2026,2026-08,77
402277,BANCO DE CAPACITOR 3F 15KV 300KVAR FIXO,C,2026-06,01/06/2026,30,01/07/2026,2026-07,17
402277,BANCO DE CAPACITOR 3F 15KV 300KVAR FIXO,C,2026-10,01/10/2026,30,01/11/2026,2026-11,5
402286,"ALCA PREFORM DIST 2AWG 33,63MM2 660MM",C,2026-03,25/03/2026,30,24/04/2026,2026-04,3047
402286,"ALCA PREFORM DIST 2AWG 33,63MM2 660MM",C,2026-07,01/07/2026,30,01/08/2026,2026-08,2159
402296,GANCHO OLHAL AC 17MM 5000KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,5827
402296,GANCHO OLHAL AC 17MM 5000KGF,C,2026-07,01/07/2026,30,01/08/2026,2026-08,5877
402296,GANCHO OLHAL AC 17MM 5000KGF,C,2026-10,01/10/2026,30,01/11/2026,2026-11,333
402299,"CONECTOR PERF AL 70-150MM2 / 1,5-35MM2",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1750
402299,"CONECTOR PERF AL 70-150MM2 / 1,5-35MM2",C,2026-07,01/07/2026,30,01/08/2026,2026-08,2275
402312,OLHAL PARAFUSO AC 16MM 5000DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6151
402312,OLHAL PARAFUSO AC 16MM 5000DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,7190
402318,"CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV",B,2026-04,01/04/2026,30,01/05/2026,2026-05,2341
402318,"CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV",B,2026-06,01/06/2026,30,01/07/2026,2026-07,2155
402318,"CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV",B,2026-07,01/07/2026,30,01/08/2026,2026-08,115
402318,"CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV",B,2026-08,01/08/2026,30,01/09/2026,2026-09,2818
402320,DISJUNTOR 3P 15KV 110KV 1250A 25KA,C,2026-07,01/07/2026,30,01/08/2026,2026-08,5
402322,MED EL 3E 4F 120V 120A TB GD B,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2500
402322,MED EL 3E 4F 120V 120A TB GD B,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3349
402322,MED EL 3E 4F 120V 120A TB GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,99
402324,SELA CRUZETA POSTE AC 115MM 18MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,497
402324,SELA CRUZETA POSTE AC 115MM 18MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,558
402331,BRACO C/GRAMPO SUSPE SECU 500DAN,C,2026-04,01/04/2026,30,01/05/2026,2026-05,192
402331,BRACO C/GRAMPO SUSPE SECU 500DAN,C,2026-10,01/10/2026,30,01/11/2026,2026-11,40
402332,CINTA POSTE CIRC ACO 150MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,61
402332,CINTA POSTE CIRC ACO 150MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,76
402333,"CABO ELET QUAD 3X1X50+1X50MM2 0,6/1KV",C,2026-03,25/03/2026,30,24/04/2026,2026-04,500
402333,"CABO ELET QUAD 3X1X50+1X50MM2 0,6/1KV",C,2026-07,01/07/2026,30,01/08/2026,2026-08,650
402359,PARAFUSO CAB ABA AC 16MM 125MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,381
402359,PARAFUSO CAB ABA AC 16MM 125MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,309
402359,PARAFUSO CAB ABA AC 16MM 125MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,105
402373,ESTRIBO BRACO L-EST-01 FOFO 200DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,462
402373,ESTRIBO BRACO L-EST-01 FOFO 200DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,589
402397,"CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY",C,2026-03,25/03/2026,30,24/04/2026,2026-04,8057
402397,"CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY",C,2026-06,01/06/2026,30,01/07/2026,2026-07,9041
402397,"CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY",C,2026-09,01/09/2026,30,01/10/2026,2026-10,3722
402397,"CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY",C,2026-10,01/10/2026,30,01/11/2026,2026-11,104
402401,PINO ISOLADOR POLIMERICO AC 15KV 200MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3630
402401,PINO ISOLADOR POLIMERICO AC 15KV 200MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,4678
402401,PINO ISOLADOR POLIMERICO AC 15KV 200MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,1661
402401,PINO ISOLADOR POLIMERICO AC 15KV 200MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,48
402404,CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG,C,2026-05,01/05/2026,30,01/06/2026,2026-06,410
402404,CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG,C,2026-08,01/08/2026,30,01/09/2026,2026-09,235
402407,"TRAFO CRTE 0,6KV;200-5A 0,3C12,5 JANELA",C,2026-04,01/04/2026,30,01/05/2026,2026-05,183
402407,"TRAFO CRTE 0,6KV;200-5A 0,3C12,5 JANELA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,114
402407,"TRAFO CRTE 0,6KV;200-5A 0,3C12,5 JANELA",C,2026-10,01/10/2026,30,01/11/2026,2026-11,17
402423,MED IN 3E 4F 67 120 240V 10A ACL D,B,2026-08,01/08/2026,30,01/09/2026,2026-09,42
402423,MED IN 3E 4F 67 120 240V 10A ACL D,B,2026-10,01/10/2026,30,01/11/2026,2026-11,132
402425,POSTE FIBRA VIDRO 15M 600DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,14
402425,POSTE FIBRA VIDRO 15M 600DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,4
402433,PARA-RAIO DISTRIB POL 12KV 10KA S/CENT,C,2026-05,01/05/2026,30,01/06/2026,2026-06,3835
402433,PARA-RAIO DISTRIB POL 12KV 10KA S/CENT,C,2026-08,01/08/2026,30,01/09/2026,2026-09,1861
402447,"TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP",B,2026-03,25/03/2026,30,24/04/2026,2026-04,94
402447,"TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP",B,2026-05,01/05/2026,30,01/06/2026,2026-06,50
402447,"TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP",B,2026-07,01/07/2026,30,01/08/2026,2026-08,36
402448,PARAFUSO OLH AC 5/8P 24P,C,2026-03,25/03/2026,30,24/04/2026,2026-04,250
402448,PARAFUSO OLH AC 5/8P 24P,C,2026-07,01/07/2026,30,01/08/2026,2026-08,325
402460,UNIDADE COMPUTACIONAL FANLESS P/ PAINEL,C,2026-07,01/07/2026,30,01/08/2026,2026-08,25
402490,SUPORTE AFAST HORIZ C/PRENSA REDE 15KV,C,2026-03,25/03/2026,30,24/04/2026,2026-04,139
402490,SUPORTE AFAST HORIZ C/PRENSA REDE 15KV,C,2026-06,01/06/2026,30,01/07/2026,2026-07,117
402490,SUPORTE AFAST HORIZ C/PRENSA REDE 15KV,C,2026-09,01/09/2026,30,01/10/2026,2026-10,35
402526,POSTE CONC DUPL T 13/400,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
402527,MED IN 1E 2F 120V 100A SMC DR B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,6708
402533,POSTE CONC DUPL T 11/1000,C,2026-03,25/03/2026,30,24/04/2026,2026-04,109
402533,POSTE CONC DUPL T 11/1000,C,2026-07,01/07/2026,30,01/08/2026,2026-08,90
402554,MEDIDOR/REGIST GRAND SIST ELET MT TRIF,C,2026-05,01/05/2026,30,01/06/2026,2026-06,10
402587,"FITA ISOL EPR 0,76X19MM 10M PT",C,2026-03,25/03/2026,30,24/04/2026,2026-04,578
402587,"FITA ISOL EPR 0,76X19MM 10M PT",C,2026-07,01/07/2026,30,01/08/2026,2026-08,916
402592,MED EL 3E 4F 120V 120A GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,25792
402595,COLETOR DADOS RF MESH N2450 - SMC,C,2026-10,01/10/2026,30,01/11/2026,2026-11,10
402607,TRAFO MEDIDA POT 69KV 69/V3KV/115/115/V3,C,2026-10,01/10/2026,30,01/11/2026,2026-11,12
402608,ROTEADOR RF N660 - COMUNICAÇÃO SMC,C,2026-10,01/10/2026,30,01/11/2026,2026-11,10
402609,"MEDIDOR ELETR POLIF MULT PROGR 120V 2,5A",C,2026-03,25/03/2026,30,24/04/2026,2026-04,20
402609,"MEDIDOR ELETR POLIF MULT PROGR 120V 2,5A",C,2026-07,01/07/2026,30,01/08/2026,2026-08,26
402611,ANEL AMAR SIL CZ 110MM 160MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,558
402611,ANEL AMAR SIL CZ 110MM 160MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,487
402617,"REGULADOR TENSAO 1F 167 KVA 7,96KV 219A",C,2026-03,25/03/2026,30,24/04/2026,2026-04,18
402617,"REGULADOR TENSAO 1F 167 KVA 7,96KV 219A",C,2026-08,01/08/2026,30,01/09/2026,2026-09,3
402624,POSTE CONC DUPL T 13/600,C,2026-03,25/03/2026,30,24/04/2026,2026-04,107
402624,POSTE CONC DUPL T 13/600,C,2026-07,01/07/2026,30,01/08/2026,2026-08,97
402625,GABINETE CONCENTR 12MOD 120V C/RADIO SMC,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3736
402650,POSTE CONCRETO DUPLO T 9 M 600 DAN,B,2026-03,25/03/2026,30,24/04/2026,2026-04,159
402650,POSTE CONCRETO DUPLO T 9 M 600 DAN,B,2026-05,01/05/2026,30,01/06/2026,2026-06,208
402650,POSTE CONCRETO DUPLO T 9 M 600 DAN,B,2026-06,01/06/2026,30,01/07/2026,2026-07,3
402650,POSTE CONCRETO DUPLO T 9 M 600 DAN,B,2026-07,01/07/2026,30,01/08/2026,2026-08,153
402670,BANCO DE CAPACITOR 3F 15KV 600KVAR FIXO,C,2026-04,01/04/2026,30,01/05/2026,2026-05,10
402670,BANCO DE CAPACITOR 3F 15KV 600KVAR FIXO,C,2026-08,01/08/2026,30,01/09/2026,2026-09,10
402701,CHAVE SEC 1P 15KV 630A CONEXÃO TER CUNHA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,376
402701,CHAVE SEC 1P 15KV 630A CONEXÃO TER CUNHA,C,2026-06,01/06/2026,30,01/07/2026,2026-07,271
402701,CHAVE SEC 1P 15KV 630A CONEXÃO TER CUNHA,C,2026-10,01/10/2026,30,01/11/2026,2026-11,91
402712,CINTA POSTE CIRC ACO 265MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,50
402712,CINTA POSTE CIRC ACO 265MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,65
402714,CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,212
402714,CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,161
402729,CONECTOR DERIV CUNHA AL 2/0AWG 4/0AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2
402739,CONECTOR PF/KS 95-1807MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,78
402739,CONECTOR PF/KS 95-1807MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,72
402741,ELO FUSIVEL BOTAO K 6A 500MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,22
402807,MED IN 3E 4F 120V 100A SMC DR B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3851
402816,MED IN 3E 4F 120 240V 10A TB GD C,B,2026-05,01/05/2026,30,01/06/2026,2026-06,9
402816,MED IN 3E 4F 120 240V 10A TB GD C,B,2026-06,01/06/2026,30,01/07/2026,2026-07,17
402816,MED IN 3E 4F 120 240V 10A TB GD C,B,2026-07,01/07/2026,30,01/08/2026,2026-08,23
402816,MED IN 3E 4F 120 240V 10A TB GD C,B,2026-08,01/08/2026,30,01/09/2026,2026-09,401
402816,MED IN 3E 4F 120 240V 10A TB GD C,B,2026-10,01/10/2026,30,01/11/2026,2026-11,384
402824,MED EL 1E 2F 120V 100A GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,10562
402847,POSTE CONC DUPL T 9 M 300 DAN,A,2026-03,25/03/2026,30,24/04/2026,2026-04,383
402847,POSTE CONC DUPL T 9 M 300 DAN,A,2026-05,01/05/2026,30,01/06/2026,2026-06,362
402847,POSTE CONC DUPL T 9 M 300 DAN,A,2026-07,01/07/2026,30,01/08/2026,2026-08,260
402860,"REGULADOR TENSAO 1F 250 KVA 7,62KV 328A",C,2026-08,01/08/2026,30,01/09/2026,2026-09,7
402866,REGISTRADOR DIG PERT RPV-311 GE/REASON,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
402875,SUPORTE TIPO T PARA CHAVE/PARA-RAIO,C,2026-03,25/03/2026,30,24/04/2026,2026-04,95
402875,SUPORTE TIPO T PARA CHAVE/PARA-RAIO,C,2026-07,01/07/2026,30,01/08/2026,2026-08,113
402882,SUPORTE TRIANG CHAVE FACA 235X202X80MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,10
402882,SUPORTE TRIANG CHAVE FACA 235X202X80MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3
403033,BANCO DE BATERIAS SELADA 48VCC 300AH,C,2026-04,01/04/2026,30,01/05/2026,2026-05,10
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-04,01/04/2026,30,01/05/2026,2026-05,26
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-05,01/05/2026,30,01/06/2026,2026-06,150
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-06,01/06/2026,30,01/07/2026,2026-07,150
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-07,01/07/2026,30,01/08/2026,2026-08,200
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-08,01/08/2026,30,01/09/2026,2026-09,1176
403077,MED EL 3E 4F 120 240V 120A TB GD C,B,2026-10,01/10/2026,30,01/11/2026,2026-11,1026
403113,DISJUNTOR 1P 127/220V 400VCA 32A,C,2026-04,01/04/2026,30,01/05/2026,2026-05,2548
403113,DISJUNTOR 1P 127/220V 400VCA 32A,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3000
403121,"FITA ISOLANTE ELET PVC 19X0,19MM 20M PT",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1158
403121,"FITA ISOLANTE ELET PVC 19X0,19MM 20M PT",C,2026-07,01/07/2026,30,01/08/2026,2026-08,1019
403161,PONTALETE FBV 100MM 6M,B,2026-03,25/03/2026,30,24/04/2026,2026-04,358
403161,PONTALETE FBV 100MM 6M,B,2026-04,01/04/2026,30,01/05/2026,2026-05,200
403161,PONTALETE FBV 100MM 6M,B,2026-05,01/05/2026,30,01/06/2026,2026-06,300
403161,PONTALETE FBV 100MM 6M,B,2026-06,01/06/2026,30,01/07/2026,2026-07,300
403161,PONTALETE FBV 100MM 6M,B,2026-07,01/07/2026,30,01/08/2026,2026-08,400
403161,PONTALETE FBV 100MM 6M,B,2026-08,01/08/2026,30,01/09/2026,2026-09,300
403182,CONECTOR CHAVE SEC 1P FACA CU 10-300MM2,C,2026-04,01/04/2026,30,01/05/2026,2026-05,2210
403182,CONECTOR CHAVE SEC 1P FACA CU 10-300MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2257
403182,CONECTOR CHAVE SEC 1P FACA CU 10-300MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,79
403251,"TRAFO CRTE 15KV; 200-5A; 0,3C12,5 BARRA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,18
403306,MARCADOR IND PLAS 60ML MET ESF 3MM AM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,50
403306,MARCADOR IND PLAS 60ML MET ESF 3MM AM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,65
403323,"CABO ELET FLEX 2X1,5MM2 0,6/1KV",C,2026-03,25/03/2026,30,24/04/2026,2026-04,186
403323,"CABO ELET FLEX 2X1,5MM2 0,6/1KV",C,2026-06,01/06/2026,30,01/07/2026,2026-07,203
403323,"CABO ELET FLEX 2X1,5MM2 0,6/1KV",C,2026-10,01/10/2026,30,01/11/2026,2026-11,97
403327,DISJUNTOR 2P 127/220V 400VCA 32A,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2288
403327,DISJUNTOR 2P 127/220V 400VCA 32A,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3250
403353,"CABO ELET CU 150MM2 90°XLPE 0,6/1KV",C,2026-09,01/09/2026,30,01/10/2026,2026-10,477
403353,"CABO ELET CU 150MM2 90°XLPE 0,6/1KV",C,2026-10,01/10/2026,30,01/11/2026,2026-11,20
403371,DISJUNTOR 3P 127/220V 400VCA 40A,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1451
403371,DISJUNTOR 3P 127/220V 400VCA 40A,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1950
403376,POSTE CONCRETO CIRC 15M 400DAN,C,2026-04,01/04/2026,30,01/05/2026,2026-05,2
403390,PRENSA CABO PVC 1P,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1093
403390,PRENSA CABO PVC 1P,C,2026-07,01/07/2026,30,01/08/2026,2026-08,4904
403390,PRENSA CABO PVC 1P,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3364
403409,"RELIGADOR 3F AUTOMATICO 15KV 630A 12,5kA",C,2026-04,01/04/2026,30,01/05/2026,2026-05,86
403409,"RELIGADOR 3F AUTOMATICO 15KV 630A 12,5kA",C,2026-10,01/10/2026,30,01/11/2026,2026-11,26
403502,CAIXA BARRAMENTO 250A,C,2026-03,25/03/2026,30,24/04/2026,2026-04,10
403502,CAIXA BARRAMENTO 250A,C,2026-07,01/07/2026,30,01/08/2026,2026-08,5
403513,ENVELOPE DE PLAST COM FECHO DE SEG,C,2026-10,01/10/2026,30,01/11/2026,2026-11,13471
403531,BANCO DE BATERIAS ESTAC 125VCC - 500AH,C,2026-03,25/03/2026,30,24/04/2026,2026-04,8
403531,BANCO DE BATERIAS ESTAC 125VCC - 500AH,C,2026-04,01/04/2026,30,01/05/2026,2026-05,5
403553,TV LED 43P,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
403563,CHAVE SEC 1P 15KV 400A 95KA/S F. FACA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,13
403563,CHAVE SEC 1P 15KV 400A 95KA/S F. FACA,C,2026-07,01/07/2026,30,01/08/2026,2026-08,12
403564,"TRANSFORMADOR DE CORRENTE 72,5KV IT40KA",C,2026-10,01/10/2026,30,01/11/2026,2026-11,12
403572,PRENSA CABO NYLON CURTO 1/2P,C,2026-10,01/10/2026,30,01/11/2026,2026-11,17674
403574,CABO AL CONCENTRICO 3F 3X95+95MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,817
403574,CABO AL CONCENTRICO 3F 3X95+95MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,4201
403574,CABO AL CONCENTRICO 3F 3X95+95MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3129
403580,ALCA PREFORM CABO CONC 3X35 + 35,C,2026-10,01/10/2026,30,01/11/2026,2026-11,5736
403593,ALCA PREFORM CABO CONC 3X70 + 50,C,2026-03,25/03/2026,30,24/04/2026,2026-04,60
403593,ALCA PREFORM CABO CONC 3X70 + 50,C,2026-07,01/07/2026,30,01/08/2026,2026-08,187
403593,ALCA PREFORM CABO CONC 3X70 + 50,C,2026-10,01/10/2026,30,01/11/2026,2026-11,120
403663,CABO CONCENTRICO CU 3X70+70MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,361
403666,CINTA POSTE CIRC ACO 365MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,64
403675,ALCA PREFORM CABO CONC  3X25 + 25,C,2026-10,01/10/2026,30,01/11/2026,2026-11,8537
403741,PARAFUSO BUCHA S8,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1500
403741,PARAFUSO BUCHA S8,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1950
403770,PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT,C,2026-06,01/06/2026,30,01/07/2026,2026-07,825
403770,PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT,C,2026-09,01/09/2026,30,01/10/2026,2026-10,300
403804,"ALCA PREFORM 6,4MM 1/4P AM 635MM",C,2026-08,01/08/2026,30,01/09/2026,2026-09,644
403807,TERMINAL PRESSAO CU 95MM2 C/SAPATA,C,2026-04,01/04/2026,30,01/05/2026,2026-05,222
403807,TERMINAL PRESSAO CU 95MM2 C/SAPATA,C,2026-08,01/08/2026,30,01/09/2026,2026-09,332
403830,ALCA PREFORM CABO CONC 3X50 + 50,C,2026-03,25/03/2026,30,24/04/2026,2026-04,68
403830,ALCA PREFORM CABO CONC 3X50 + 50,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1213
403830,ALCA PREFORM CABO CONC 3X50 + 50,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1159
403843,CABO AL CONCENTRICO 3F 3X16+16MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,185
403843,CABO AL CONCENTRICO 3F 3X16+16MM2,C,2026-05,01/05/2026,30,01/06/2026,2026-06,453
403843,CABO AL CONCENTRICO 3F 3X16+16MM2,C,2026-08,01/08/2026,30,01/09/2026,2026-09,10688
403843,CABO AL CONCENTRICO 3F 3X16+16MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,10369
403868,SWITCH LAYER 3 GER 8P 10/100/1000MBPS,C,2026-06,01/06/2026,30,01/07/2026,2026-07,10
403931,BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV,C,2026-03,25/03/2026,30,24/04/2026,2026-04,40
403931,BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV,C,2026-07,01/07/2026,30,01/08/2026,2026-08,52
403954,CABO AL CONCENTRICO 3F 3X50+50MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2085
