material,demanda_total,valor_unitario,valor_total,pct_individual,pct_acumulado,classe
410067,3.0,0.0,0.0,0.0,100.0,C
410066,10.0,0.0,0.0,0.0,100.0,C
410063,14.0,0.0,0.0,0.0,100.0,C
410062,5.0,0.0,0.0,0.0,100.0,C
410052,100.0,0.0,0.0,0.0,100.0,C
410050,6270.4619999999995,0.0,0.0,0.0,100.0,C
410033,120.0,0.0,0.0,0.0,100.0,C
410048,4370.0,0.0,0.0,0.0,100.0,C
410047,8696.387999999999,0.0,0.0,0.0,100.0,C
410046,1859.266,0.0,0.0,0.0,100.0,C
410045,1071.0,0.0,0.0,0.0,100.0,C
410044,2.0,0.0,0.0,0.0,100.0,C
410041,9296.325,0.0,0.0,0.0,100.0,C
410036,1.0,0.0,0.0,0.0,100.0,C
410035,2.0,0.0,0.0,0.0,100.0,C
410034,2.0,0.0,0.0,0.0,100.0,C
410049,151.0,0.0,0.0,0.0,100.0,C
409268,400.0,0.0,0.0,0.0,100.0,C
409257,220.0,0.0,0.0,0.0,100.0,C
409249,2.0,0.0,0.0,0.0,100.0,C
409240,1.0,0.0,0.0,0.0,100.0,C
409233,30.0,0.0,0.0,0.0,100.0,C
409232,51.0,0.0,0.0,0.0,100.0,C
409203,24.0,0.0,0.0,0.0,100.0,C
409150,4.0,0.0,0.0,0.0,100.0,C
409792,1.0,0.0,0.0,0.0,100.0,C
408994,8741.0,0.0,0.0,0.0,100.0,C
408990,2.0,0.0,0.0,0.0,100.0,C
408951,500.0,0.0,0.0,0.0,100.0,C
408949,3.0,0.0,0.0,0.0,100.0,C
408896,500.0,0.0,0.0,0.0,100.0,C
408742,3.0,0.0,0.0,0.0,100.0,C
408539,1.0,0.0,0.0,0.0,100.0,C
408291,3931.523,0.0,0.0,0.0,100.0,C
408192,2.0,0.0,0.0,0.0,100.0,C
408995,5596.0,0.0,0.0,0.0,100.0,C
409791,10.0,0.0,0.0,0.0,100.0,C
110097,30.0,0.0,0.0,0.0,100.0,C
409789,1.0,0.0,0.0,0.0,100.0,C
409788,1.0,0.0,0.0,0.0,100.0,C
409787,1.0,0.0,0.0,0.0,100.0,C
409785,1.0,0.0,0.0,0.0,100.0,C
409779,2.0,0.0,0.0,0.0,100.0,C
409778,2.0,0.0,0.0,0.0,100.0,C
409301,100.0,0.0,0.0,0.0,100.0,C
409743,720.0,0.0,0.0,0.0,100.0,C
409738,1628.0,0.0,0.0,0.0,100.0,C
409737,2.0,0.0,0.0,0.0,100.0,C
409628,20.0,0.0,0.0,0.0,100.0,C
409620,6.0,0.0,0.0,0.0,100.0,C
409524,3.0,0.0,0.0,0.0,100.0,C
409376,3360.0,0.0,0.0,0.0,100.0,C
409374,1.0,0.0,0.0,0.0,100.0,C
409373,2264.0,0.0,0.0,0.0,100.0,C
409744,240.0,0.0,0.0,0.0,100.0,C
402627,16.0,0.0,0.0,0.0,100.0,C
402625,4052.0,0.0,0.0,0.0,100.0,C
402624,232.0,0.0,0.0,0.0,100.0,C
402617,21.0,0.0,0.0,0.0,100.0,C
402611,1106.0,0.0,0.0,0.0,100.0,C
402609,44.0,0.0,0.0,0.0,100.0,C
402608,5.0,0.0,0.0,0.0,100.0,C
402607,6.0,0.0,0.0,0.0,100.0,C
404229,84.0,0.0,0.0,0.0,100.0,C
402595,5.0,0.0,0.0,0.0,100.0,C
402592,14624.0,0.0,0.0,0.0,100.0,C
402570,5036.074,0.0,0.0,0.0,100.0,C
402554,5.0,0.0,0.0,0.0,100.0,C
402533,212.0,0.0,0.0,0.0,100.0,C
402527,5949.0,0.0,0.0,0.0,100.0,C
402526,9.0,0.0,0.0,0.0,100.0,C
402525,10.0,0.0,0.0,0.0,100.0,C
402515,3.0,0.0,0.0,0.0,100.0,C
402600,8.0,0.0,0.0,0.0,100.0,C
402875,250.0,0.0,0.0,0.0,100.0,C
402866,5.0,0.0,0.0,0.0,100.0,C
402860,19.0,0.0,0.0,0.0,100.0,C
402824,14152.936,0.0,0.0,0.0,100.0,C
402810,0.0,0.0,0.0,0.0,100.0,C
402807,3385.0,0.0,0.0,0.0,100.0,C
402767,4801.965,0.0,0.0,0.0,100.0,C
402741,1458.0,0.0,0.0,0.0,100.0,C
402660,746.0,0.0,0.0,0.0,100.0,C
402733,1855.0,0.0,0.0,0.0,100.0,C
402729,15.0,0.0,0.0,0.0,100.0,C
402714,397.0,0.0,0.0,0.0,100.0,C
402712,120.0,0.0,0.0,0.0,100.0,C
402701,804.0,0.0,0.0,0.0,100.0,C
402689,310.0,0.0,0.0,0.0,100.0,C
402675,123.0,0.0,0.0,0.0,100.0,C
402672,56.0,0.0,0.0,0.0,100.0,C
402670,19.0,0.0,0.0,0.0,100.0,C
402739,144.0,0.0,0.0,0.0,100.0,C
402332,187.0,0.0,0.0,0.0,100.0,C
402331,1043.0,0.0,0.0,0.0,100.0,C
402324,1081.0,0.0,0.0,0.0,100.0,C
402322,6099.0,0.0,0.0,0.0,100.0,C
402320,4.0,0.0,0.0,0.0,100.0,C
402312,17318.789,0.0,0.0,0.0,100.0,C
402310,57.0,0.0,0.0,0.0,100.0,C
402307,13458.496,0.0,0.0,0.0,100.0,C
402490,349.0,0.0,0.0,0.0,100.0,C
402296,14322.02,0.0,0.0,0.0,100.0,C
402292,0.0,0.0,0.0,0.0,100.0,C
402287,16585.0,0.0,0.0,0.0,100.0,C
402286,5537.0,0.0,0.0,0.0,100.0,C
402277,31.0,0.0,0.0,0.0,100.0,C
402276,182.0,0.0,0.0,0.0,100.0,C
402275,586.0,0.0,0.0,0.0,100.0,C
402265,912.0,0.0,0.0,0.0,100.0,C
402260,62.0,0.0,0.0,0.0,100.0,C
402299,4200.0,0.0,0.0,0.0,100.0,C
402460,14.0,0.0,0.0,0.0,100.0,C
402456,132.0,0.0,0.0,0.0,100.0,C
402452,96.0,0.0,0.0,0.0,100.0,C
402448,600.0,0.0,0.0,0.0,100.0,C
402443,172.0,0.0,0.0,0.0,100.0,C
402433,7842.0,0.0,0.0,0.0,100.0,C
402425,20.0,0.0,0.0,0.0,100.0,C
402407,349.0,0.0,0.0,0.0,100.0,C
402333,1200.0,0.0,0.0,0.0,100.0,C
402401,11319.0,0.0,0.0,0.0,100.0,C
402400,49.0,0.0,0.0,0.0,100.0,C
402397,22018.98,0.0,0.0,0.0,100.0,C
402374,34.0,0.0,0.0,0.0,100.0,C
402373,1441.0,0.0,0.0,0.0,100.0,C
402365,128.0,0.0,0.0,0.0,100.0,C
402359,909.0,0.0,0.0,0.0,100.0,C
402354,26.0,0.0,0.0,0.0,100.0,C
402335,1.0,0.0,0.0,0.0,100.0,C
402404,1013.0,0.0,0.0,0.0,100.0,C
404071,3216.0,0.0,0.0,0.0,100.0,C
404054,495.0,0.0,0.0,0.0,100.0,C
404005,198.0,0.0,0.0,0.0,100.0,C
403954,7605.715,0.0,0.0,0.0,100.0,C
403931,96.0,0.0,0.0,0.0,100.0,C
403929,2.0,0.0,0.0,0.0,100.0,C
403915,3.0,0.0,0.0,0.0,100.0,C
403875,38.0,0.0,0.0,0.0,100.0,C
402882,15.0,0.0,0.0,0.0,100.0,C
403852,2399.0,0.0,0.0,0.0,100.0,C
403843,11281.043,0.0,0.0,0.0,100.0,C
403838,13901.675000000001,0.0,0.0,0.0,100.0,C
403830,1293.0,0.0,0.0,0.0,100.0,C
403807,662.0,0.0,0.0,0.0,100.0,C
403804,2999.522,0.0,0.0,0.0,100.0,C
403741,3600.0,0.0,0.0,0.0,100.0,C
403739,3109.0,0.0,0.0,0.0,100.0,C
403686,474.0,0.0,0.0,0.0,100.0,C
403868,5.0,0.0,0.0,0.0,100.0,C
404223,7982.0,0.0,0.0,0.0,100.0,C
404215,432.0,0.0,0.0,0.0,100.0,C
404213,256.0,0.0,0.0,0.0,100.0,C
404208,802.0,0.0,0.0,0.0,100.0,C
404205,7.0,0.0,0.0,0.0,100.0,C
404203,4.0,0.0,0.0,0.0,100.0,C
404199,14.0,0.0,0.0,0.0,100.0,C
404196,580.0,0.0,0.0,0.0,100.0,C
404072,48.0,0.0,0.0,0.0,100.0,C
404183,805.0,0.0,0.0,0.0,100.0,C
404157,987.0,0.0,0.0,0.0,100.0,C
404155,4.0,0.0,0.0,0.0,100.0,C
404154,12.0,0.0,0.0,0.0,100.0,C
404149,2.0,0.0,0.0,0.0,100.0,C
404115,204.0,0.0,0.0,0.0,100.0,C
404113,3609.517,0.0,0.0,0.0,100.0,C
404112,200.0,0.0,0.0,0.0,100.0,C
404084,15257.0,0.0,0.0,0.0,100.0,C
404195,1200.0,0.0,0.0,0.0,100.0,C
403409,135.0,0.0,0.0,0.0,100.0,C
403376,2.0,0.0,0.0,0.0,100.0,C
403374,1.0,0.0,0.0,0.0,100.0,C
403371,3600.0,0.0,0.0,0.0,100.0,C
403365,1.0,0.0,0.0,0.0,100.0,C
403353,3720.0,0.0,0.0,0.0,100.0,C
403344,1.0,0.0,0.0,0.0,100.0,C
403323,639.0,0.0,0.0,0.0,100.0,C
403682,13993.518,0.0,0.0,0.0,100.0,C
403251,25.0,0.0,0.0,0.0,100.0,C
403204,3.2,0.0,0.0,0.0,100.0,C
403182,5639.0,0.0,0.0,0.0,100.0,C
403168,1121.0,0.0,0.0,0.0,100.0,C
403121,2589.0,0.0,0.0,0.0,100.0,C
403113,7200.0,0.0,0.0,0.0,100.0,C
403103,4.0,0.0,0.0,0.0,100.0,C
403033,5.0,0.0,0.0,0.0,100.0,C
402955,240.0,0.0,0.0,0.0,100.0,C
403306,120.0,0.0,0.0,0.0,100.0,C
403675,7764.706,0.0,0.0,0.0,100.0,C
403668,9.0,0.0,0.0,0.0,100.0,C
403666,120.0,0.0,0.0,0.0,100.0,C
403647,435.111,0.0,0.0,0.0,100.0,C
403641,3658.0,0.0,0.0,0.0,100.0,C
403602,9969.771,0.0,0.0,0.0,100.0,C
403594,24955.971999999998,0.0,0.0,0.0,100.0,C
403593,276.0,0.0,0.0,0.0,100.0,C
403580,4024.4249999999997,0.0,0.0,0.0,100.0,C
403499,10150.045,0.0,0.0,0.0,100.0,C
403572,14828.356,0.0,0.0,0.0,100.0,C
403564,6.0,0.0,0.0,0.0,100.0,C
403563,29.0,0.0,0.0,0.0,100.0,C
403559,302.0,0.0,0.0,0.0,100.0,C
403558,302.0,0.0,0.0,0.0,100.0,C
403553,3.0,0.0,0.0,0.0,100.0,C
403531,8.0,0.0,0.0,0.0,100.0,C
403515,115.0,0.0,0.0,0.0,100.0,C
403502,17.0,0.0,0.0,0.0,100.0,C
403574,5751.9130000000005,0.0,0.0,0.0,100.0,C
